#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1419   0.843907E+03  -0.512197E+02   0.226715E-05  -0.512197E+02   0.135796E+02  -0.148383E-06   0.226715E-05  -0.148383E-06   0.371662E-08
  1420   0.844308E+03  -0.505673E+02   0.226240E-05  -0.505673E+02   0.134230E+02  -0.145623E-06   0.226240E-05  -0.145623E-06   0.371220E-08
  1421   0.844657E+03  -0.499068E+02   0.225758E-05  -0.499068E+02   0.132692E+02  -0.142858E-06   0.225758E-05  -0.142858E-06   0.370779E-08
  1422   0.844954E+03  -0.492382E+02   0.225271E-05  -0.492382E+02   0.131184E+02  -0.140089E-06   0.225271E-05  -0.140089E-06   0.370339E-08
  1423   0.845207E+03  -0.485619E+02   0.224778E-05  -0.485619E+02   0.129703E+02  -0.137317E-06   0.224778E-05  -0.137317E-06   0.369900E-08
  1424   0.845400E+03  -0.478782E+02   0.224281E-05  -0.478782E+02   0.128253E+02  -0.134541E-06   0.224281E-05  -0.134541E-06   0.369462E-08
  1425   0.845542E+03  -0.471873E+02   0.223780E-05  -0.471873E+02   0.126833E+02  -0.131763E-06   0.223780E-05  -0.131763E-06   0.369024E-08
  1426   0.845631E+03  -0.464896E+02   0.223275E-05  -0.464896E+02   0.125443E+02  -0.128982E-06   0.223275E-05  -0.128982E-06   0.368587E-08
  1427   0.845661E+03  -0.457852E+02   0.222768E-05  -0.457852E+02   0.124084E+02  -0.126198E-06   0.222768E-05  -0.126198E-06   0.368151E-08
  1428   0.845638E+03  -0.450744E+02   0.222259E-05  -0.450744E+02   0.122755E+02  -0.123413E-06   0.222259E-05  -0.123413E-06   0.367715E-08
  1429   0.845564E+03  -0.443576E+02   0.221747E-05  -0.443576E+02   0.121458E+02  -0.120626E-06   0.221747E-05  -0.120626E-06   0.367281E-08
  1430   0.845438E+03  -0.436350E+02   0.221235E-05  -0.436350E+02   0.120193E+02  -0.117838E-06   0.221235E-05  -0.117838E-06   0.366847E-08
  1431   0.845253E+03  -0.429070E+02   0.220722E-05  -0.429070E+02   0.118961E+02  -0.115049E-06   0.220722E-05  -0.115049E-06   0.366414E-08
  1432   0.845015E+03  -0.421737E+02   0.220210E-05  -0.421737E+02   0.117761E+02  -0.112259E-06   0.220210E-05  -0.112259E-06   0.365981E-08
  1433   0.844718E+03  -0.414355E+02   0.219698E-05  -0.414355E+02   0.116594E+02  -0.109470E-06   0.219698E-05  -0.109470E-06   0.365550E-08
  1434   0.844369E+03  -0.406926E+02   0.219187E-05  -0.406926E+02   0.115460E+02  -0.106680E-06   0.219187E-05  -0.106680E-06   0.365119E-08
  1435   0.843960E+03  -0.399454E+02   0.218678E-05  -0.399454E+02   0.114360E+02  -0.103891E-06   0.218678E-05  -0.103891E-06   0.364689E-08
  1436   0.843500E+03  -0.391942E+02   0.218172E-05  -0.391942E+02   0.113293E+02  -0.101103E-06   0.218172E-05  -0.101103E-06   0.364260E-08
  1437   0.842980E+03  -0.384392E+02   0.217669E-05  -0.384392E+02   0.112260E+02  -0.983162E-07   0.217669E-05  -0.983162E-07   0.363831E-08
  1438   0.842401E+03  -0.376806E+02   0.217169E-05  -0.376806E+02   0.111261E+02  -0.955309E-07   0.217169E-05  -0.955309E-07   0.363403E-08
  1439   0.841770E+03  -0.369189E+02   0.216674E-05  -0.369189E+02   0.110298E+02  -0.927475E-07   0.216674E-05  -0.927475E-07   0.362976E-08
  1440   0.841086E+03  -0.361543E+02   0.216184E-05  -0.361543E+02   0.109368E+02  -0.899663E-07   0.216184E-05  -0.899663E-07   0.362550E-08
  1441   0.840344E+03  -0.353870E+02   0.215699E-05  -0.353870E+02   0.108474E+02  -0.871878E-07   0.215699E-05  -0.871878E-07   0.362124E-08
  1442   0.839541E+03  -0.346174E+02   0.215220E-05  -0.346174E+02   0.107614E+02  -0.844122E-07   0.215220E-05  -0.844122E-07   0.361700E-08
  1443   0.838680E+03  -0.338456E+02   0.214747E-05  -0.338456E+02   0.106790E+02  -0.816399E-07   0.214747E-05  -0.816399E-07   0.361276E-08
  1444   0.837766E+03  -0.330722E+02   0.214282E-05  -0.330722E+02   0.106001E+02  -0.788712E-07   0.214282E-05  -0.788712E-07   0.360852E-08
  1445   0.836793E+03  -0.322972E+02   0.213825E-05  -0.322972E+02   0.105248E+02  -0.761066E-07   0.213825E-05  -0.761066E-07   0.360430E-08
  1446   0.835761E+03  -0.315210E+02   0.213376E-05  -0.315210E+02   0.104530E+02  -0.733463E-07   0.213376E-05  -0.733463E-07   0.360008E-08
  1447   0.834677E+03  -0.307439E+02   0.212935E-05  -0.307439E+02   0.103848E+02  -0.705906E-07   0.212935E-05  -0.705906E-07   0.359587E-08
  1448   0.833533E+03  -0.299661E+02   0.212505E-05  -0.299661E+02   0.103202E+02  -0.678401E-07   0.212505E-05  -0.678401E-07   0.359166E-08
  1449   0.832329E+03  -0.291881E+02   0.212084E-05  -0.291881E+02   0.102592E+02  -0.650949E-07   0.212084E-05  -0.650949E-07   0.358747E-08
  1450   0.831074E+03  -0.284099E+02   0.211675E-05  -0.284099E+02   0.102018E+02  -0.623554E-07   0.211675E-05  -0.623554E-07   0.358328E-08
  1451   0.829767E+03  -0.276321E+02   0.211276E-05  -0.276321E+02   0.101480E+02  -0.596220E-07   0.211276E-05  -0.596220E-07   0.357910E-08
  1452   0.828400E+03  -0.268549E+02   0.210888E-05  -0.268549E+02   0.100978E+02  -0.568949E-07   0.210888E-05  -0.568949E-07   0.357492E-08
  1453   0.826974E+03  -0.260786E+02   0.210510E-05  -0.260786E+02   0.100512E+02  -0.541744E-07   0.210510E-05  -0.541744E-07   0.357075E-08
  1454   0.825496E+03  -0.253034E+02   0.210141E-05  -0.253034E+02   0.100082E+02  -0.514606E-07   0.210141E-05  -0.514606E-07   0.356659E-08
  1455   0.823966E+03  -0.245297E+02   0.209780E-05  -0.245297E+02   0.996886E+01  -0.487537E-07   0.209780E-05  -0.487537E-07   0.356244E-08
  1456   0.822384E+03  -0.237576E+02   0.209428E-05  -0.237576E+02   0.993312E+01  -0.460541E-07   0.209428E-05  -0.460541E-07   0.355829E-08
  1457   0.820750E+03  -0.229875E+02   0.209082E-05  -0.229875E+02   0.990103E+01  -0.433620E-07   0.209082E-05  -0.433620E-07   0.355416E-08
  1458   0.819056E+03  -0.222196E+02   0.208743E-05  -0.222196E+02   0.987243E+01  -0.406774E-07   0.208743E-05  -0.406774E-07   0.355002E-08
  1459   0.817311E+03  -0.214542E+02   0.208410E-05  -0.214542E+02   0.984746E+01  -0.380008E-07   0.208410E-05  -0.380008E-07   0.354590E-08
  1460   0.815513E+03  -0.206916E+02   0.208081E-05  -0.206916E+02   0.982614E+01  -0.353323E-07   0.208081E-05  -0.353323E-07   0.354178E-08
  1461   0.813664E+03  -0.199319E+02   0.207757E-05  -0.199319E+02   0.980830E+01  -0.326721E-07   0.207757E-05  -0.326721E-07   0.353767E-08
  1462   0.811762E+03  -0.191757E+02   0.207436E-05  -0.191757E+02   0.979404E+01  -0.300205E-07   0.207436E-05  -0.300205E-07   0.353357E-08
  1463   0.809809E+03  -0.184229E+02   0.207119E-05  -0.184229E+02   0.978334E+01  -0.273776E-07   0.207119E-05  -0.273776E-07   0.352947E-08
  1464   0.807803E+03  -0.176740E+02   0.206804E-05  -0.176740E+02   0.977613E+01  -0.247438E-07   0.206804E-05  -0.247438E-07   0.352538E-08
  1465   0.805746E+03  -0.169291E+02   0.206490E-05  -0.169291E+02   0.977248E+01  -0.221192E-07   0.206490E-05  -0.221192E-07   0.352130E-08
  1466   0.803643E+03  -0.161886E+02   0.206177E-05  -0.161886E+02   0.977233E+01  -0.195041E-07   0.206177E-05  -0.195041E-07   0.351723E-08
  1467   0.801489E+03  -0.154527E+02   0.205864E-05  -0.154527E+02   0.977559E+01  -0.168986E-07   0.205864E-05  -0.168986E-07   0.351316E-08
  1468   0.799291E+03  -0.147216E+02   0.205550E-05  -0.147216E+02   0.978242E+01  -0.143031E-07   0.205550E-05  -0.143031E-07   0.350910E-08
  1469   0.797040E+03  -0.139957E+02   0.205235E-05  -0.139957E+02   0.979259E+01  -0.117177E-07   0.205235E-05  -0.117177E-07   0.350505E-08
  1470   0.794737E+03  -0.132751E+02   0.204918E-05  -0.132751E+02   0.980626E+01  -0.914269E-08   0.204918E-05  -0.914269E-08   0.350100E-08
  1471   0.792398E+03  -0.125601E+02   0.204599E-05  -0.125601E+02   0.982327E+01  -0.657825E-08   0.204599E-05  -0.657825E-08   0.349696E-08
  1472   0.790006E+03  -0.118509E+02   0.204276E-05  -0.118509E+02   0.984369E+01  -0.402462E-08   0.204276E-05  -0.402462E-08   0.349293E-08
  1473   0.787562E+03  -0.111478E+02   0.203949E-05  -0.111478E+02   0.986738E+01  -0.148204E-08   0.203949E-05  -0.148204E-08   0.348890E-08
  1474   0.785081E+03  -0.104510E+02   0.203617E-05  -0.104510E+02   0.989449E+01   0.104929E-08   0.203617E-05   0.104929E-08   0.348488E-08
  1475   0.782548E+03  -0.976079E+01   0.203280E-05  -0.976079E+01   0.992479E+01   0.356912E-08   0.203280E-05   0.356912E-08   0.348087E-08
  1476   0.779978E+03  -0.907730E+01   0.202936E-05  -0.907730E+01   0.995844E+01   0.607724E-08   0.202936E-05   0.607724E-08   0.347686E-08
  1477   0.777363E+03  -0.840085E+01   0.202586E-05  -0.840085E+01   0.999528E+01   0.857342E-08   0.202586E-05   0.857342E-08   0.347286E-08
  1478   0.774704E+03  -0.773162E+01   0.202228E-05  -0.773162E+01   0.100352E+02   0.110574E-07   0.202228E-05   0.110574E-07   0.346887E-08
  1479   0.772008E+03  -0.706979E+01   0.201862E-05  -0.706979E+01   0.100785E+02   0.135291E-07   0.201862E-05   0.135291E-07   0.346489E-08
  1480   0.769267E+03  -0.641564E+01   0.201487E-05  -0.641564E+01   0.101247E+02   0.159881E-07   0.201487E-05   0.159881E-07   0.346091E-08
  1481   0.766489E+03  -0.576936E+01   0.201102E-05  -0.576936E+01   0.101742E+02   0.184342E-07   0.201102E-05   0.184342E-07   0.345694E-08
  1482   0.763666E+03  -0.513117E+01   0.200706E-05  -0.513117E+01   0.102267E+02   0.208673E-07   0.200706E-05   0.208673E-07   0.345297E-08
  1483   0.760806E+03  -0.450123E+01   0.200300E-05  -0.450123E+01   0.102821E+02   0.232871E-07   0.200300E-05   0.232871E-07   0.344902E-08
  1484   0.757917E+03  -0.387976E+01   0.199882E-05  -0.387976E+01   0.103406E+02   0.256934E-07   0.199882E-05   0.256934E-07   0.344506E-08
  1485   0.754983E+03  -0.326696E+01   0.199451E-05  -0.326696E+01   0.104020E+02   0.280860E-07   0.199451E-05   0.280860E-07   0.344112E-08
  1486   0.752019E+03  -0.266299E+01   0.199007E-05  -0.266299E+01   0.104663E+02   0.304645E-07   0.199007E-05   0.304645E-07   0.343718E-08
  1487   0.749010E+03  -0.206808E+01   0.198549E-05  -0.206808E+01   0.105334E+02   0.328289E-07   0.198549E-05   0.328289E-07   0.343325E-08
  1488   0.745972E+03  -0.148240E+01   0.198077E-05  -0.148240E+01   0.106034E+02   0.351789E-07   0.198077E-05   0.351789E-07   0.342933E-08
  1489   0.742904E+03  -0.906124E+00   0.197589E-05  -0.906124E+00   0.106761E+02   0.375142E-07   0.197589E-05   0.375142E-07   0.342541E-08
  1490   0.739796E+03  -0.339429E+00   0.197086E-05  -0.339429E+00   0.107516E+02   0.398346E-07   0.197086E-05   0.398346E-07   0.342150E-08
  1491   0.736657E+03   0.217521E+00   0.196565E-05   0.217521E+00   0.108297E+02   0.421400E-07   0.196565E-05   0.421400E-07   0.341760E-08
  1492   0.733488E+03   0.764559E+00   0.196028E-05   0.764559E+00   0.109104E+02   0.444300E-07   0.196028E-05   0.444300E-07   0.341370E-08
  1493   0.730288E+03   0.130150E+01   0.195472E-05   0.130150E+01   0.109937E+02   0.467045E-07   0.195472E-05   0.467045E-07   0.340981E-08
  1494   0.727057E+03   0.182820E+01   0.194897E-05   0.182820E+01   0.110795E+02   0.489632E-07   0.194897E-05   0.489632E-07   0.340592E-08
  1495   0.723798E+03   0.234448E+01   0.194303E-05   0.234448E+01   0.111679E+02   0.512060E-07   0.194303E-05   0.512060E-07   0.340204E-08
  1496   0.720510E+03   0.285020E+01   0.193689E-05   0.285020E+01   0.112586E+02   0.534325E-07   0.193689E-05   0.534325E-07   0.339817E-08
  1497   0.717195E+03   0.334524E+01   0.193054E-05   0.334524E+01   0.113517E+02   0.556425E-07   0.193054E-05   0.556425E-07   0.339431E-08
  1498   0.713854E+03   0.382946E+01   0.192397E-05   0.382946E+01   0.114472E+02   0.578359E-07   0.192397E-05   0.578359E-07   0.339045E-08
  1499   0.710488E+03   0.430275E+01   0.191718E-05   0.430275E+01   0.115448E+02   0.600124E-07   0.191718E-05   0.600124E-07   0.338660E-08
  1500   0.707096E+03   0.476495E+01   0.191016E-05   0.476495E+01   0.116448E+02   0.621717E-07   0.191016E-05   0.621717E-07   0.338275E-08
  1501   0.703682E+03   0.521595E+01   0.190290E-05   0.521595E+01   0.117468E+02   0.643138E-07   0.190290E-05   0.643138E-07   0.337891E-08
  1502   0.700245E+03   0.565562E+01   0.189542E-05   0.565562E+01   0.118510E+02   0.664384E-07   0.189542E-05   0.664384E-07   0.337508E-08
  1503   0.696787E+03   0.608385E+01   0.188770E-05   0.608385E+01   0.119572E+02   0.685455E-07   0.188770E-05   0.685455E-07   0.337126E-08
  1504   0.693307E+03   0.650055E+01   0.187977E-05   0.650055E+01   0.120653E+02   0.706352E-07   0.187977E-05   0.706352E-07   0.336744E-08
  1505   0.689808E+03   0.690561E+01   0.187161E-05   0.690561E+01   0.121755E+02   0.727072E-07   0.187161E-05   0.727072E-07   0.336362E-08
  1506   0.686290E+03   0.729892E+01   0.186324E-05   0.729892E+01   0.122874E+02   0.747616E-07   0.186324E-05   0.747616E-07   0.335982E-08
  1507   0.682754E+03   0.768039E+01   0.185467E-05   0.768039E+01   0.124012E+02   0.767983E-07   0.185467E-05   0.767983E-07   0.335602E-08
  1508   0.679200E+03   0.804988E+01   0.184589E-05   0.804988E+01   0.125168E+02   0.788172E-07   0.184589E-05   0.788172E-07   0.335222E-08
  1509   0.675630E+03   0.840742E+01   0.183692E-05   0.840742E+01   0.126341E+02   0.808182E-07   0.183692E-05   0.808182E-07   0.334844E-08
  1510   0.672044E+03   0.875277E+01   0.182775E-05   0.875277E+01   0.127529E+02   0.828014E-07   0.182775E-05   0.828014E-07   0.334465E-08
  1511   0.668443E+03   0.908602E+01   0.181839E-05   0.908602E+01   0.128733E+02   0.847666E-07   0.181839E-05   0.847666E-07   0.334088E-08
  1512   0.664831E+03   0.940708E+01   0.180885E-05   0.940708E+01   0.129953E+02   0.867139E-07   0.180885E-05   0.867139E-07   0.333711E-08
  1513   0.661206E+03   0.971596E+01   0.179913E-05   0.971596E+01   0.131187E+02   0.886430E-07   0.179913E-05   0.886430E-07   0.333335E-08
  1514   0.657570E+03   0.100125E+02   0.178924E-05   0.100125E+02   0.132434E+02   0.905540E-07   0.178924E-05   0.905540E-07   0.332959E-08
  1515   0.653926E+03   0.102968E+02   0.177918E-05   0.102968E+02   0.133695E+02   0.924468E-07   0.177918E-05   0.924468E-07   0.332584E-08
  1516   0.650273E+03   0.105687E+02   0.176895E-05   0.105687E+02   0.134969E+02   0.943214E-07   0.176895E-05   0.943214E-07   0.332210E-08
  1517   0.646612E+03   0.108282E+02   0.175857E-05   0.108282E+02   0.136255E+02   0.961776E-07   0.175857E-05   0.961776E-07   0.331836E-08
  1518   0.642945E+03   0.110752E+02   0.174803E-05   0.110752E+02   0.137552E+02   0.980154E-07   0.174803E-05   0.980154E-07   0.331463E-08
  1519   0.639272E+03   0.113099E+02   0.173734E-05   0.113099E+02   0.138860E+02   0.998349E-07   0.173734E-05   0.998349E-07   0.331091E-08
  1520   0.635595E+03   0.115320E+02   0.172650E-05   0.115320E+02   0.140178E+02   0.101636E-06   0.172650E-05   0.101636E-06   0.330719E-08
  1521   0.631914E+03   0.117417E+02   0.171553E-05   0.117417E+02   0.141505E+02   0.103418E-06   0.171553E-05   0.103418E-06   0.330348E-08
  1522   0.628231E+03   0.119388E+02   0.170442E-05   0.119388E+02   0.142842E+02   0.105182E-06   0.170442E-05   0.105182E-06   0.329977E-08
  1523   0.624545E+03   0.121233E+02   0.169318E-05   0.121233E+02   0.144187E+02   0.106927E-06   0.169318E-05   0.106927E-06   0.329607E-08
  1524   0.620858E+03   0.122953E+02   0.168182E-05   0.122953E+02   0.145539E+02   0.108653E-06   0.168182E-05   0.108653E-06   0.329238E-08
  1525   0.617171E+03   0.124547E+02   0.167034E-05   0.124547E+02   0.146898E+02   0.110361E-06   0.167034E-05   0.110361E-06   0.328869E-08
  1526   0.613486E+03   0.126016E+02   0.165874E-05   0.126016E+02   0.148263E+02   0.112049E-06   0.165874E-05   0.112049E-06   0.328501E-08
  1527   0.609802E+03   0.127360E+02   0.164703E-05   0.127360E+02   0.149634E+02   0.113719E-06   0.164703E-05   0.113719E-06   0.328133E-08
  1528   0.606121E+03   0.128578E+02   0.163521E-05   0.128578E+02   0.151010E+02   0.115370E-06   0.163521E-05   0.115370E-06   0.327767E-08
  1529   0.602445E+03   0.129672E+02   0.162329E-05   0.129672E+02   0.152390E+02   0.117002E-06   0.162329E-05   0.117002E-06   0.327400E-08
  1530   0.598773E+03   0.130641E+02   0.161128E-05   0.130641E+02   0.153774E+02   0.118614E-06   0.161128E-05   0.118614E-06   0.327035E-08
  1531   0.595107E+03   0.131485E+02   0.159918E-05   0.131485E+02   0.155161E+02   0.120208E-06   0.159918E-05   0.120208E-06   0.326670E-08
  1532   0.591446E+03   0.132205E+02   0.158699E-05   0.132205E+02   0.156551E+02   0.121782E-06   0.158699E-05   0.121782E-06   0.326305E-08
  1533   0.587795E+03   0.132801E+02   0.157471E-05   0.132801E+02   0.157941E+02   0.123337E-06   0.157471E-05   0.123337E-06   0.325941E-08
  1534   0.584151E+03   0.133273E+02   0.156236E-05   0.133273E+02   0.159333E+02   0.124873E-06   0.156236E-05   0.124873E-06   0.325578E-08
  1535   0.580516E+03   0.133622E+02   0.154994E-05   0.133622E+02   0.160726E+02   0.126389E-06   0.154994E-05   0.126389E-06   0.325215E-08
  1536   0.576892E+03   0.133848E+02   0.153746E-05   0.133848E+02   0.162118E+02   0.127885E-06   0.153746E-05   0.127885E-06   0.324853E-08
  1537   0.573277E+03   0.133951E+02   0.152491E-05   0.133951E+02   0.163509E+02   0.129363E-06   0.152491E-05   0.129363E-06   0.324492E-08
  1538   0.569675E+03   0.133933E+02   0.151230E-05   0.133933E+02   0.164898E+02   0.130820E-06   0.151230E-05   0.130820E-06   0.324131E-08
  1539   0.566085E+03   0.133793E+02   0.149964E-05   0.133793E+02   0.166285E+02   0.132258E-06   0.149964E-05   0.132258E-06   0.323771E-08
  1540   0.562509E+03   0.133534E+02   0.148693E-05   0.133534E+02   0.167670E+02   0.133676E-06   0.148693E-05   0.133676E-06   0.323411E-08
  1541   0.558947E+03   0.133155E+02   0.147418E-05   0.133155E+02   0.169051E+02   0.135075E-06   0.147418E-05   0.135075E-06   0.323052E-08
  1542   0.555401E+03   0.132657E+02   0.146139E-05   0.132657E+02   0.170428E+02   0.136454E-06   0.146139E-05   0.136454E-06   0.322693E-08
  1543   0.551871E+03   0.132041E+02   0.144857E-05   0.132041E+02   0.171800E+02   0.137812E-06   0.144857E-05   0.137812E-06   0.322336E-08
  1544   0.548359E+03   0.131309E+02   0.143573E-05   0.131309E+02   0.173167E+02   0.139151E-06   0.143573E-05   0.139151E-06   0.321978E-08
  1545   0.544864E+03   0.130460E+02   0.142285E-05   0.130460E+02   0.174528E+02   0.140470E-06   0.142285E-05   0.140470E-06   0.321622E-08
  1546   0.541388E+03   0.129497E+02   0.140996E-05   0.129497E+02   0.175882E+02   0.141769E-06   0.140996E-05   0.141769E-06   0.321265E-08
  1547   0.537932E+03   0.128419E+02   0.139706E-05   0.128419E+02   0.177230E+02   0.143047E-06   0.139706E-05   0.143047E-06   0.320910E-08
  1548   0.534496E+03   0.127229E+02   0.138415E-05   0.127229E+02   0.178570E+02   0.144306E-06   0.138415E-05   0.144306E-06   0.320555E-08
  1549   0.531081E+03   0.125926E+02   0.137123E-05   0.125926E+02   0.179901E+02   0.145544E-06   0.137123E-05   0.145544E-06   0.320201E-08
  1550   0.527687E+03   0.124511E+02   0.135831E-05   0.124511E+02   0.181223E+02   0.146762E-06   0.135831E-05   0.146762E-06   0.319847E-08
  1551   0.524316E+03   0.122987E+02   0.134540E-05   0.122987E+02   0.182536E+02   0.147959E-06   0.134540E-05   0.147959E-06   0.319494E-08
  1552   0.520968E+03   0.121354E+02   0.133250E-05   0.121354E+02   0.183838E+02   0.149136E-06   0.133250E-05   0.149136E-06   0.319141E-08
  1553   0.517645E+03   0.119613E+02   0.131961E-05   0.119613E+02   0.185130E+02   0.150293E-06   0.131961E-05   0.150293E-06   0.318789E-08
  1554   0.514345E+03   0.117766E+02   0.130672E-05   0.117766E+02   0.186410E+02   0.151429E-06   0.130672E-05   0.151429E-06   0.318437E-08
  1555   0.511070E+03   0.115814E+02   0.129386E-05   0.115814E+02   0.187678E+02   0.152545E-06   0.129386E-05   0.152545E-06   0.318087E-08
  1556   0.507822E+03   0.113758E+02   0.128100E-05   0.113758E+02   0.188934E+02   0.153641E-06   0.128100E-05   0.153641E-06   0.317736E-08
  1557   0.504600E+03   0.111600E+02   0.126817E-05   0.111600E+02   0.190178E+02   0.154716E-06   0.126817E-05   0.154716E-06   0.317387E-08
  1558   0.501406E+03   0.109341E+02   0.125535E-05   0.109341E+02   0.191407E+02   0.155770E-06   0.125535E-05   0.155770E-06   0.317037E-08
  1559   0.498240E+03   0.106984E+02   0.124256E-05   0.106984E+02   0.192623E+02   0.156805E-06   0.124256E-05   0.156805E-06   0.316689E-08
  1560   0.495102E+03   0.104527E+02   0.122978E-05   0.104527E+02   0.193824E+02   0.157818E-06   0.122978E-05   0.157818E-06   0.316341E-08
  1561   0.491993E+03   0.101976E+02   0.121704E-05   0.101976E+02   0.195010E+02   0.158811E-06   0.121704E-05   0.158811E-06   0.315993E-08
