#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2317   0.107791E+03  -0.100621E+02   0.200988E-06  -0.100621E+02   0.498355E+01   0.181047E-07   0.200988E-06   0.181047E-07   0.157512E-08
  2318   0.107848E+03  -0.100649E+02   0.204505E-06  -0.100649E+02   0.494505E+01   0.180325E-07   0.204505E-06   0.180325E-07   0.157387E-08
  2319   0.107903E+03  -0.100658E+02   0.208313E-06  -0.100658E+02   0.490646E+01   0.179578E-07   0.208313E-06   0.179578E-07   0.157263E-08
  2320   0.107959E+03  -0.100648E+02   0.212403E-06  -0.100648E+02   0.486780E+01   0.178806E-07   0.212403E-06   0.178806E-07   0.157140E-08
  2321   0.108014E+03  -0.100619E+02   0.216767E-06  -0.100619E+02   0.482907E+01   0.178007E-07   0.216767E-06   0.178007E-07   0.157016E-08
  2322   0.108068E+03  -0.100571E+02   0.221395E-06  -0.100571E+02   0.479029E+01   0.177180E-07   0.221395E-06   0.177180E-07   0.156892E-08
  2323   0.108123E+03  -0.100505E+02   0.226278E-06  -0.100505E+02   0.475148E+01   0.176324E-07   0.226278E-06   0.176324E-07   0.156769E-08
  2324   0.108176E+03  -0.100421E+02   0.231407E-06  -0.100421E+02   0.471264E+01   0.175436E-07   0.231407E-06   0.175436E-07   0.156646E-08
  2325   0.108228E+03  -0.100318E+02   0.236772E-06  -0.100318E+02   0.467378E+01   0.174517E-07   0.236772E-06   0.174517E-07   0.156522E-08
  2326   0.108278E+03  -0.100197E+02   0.242364E-06  -0.100197E+02   0.463493E+01   0.173564E-07   0.242364E-06   0.173564E-07   0.156399E-08
  2327   0.108328E+03  -0.100057E+02   0.248174E-06  -0.100057E+02   0.459609E+01   0.172576E-07   0.248174E-06   0.172576E-07   0.156277E-08
  2328   0.108376E+03  -0.999005E+01   0.254192E-06  -0.999005E+01   0.455729E+01   0.171552E-07   0.254192E-06   0.171552E-07   0.156154E-08
  2329   0.108424E+03  -0.997259E+01   0.260410E-06  -0.997259E+01   0.451851E+01   0.170490E-07   0.260410E-06   0.170490E-07   0.156031E-08
  2330   0.108469E+03  -0.995335E+01   0.266818E-06  -0.995335E+01   0.447980E+01   0.169389E-07   0.266818E-06   0.169389E-07   0.155909E-08
  2331   0.108513E+03  -0.993240E+01   0.273406E-06  -0.993240E+01   0.444113E+01   0.168249E-07   0.273406E-06   0.168249E-07   0.155787E-08
  2332   0.108556E+03  -0.990967E+01   0.280166E-06  -0.990967E+01   0.440254E+01   0.167067E-07   0.280166E-06   0.167067E-07   0.155664E-08
  2333   0.108597E+03  -0.988523E+01   0.287088E-06  -0.988523E+01   0.436403E+01   0.165842E-07   0.287088E-06   0.165842E-07   0.155542E-08
  2334   0.108635E+03  -0.985907E+01   0.294163E-06  -0.985907E+01   0.432561E+01   0.164572E-07   0.294163E-06   0.164572E-07   0.155420E-08
  2335   0.108672E+03  -0.983122E+01   0.301382E-06  -0.983122E+01   0.428730E+01   0.163258E-07   0.301382E-06   0.163258E-07   0.155299E-08
  2336   0.108706E+03  -0.980172E+01   0.308735E-06  -0.980172E+01   0.424909E+01   0.161896E-07   0.308735E-06   0.161896E-07   0.155177E-08
  2337   0.108739E+03  -0.977059E+01   0.316213E-06  -0.977059E+01   0.421101E+01   0.160487E-07   0.316213E-06   0.160487E-07   0.155055E-08
  2338   0.108769E+03  -0.973776E+01   0.323807E-06  -0.973776E+01   0.417306E+01   0.159028E-07   0.323807E-06   0.159028E-07   0.154934E-08
  2339   0.108796E+03  -0.970336E+01   0.331508E-06  -0.970336E+01   0.413526E+01   0.157518E-07   0.331508E-06   0.157518E-07   0.154813E-08
  2340   0.108821E+03  -0.966740E+01   0.339306E-06  -0.966740E+01   0.409762E+01   0.155955E-07   0.339306E-06   0.155955E-07   0.154692E-08
  2341   0.108844E+03  -0.962981E+01   0.347193E-06  -0.962981E+01   0.406015E+01   0.154340E-07   0.347193E-06   0.154340E-07   0.154571E-08
  2342   0.108864E+03  -0.959066E+01   0.355158E-06  -0.959066E+01   0.402286E+01   0.152669E-07   0.355158E-06   0.152669E-07   0.154450E-08
  2343   0.108881E+03  -0.955002E+01   0.363193E-06  -0.955002E+01   0.398575E+01   0.150943E-07   0.363193E-06   0.150943E-07   0.154329E-08
  2344   0.108895E+03  -0.950790E+01   0.371288E-06  -0.950790E+01   0.394884E+01   0.149158E-07   0.371288E-06   0.149158E-07   0.154209E-08
  2345   0.108906E+03  -0.946422E+01   0.379434E-06  -0.946422E+01   0.391215E+01   0.147316E-07   0.379434E-06   0.147316E-07   0.154088E-08
  2346   0.108915E+03  -0.941913E+01   0.387622E-06  -0.941913E+01   0.387566E+01   0.145412E-07   0.387622E-06   0.145412E-07   0.153968E-08
  2347   0.108920E+03  -0.937255E+01   0.395842E-06  -0.937255E+01   0.383941E+01   0.143448E-07   0.395842E-06   0.143448E-07   0.153848E-08
  2348   0.108923E+03  -0.932455E+01   0.404086E-06  -0.932455E+01   0.380339E+01   0.141420E-07   0.404086E-06   0.141420E-07   0.153728E-08
  2349   0.108921E+03  -0.927515E+01   0.412344E-06  -0.927515E+01   0.376761E+01   0.139329E-07   0.412344E-06   0.139329E-07   0.153608E-08
  2350   0.108917E+03  -0.922441E+01   0.420606E-06  -0.922441E+01   0.373209E+01   0.137172E-07   0.420606E-06   0.137172E-07   0.153488E-08
  2351   0.108909E+03  -0.917226E+01   0.428863E-06  -0.917226E+01   0.369683E+01   0.134949E-07   0.428863E-06   0.134949E-07   0.153369E-08
  2352   0.108898E+03  -0.911885E+01   0.437101E-06  -0.911885E+01   0.366184E+01   0.132666E-07   0.437101E-06   0.132666E-07   0.153249E-08
  2353   0.108883E+03  -0.906409E+01   0.445303E-06  -0.906409E+01   0.362713E+01   0.130328E-07   0.445303E-06   0.130328E-07   0.153130E-08
  2354   0.108865E+03  -0.900815E+01   0.453456E-06  -0.900815E+01   0.359272E+01   0.127942E-07   0.453456E-06   0.127942E-07   0.153011E-08
  2355   0.108843E+03  -0.895088E+01   0.461543E-06  -0.895088E+01   0.355861E+01   0.125514E-07   0.461543E-06   0.125514E-07   0.152892E-08
  2356   0.108817E+03  -0.889241E+01   0.469551E-06  -0.889241E+01   0.352481E+01   0.123049E-07   0.469551E-06   0.123049E-07   0.152773E-08
  2357   0.108788E+03  -0.883283E+01   0.477462E-06  -0.883283E+01   0.349133E+01   0.120555E-07   0.477462E-06   0.120555E-07   0.152654E-08
  2358   0.108755E+03  -0.877206E+01   0.485264E-06  -0.877206E+01   0.345818E+01   0.118036E-07   0.485264E-06   0.118036E-07   0.152535E-08
  2359   0.108718E+03  -0.871018E+01   0.492940E-06  -0.871018E+01   0.342536E+01   0.115500E-07   0.492940E-06   0.115500E-07   0.152417E-08
  2360   0.108677E+03  -0.864711E+01   0.500475E-06  -0.864711E+01   0.339288E+01   0.112953E-07   0.500475E-06   0.112953E-07   0.152298E-08
  2361   0.108633E+03  -0.858307E+01   0.507855E-06  -0.858307E+01   0.336074E+01   0.110400E-07   0.507855E-06   0.110400E-07   0.152180E-08
  2362   0.108584E+03  -0.851792E+01   0.515063E-06  -0.851792E+01   0.332897E+01   0.107848E-07   0.515063E-06   0.107848E-07   0.152062E-08
  2363   0.108531E+03  -0.845180E+01   0.522085E-06  -0.845180E+01   0.329755E+01   0.105303E-07   0.522085E-06   0.105303E-07   0.151944E-08
  2364   0.108474E+03  -0.838465E+01   0.528907E-06  -0.838465E+01   0.326650E+01   0.102770E-07   0.528907E-06   0.102770E-07   0.151826E-08
  2365   0.108413E+03  -0.831660E+01   0.535511E-06  -0.831660E+01   0.323583E+01   0.100257E-07   0.535511E-06   0.100257E-07   0.151708E-08
  2366   0.108348E+03  -0.824758E+01   0.541884E-06  -0.824758E+01   0.320554E+01   0.977697E-08   0.541884E-06   0.977697E-08   0.151590E-08
  2367   0.108278E+03  -0.817768E+01   0.548011E-06  -0.817768E+01   0.317563E+01   0.953136E-08   0.548011E-06   0.953136E-08   0.151473E-08
  2368   0.108205E+03  -0.810688E+01   0.553876E-06  -0.810688E+01   0.314612E+01   0.928950E-08   0.553876E-06   0.928950E-08   0.151355E-08
  2369   0.108127E+03  -0.803534E+01   0.559464E-06  -0.803534E+01   0.311702E+01   0.905202E-08   0.559464E-06   0.905202E-08   0.151238E-08
  2370   0.108045E+03  -0.796291E+01   0.564759E-06  -0.796291E+01   0.308832E+01   0.881953E-08   0.564759E-06   0.881953E-08   0.151121E-08
  2371   0.107959E+03  -0.788974E+01   0.569748E-06  -0.788974E+01   0.306004E+01   0.859264E-08   0.569748E-06   0.859264E-08   0.151004E-08
  2372   0.107868E+03  -0.781582E+01   0.574414E-06  -0.781582E+01   0.303218E+01   0.837198E-08   0.574414E-06   0.837198E-08   0.150887E-08
  2373   0.107774E+03  -0.774123E+01   0.578743E-06  -0.774123E+01   0.300473E+01   0.815814E-08   0.578743E-06   0.815814E-08   0.150771E-08
  2374   0.107674E+03  -0.766598E+01   0.582720E-06  -0.766598E+01   0.297773E+01   0.795176E-08   0.582720E-06   0.795176E-08   0.150654E-08
  2375   0.107571E+03  -0.759006E+01   0.586328E-06  -0.759006E+01   0.295115E+01   0.775343E-08   0.586328E-06   0.775343E-08   0.150538E-08
  2376   0.107463E+03  -0.751354E+01   0.589554E-06  -0.751354E+01   0.292502E+01   0.756379E-08   0.589554E-06   0.756379E-08   0.150421E-08
  2377   0.107350E+03  -0.743643E+01   0.592382E-06  -0.743643E+01   0.289933E+01   0.738343E-08   0.592382E-06   0.738343E-08   0.150305E-08
  2378   0.107233E+03  -0.735877E+01   0.594797E-06  -0.735877E+01   0.287409E+01   0.721298E-08   0.594797E-06   0.721298E-08   0.150189E-08
  2379   0.107112E+03  -0.728060E+01   0.596783E-06  -0.728060E+01   0.284930E+01   0.705304E-08   0.596783E-06   0.705304E-08   0.150073E-08
  2380   0.106987E+03  -0.720196E+01   0.598326E-06  -0.720196E+01   0.282497E+01   0.690424E-08   0.598326E-06   0.690424E-08   0.149957E-08
  2381   0.106857E+03  -0.712287E+01   0.599411E-06  -0.712287E+01   0.280109E+01   0.676719E-08   0.599411E-06   0.676719E-08   0.149841E-08
  2382   0.106723E+03  -0.704335E+01   0.600022E-06  -0.704335E+01   0.277769E+01   0.664250E-08   0.600022E-06   0.664250E-08   0.149726E-08
  2383   0.106584E+03  -0.696345E+01   0.600144E-06  -0.696345E+01   0.275475E+01   0.653079E-08   0.600144E-06   0.653079E-08   0.149610E-08
  2384   0.106440E+03  -0.688318E+01   0.599763E-06  -0.688318E+01   0.273228E+01   0.643266E-08   0.599763E-06   0.643266E-08   0.149495E-08
  2385   0.106293E+03  -0.680259E+01   0.598862E-06  -0.680259E+01   0.271029E+01   0.634874E-08   0.598862E-06   0.634874E-08   0.149380E-08
  2386   0.106141E+03  -0.672169E+01   0.597427E-06  -0.672169E+01   0.268877E+01   0.627964E-08   0.597427E-06   0.627964E-08   0.149265E-08
  2387   0.105984E+03  -0.664055E+01   0.595443E-06  -0.664055E+01   0.266773E+01   0.622598E-08   0.595443E-06   0.622598E-08   0.149150E-08
  2388   0.105824E+03  -0.655918E+01   0.592895E-06  -0.655918E+01   0.264718E+01   0.618836E-08   0.592895E-06   0.618836E-08   0.149035E-08
  2389   0.105659E+03  -0.647762E+01   0.589767E-06  -0.647762E+01   0.262711E+01   0.616740E-08   0.589767E-06   0.616740E-08   0.148920E-08
  2390   0.105489E+03  -0.639590E+01   0.586044E-06  -0.639590E+01   0.260753E+01   0.616372E-08   0.586044E-06   0.616372E-08   0.148806E-08
  2391   0.105315E+03  -0.631406E+01   0.581711E-06  -0.631406E+01   0.258844E+01   0.617794E-08   0.581711E-06   0.617794E-08   0.148692E-08
  2392   0.105137E+03  -0.623212E+01   0.576754E-06  -0.623212E+01   0.256985E+01   0.621065E-08   0.576754E-06   0.621065E-08   0.148577E-08
  2393   0.104954E+03  -0.615013E+01   0.571156E-06  -0.615013E+01   0.255175E+01   0.626249E-08   0.571156E-06   0.626249E-08   0.148463E-08
  2394   0.104768E+03  -0.606809E+01   0.564903E-06  -0.606809E+01   0.253414E+01   0.633406E-08   0.564903E-06   0.633406E-08   0.148349E-08
  2395   0.104577E+03  -0.598606E+01   0.557980E-06  -0.598606E+01   0.251703E+01   0.642597E-08   0.557980E-06   0.642597E-08   0.148235E-08
  2396   0.104382E+03  -0.590405E+01   0.550372E-06  -0.590405E+01   0.250042E+01   0.653885E-08   0.550372E-06   0.653885E-08   0.148121E-08
  2397   0.104183E+03  -0.582210E+01   0.542063E-06  -0.582210E+01   0.248430E+01   0.667331E-08   0.542063E-06   0.667331E-08   0.148008E-08
  2398   0.103980E+03  -0.574023E+01   0.533038E-06  -0.574023E+01   0.246869E+01   0.682995E-08   0.533038E-06   0.682995E-08   0.147894E-08
  2399   0.103773E+03  -0.565848E+01   0.523282E-06  -0.565848E+01   0.245357E+01   0.700941E-08   0.523282E-06   0.700941E-08   0.147781E-08
  2400   0.103561E+03  -0.557687E+01   0.512780E-06  -0.557687E+01   0.243895E+01   0.721228E-08   0.512780E-06   0.721228E-08   0.147667E-08
  2401   0.103345E+03  -0.549545E+01   0.501527E-06  -0.549545E+01   0.242483E+01   0.743879E-08   0.501527E-06   0.743879E-08   0.147554E-08
  2402   0.103126E+03  -0.541422E+01   0.489555E-06  -0.541422E+01   0.241121E+01   0.768760E-08   0.489555E-06   0.768760E-08   0.147441E-08
  2403   0.102901E+03  -0.533324E+01   0.476907E-06  -0.533324E+01   0.239808E+01   0.795699E-08   0.476907E-06   0.795699E-08   0.147328E-08
  2404   0.102674E+03  -0.525252E+01   0.463626E-06  -0.525252E+01   0.238546E+01   0.824520E-08   0.463626E-06   0.824520E-08   0.147215E-08
  2405   0.102442E+03  -0.517210E+01   0.449755E-06  -0.517210E+01   0.237333E+01   0.855052E-08   0.449755E-06   0.855052E-08   0.147103E-08
  2406   0.102207E+03  -0.509200E+01   0.435335E-06  -0.509200E+01   0.236170E+01   0.887120E-08   0.435335E-06   0.887120E-08   0.146990E-08
  2407   0.101968E+03  -0.501225E+01   0.420410E-06  -0.501225E+01   0.235057E+01   0.920552E-08   0.420410E-06   0.920552E-08   0.146878E-08
  2408   0.101724E+03  -0.493288E+01   0.405022E-06  -0.493288E+01   0.233992E+01   0.955173E-08   0.405022E-06   0.955173E-08   0.146765E-08
  2409   0.101478E+03  -0.485390E+01   0.389214E-06  -0.485390E+01   0.232977E+01   0.990812E-08   0.389214E-06   0.990812E-08   0.146653E-08
  2410   0.101227E+03  -0.477536E+01   0.373028E-06  -0.477536E+01   0.232011E+01   0.102729E-07   0.373028E-06   0.102729E-07   0.146541E-08
  2411   0.100973E+03  -0.469728E+01   0.356508E-06  -0.469728E+01   0.231094E+01   0.106445E-07   0.356508E-06   0.106445E-07   0.146429E-08
  2412   0.100714E+03  -0.461968E+01   0.339695E-06  -0.461968E+01   0.230225E+01   0.110209E-07   0.339695E-06   0.110209E-07   0.146317E-08
  2413   0.100453E+03  -0.454260E+01   0.322632E-06  -0.454260E+01   0.229405E+01   0.114007E-07   0.322632E-06   0.114007E-07   0.146206E-08
  2414   0.100188E+03  -0.446604E+01   0.305362E-06  -0.446604E+01   0.228632E+01   0.117819E-07   0.305362E-06   0.117819E-07   0.146094E-08
  2415   0.999188E+02  -0.439006E+01   0.287928E-06  -0.439006E+01   0.227908E+01   0.121629E-07   0.287928E-06   0.121629E-07   0.145983E-08
  2416   0.996470E+02  -0.431465E+01   0.270372E-06  -0.431465E+01   0.227231E+01   0.125419E-07   0.270372E-06   0.125419E-07   0.145871E-08
  2417   0.993715E+02  -0.423987E+01   0.252737E-06  -0.423987E+01   0.226602E+01   0.129172E-07   0.252737E-06   0.129172E-07   0.145760E-08
  2418   0.990930E+02  -0.416573E+01   0.235065E-06  -0.416573E+01   0.226020E+01   0.132871E-07   0.235065E-06   0.132871E-07   0.145649E-08
  2419   0.988108E+02  -0.409226E+01   0.217400E-06  -0.409226E+01   0.225485E+01   0.136499E-07   0.217400E-06   0.136499E-07   0.145538E-08
  2420   0.985264E+02  -0.401947E+01   0.199783E-06  -0.401947E+01   0.224995E+01   0.140037E-07   0.199783E-06   0.140037E-07   0.145427E-08
  2421   0.982383E+02  -0.394739E+01   0.182257E-06  -0.394739E+01   0.224553E+01   0.143469E-07   0.182257E-06   0.143469E-07   0.145317E-08
  2422   0.979471E+02  -0.387605E+01   0.164865E-06  -0.387605E+01   0.224155E+01   0.146777E-07   0.164865E-06   0.146777E-07   0.145206E-08
  2423   0.976538E+02  -0.380546E+01   0.147650E-06  -0.380546E+01   0.223803E+01   0.149944E-07   0.147650E-06   0.149944E-07   0.145095E-08
  2424   0.973568E+02  -0.373566E+01   0.130653E-06  -0.373566E+01   0.223496E+01   0.152953E-07   0.130653E-06   0.152953E-07   0.144985E-08
  2425   0.970575E+02  -0.366665E+01   0.113919E-06  -0.366665E+01   0.223234E+01   0.155787E-07   0.113919E-06   0.155787E-07   0.144875E-08
  2426   0.967552E+02  -0.359846E+01   0.974886E-07  -0.359846E+01   0.223014E+01   0.158427E-07   0.974886E-07   0.158427E-07   0.144765E-08
  2427   0.964500E+02  -0.353112E+01   0.814054E-07  -0.353112E+01   0.222839E+01   0.160857E-07   0.814054E-07   0.160857E-07   0.144655E-08
  2428   0.961425E+02  -0.346463E+01   0.657118E-07  -0.346463E+01   0.222707E+01   0.163060E-07   0.657118E-07   0.163060E-07   0.144545E-08
  2429   0.958328E+02  -0.339903E+01   0.504505E-07  -0.339903E+01   0.222618E+01   0.165017E-07   0.504505E-07   0.165017E-07   0.144435E-08
  2430   0.955202E+02  -0.333432E+01   0.356640E-07  -0.333432E+01   0.222570E+01   0.166712E-07   0.356640E-07   0.166712E-07   0.144325E-08
  2431   0.952053E+02  -0.327053E+01   0.213950E-07  -0.327053E+01   0.222564E+01   0.168128E-07   0.213950E-07   0.168128E-07   0.144216E-08
  2432   0.948882E+02  -0.320769E+01   0.768606E-08  -0.320769E+01   0.222600E+01   0.169246E-07   0.768606E-08   0.169246E-07   0.144106E-08
  2433   0.945688E+02  -0.314580E+01  -0.542017E-08  -0.314580E+01   0.222676E+01   0.170050E-07  -0.542017E-08   0.170050E-07   0.143997E-08
  2434   0.942480E+02  -0.308488E+01  -0.178811E-07  -0.308488E+01   0.222792E+01   0.170523E-07  -0.178811E-07   0.170523E-07   0.143888E-08
  2435   0.939241E+02  -0.302496E+01  -0.296540E-07  -0.302496E+01   0.222948E+01   0.170646E-07  -0.296540E-07   0.170646E-07   0.143779E-08
  2436   0.935988E+02  -0.296604E+01  -0.406964E-07  -0.296604E+01   0.223143E+01   0.170403E-07  -0.406964E-07   0.170403E-07   0.143670E-08
  2437   0.932713E+02  -0.290815E+01  -0.509656E-07  -0.290815E+01   0.223375E+01   0.169777E-07  -0.509656E-07   0.169777E-07   0.143561E-08
  2438   0.929423E+02  -0.285129E+01  -0.604190E-07  -0.285129E+01   0.223646E+01   0.168750E-07  -0.604190E-07   0.168750E-07   0.143452E-08
  2439   0.926110E+02  -0.279548E+01  -0.690139E-07  -0.279548E+01   0.223954E+01   0.167304E-07  -0.690139E-07   0.167304E-07   0.143344E-08
  2440   0.922783E+02  -0.274075E+01  -0.767078E-07  -0.274075E+01   0.224298E+01   0.165422E-07  -0.767078E-07   0.165422E-07   0.143235E-08
  2441   0.919440E+02  -0.268710E+01  -0.834580E-07  -0.268710E+01   0.224679E+01   0.163088E-07  -0.834580E-07   0.163088E-07   0.143127E-08
  2442   0.916083E+02  -0.263454E+01  -0.892220E-07  -0.263454E+01   0.225095E+01   0.160283E-07  -0.892220E-07   0.160283E-07   0.143018E-08
  2443   0.912703E+02  -0.258309E+01  -0.939570E-07  -0.258309E+01   0.225545E+01   0.156991E-07  -0.939570E-07   0.156991E-07   0.142910E-08
  2444   0.909316E+02  -0.253276E+01  -0.976205E-07  -0.253276E+01   0.226029E+01   0.153194E-07  -0.976205E-07   0.153194E-07   0.142802E-08
  2445   0.905922E+02  -0.248356E+01  -0.100170E-06  -0.248356E+01   0.226548E+01   0.148874E-07  -0.100170E-06   0.148874E-07   0.142694E-08
  2446   0.902505E+02  -0.243550E+01  -0.101562E-06  -0.243550E+01   0.227098E+01   0.144015E-07  -0.101562E-06   0.144015E-07   0.142587E-08
  2447   0.899088E+02  -0.238861E+01  -0.101756E-06  -0.238861E+01   0.227682E+01   0.138599E-07  -0.101756E-06   0.138599E-07   0.142479E-08
  2448   0.895656E+02  -0.234288E+01  -0.100707E-06  -0.234288E+01   0.228296E+01   0.132608E-07  -0.100707E-06   0.132608E-07   0.142371E-08
  2449   0.892209E+02  -0.229833E+01  -0.983733E-07  -0.229833E+01   0.228941E+01   0.126026E-07  -0.983733E-07   0.126026E-07   0.142264E-08
  2450   0.888762E+02  -0.225496E+01  -0.947126E-07  -0.225496E+01   0.229616E+01   0.118835E-07  -0.947126E-07   0.118835E-07   0.142156E-08
  2451   0.885300E+02  -0.221279E+01  -0.896976E-07  -0.221279E+01   0.230320E+01   0.111025E-07  -0.896976E-07   0.111025E-07   0.142049E-08
  2452   0.881838E+02  -0.217181E+01  -0.833633E-07  -0.217181E+01   0.231053E+01   0.102619E-07  -0.833633E-07   0.102619E-07   0.141942E-08
  2453   0.878362E+02  -0.213205E+01  -0.757605E-07  -0.213205E+01   0.231813E+01   0.936478E-08  -0.757605E-07   0.936478E-08   0.141835E-08
  2454   0.874885E+02  -0.209351E+01  -0.669398E-07  -0.209351E+01   0.232602E+01   0.841405E-08  -0.669398E-07   0.841405E-08   0.141728E-08
  2455   0.871400E+02  -0.205620E+01  -0.569518E-07  -0.205620E+01   0.233416E+01   0.741278E-08  -0.569518E-07   0.741278E-08   0.141621E-08
  2456   0.867916E+02  -0.202011E+01  -0.458472E-07  -0.202011E+01   0.234255E+01   0.636397E-08  -0.458472E-07   0.636397E-08   0.141515E-08
  2457   0.864431E+02  -0.198526E+01  -0.336766E-07  -0.198526E+01   0.235120E+01   0.527065E-08  -0.336766E-07   0.527065E-08   0.141408E-08
  2458   0.860939E+02  -0.195166E+01  -0.204907E-07  -0.195166E+01   0.236008E+01   0.413584E-08  -0.204907E-07   0.413584E-08   0.141302E-08
  2459   0.857440E+02  -0.191931E+01  -0.634020E-08  -0.191931E+01   0.236921E+01   0.296255E-08  -0.634020E-08   0.296255E-08   0.141195E-08
  2460   0.853948E+02  -0.188820E+01   0.872433E-08  -0.188820E+01   0.237855E+01   0.175382E-08   0.872433E-08   0.175382E-08   0.141089E-08
  2461   0.850456E+02  -0.185835E+01   0.246522E-07  -0.185835E+01   0.238812E+01   0.512662E-09   0.246522E-07   0.512662E-09   0.140983E-08
  2462   0.846956E+02  -0.182976E+01   0.413928E-07  -0.182976E+01   0.239789E+01  -0.757910E-09   0.413928E-07  -0.757910E-09   0.140877E-08
  2463   0.843471E+02  -0.180243E+01   0.588954E-07  -0.180243E+01   0.240787E+01  -0.205487E-08   0.588954E-07  -0.205487E-08   0.140771E-08
  2464   0.839979E+02  -0.177636E+01   0.771094E-07  -0.177636E+01   0.241805E+01  -0.337520E-08   0.771094E-07  -0.337520E-08   0.140665E-08
  2465   0.836494E+02  -0.175155E+01   0.959842E-07  -0.175155E+01   0.242841E+01  -0.471589E-08   0.959842E-07  -0.471589E-08   0.140560E-08
  2466   0.833009E+02  -0.172801E+01   0.115469E-06  -0.172801E+01   0.243895E+01  -0.607390E-08   0.115469E-06  -0.607390E-08   0.140454E-08
  2467   0.829532E+02  -0.170573E+01   0.135513E-06  -0.170573E+01   0.244966E+01  -0.744622E-08   0.135513E-06  -0.744622E-08   0.140349E-08
  2468   0.826062E+02  -0.168471E+01   0.156066E-06  -0.168471E+01   0.246055E+01  -0.882983E-08   0.156066E-06  -0.882983E-08   0.140243E-08
  2469   0.822599E+02  -0.166496E+01   0.177078E-06  -0.166496E+01   0.247158E+01  -0.102217E-07   0.177078E-06  -0.102217E-07   0.140138E-08
  2470   0.819136E+02  -0.164646E+01   0.198496E-06  -0.164646E+01   0.248277E+01  -0.116188E-07   0.198496E-06  -0.116188E-07   0.140033E-08
  2471   0.815688E+02  -0.162923E+01   0.220272E-06  -0.162923E+01   0.249409E+01  -0.130182E-07   0.220272E-06  -0.130182E-07   0.139928E-08
  2472   0.812248E+02  -0.161324E+01   0.242354E-06  -0.161324E+01   0.250554E+01  -0.144168E-07   0.242354E-06  -0.144168E-07   0.139823E-08
  2473   0.808815E+02  -0.159852E+01   0.264691E-06  -0.159852E+01   0.251712E+01  -0.158115E-07   0.264691E-06  -0.158115E-07   0.139719E-08
  2474   0.805389E+02  -0.158504E+01   0.287233E-06  -0.158504E+01   0.252882E+01  -0.171995E-07   0.287233E-06  -0.171995E-07   0.139614E-08
  2475   0.801978E+02  -0.157281E+01   0.309929E-06  -0.157281E+01   0.254062E+01  -0.185775E-07   0.309929E-06  -0.185775E-07   0.139509E-08
  2476   0.798575E+02  -0.156183E+01   0.332729E-06  -0.156183E+01   0.255253E+01  -0.199427E-07   0.332729E-06  -0.199427E-07   0.139405E-08
  2477   0.795186E+02  -0.155208E+01   0.355582E-06  -0.155208E+01   0.256453E+01  -0.212921E-07   0.355582E-06  -0.212921E-07   0.139301E-08
  2478   0.791813E+02  -0.154357E+01   0.378437E-06  -0.154357E+01   0.257661E+01  -0.226225E-07   0.378437E-06  -0.226225E-07   0.139196E-08
  2479   0.788454E+02  -0.153627E+01   0.401244E-06  -0.153627E+01   0.258877E+01  -0.239309E-07   0.401244E-06  -0.239309E-07   0.139092E-08
  2480   0.785102E+02  -0.153020E+01   0.423951E-06  -0.153020E+01   0.260099E+01  -0.252145E-07   0.423951E-06  -0.252145E-07   0.138988E-08
  2481   0.781773E+02  -0.152532E+01   0.446509E-06  -0.152532E+01   0.261329E+01  -0.264700E-07   0.446509E-06  -0.264700E-07   0.138884E-08
  2482   0.778459E+02  -0.152165E+01   0.468867E-06  -0.152165E+01   0.262564E+01  -0.276946E-07   0.468867E-06  -0.276946E-07   0.138780E-08
  2483   0.775159E+02  -0.151918E+01   0.490974E-06  -0.151918E+01   0.263803E+01  -0.288851E-07   0.490974E-06  -0.288851E-07   0.138677E-08
  2484   0.771875E+02  -0.151790E+01   0.512779E-06  -0.151790E+01   0.265047E+01  -0.300387E-07   0.512779E-06  -0.300387E-07   0.138573E-08
  2485   0.768612E+02  -0.151779E+01   0.534231E-06  -0.151779E+01   0.266294E+01  -0.311521E-07   0.534231E-06  -0.311521E-07   0.138470E-08
  2486   0.765372E+02  -0.151885E+01   0.555281E-06  -0.151885E+01   0.267543E+01  -0.322225E-07   0.555281E-06  -0.322225E-07   0.138366E-08
  2487   0.762147E+02  -0.152107E+01   0.575877E-06  -0.152107E+01   0.268793E+01  -0.332468E-07   0.575877E-06  -0.332468E-07   0.138263E-08
  2488   0.758944E+02  -0.152444E+01   0.595969E-06  -0.152444E+01   0.270045E+01  -0.342220E-07   0.595969E-06  -0.342220E-07   0.138160E-08
  2489   0.755756E+02  -0.152896E+01   0.615506E-06  -0.152896E+01   0.271297E+01  -0.351451E-07   0.615506E-06  -0.351451E-07   0.138057E-08
  2490   0.752591E+02  -0.153460E+01   0.634437E-06  -0.153460E+01   0.272547E+01  -0.360130E-07   0.634437E-06  -0.360130E-07   0.137954E-08
  2491   0.749455E+02  -0.154136E+01   0.652712E-06  -0.154136E+01   0.273797E+01  -0.368227E-07   0.652712E-06  -0.368227E-07   0.137851E-08
  2492   0.746334E+02  -0.154924E+01   0.670281E-06  -0.154924E+01   0.275044E+01  -0.375713E-07   0.670281E-06  -0.375713E-07   0.137748E-08
  2493   0.743235E+02  -0.155821E+01   0.687092E-06  -0.155821E+01   0.276288E+01  -0.382556E-07   0.687092E-06  -0.382556E-07   0.137646E-08
