#    L    TT             EE             BB             TE             PP             TP             EP          
  1663   0.371895E+03   0.183932E+02   0.000000E+00  -0.328798E+02   0.201546E-08  -0.253844E-05   0.200321E-06
  1664   0.372399E+03   0.182622E+02   0.000000E+00  -0.330788E+02   0.201243E-08  -0.246426E-05   0.198537E-06
  1665   0.372916E+03   0.181300E+02   0.000000E+00  -0.332695E+02   0.200940E-08  -0.238494E-05   0.196667E-06
  1666   0.373444E+03   0.179967E+02   0.000000E+00  -0.334517E+02   0.200638E-08  -0.230075E-05   0.194715E-06
  1667   0.373984E+03   0.178623E+02   0.000000E+00  -0.336256E+02   0.200336E-08  -0.221194E-05   0.192686E-06
  1668   0.374535E+03   0.177269E+02   0.000000E+00  -0.337910E+02   0.200034E-08  -0.211880E-05   0.190582E-06
  1669   0.375095E+03   0.175904E+02   0.000000E+00  -0.339479E+02   0.199734E-08  -0.202158E-05   0.188409E-06
  1670   0.375665E+03   0.174531E+02   0.000000E+00  -0.340963E+02   0.199433E-08  -0.192055E-05   0.186170E-06
  1671   0.376243E+03   0.173148E+02   0.000000E+00  -0.342361E+02   0.199133E-08  -0.181597E-05   0.183869E-06
  1672   0.376830E+03   0.171757E+02   0.000000E+00  -0.343673E+02   0.198834E-08  -0.170812E-05   0.181509E-06
  1673   0.377423E+03   0.170358E+02   0.000000E+00  -0.344900E+02   0.198535E-08  -0.159725E-05   0.179094E-06
  1674   0.378024E+03   0.168951E+02   0.000000E+00  -0.346041E+02   0.198237E-08  -0.148364E-05   0.176629E-06
  1675   0.378631E+03   0.167538E+02   0.000000E+00  -0.347097E+02   0.197939E-08  -0.136755E-05   0.174117E-06
  1676   0.379243E+03   0.166120E+02   0.000000E+00  -0.348068E+02   0.197641E-08  -0.124924E-05   0.171561E-06
  1677   0.379860E+03   0.164696E+02   0.000000E+00  -0.348953E+02   0.197344E-08  -0.112898E-05   0.168967E-06
  1678   0.380483E+03   0.163266E+02   0.000000E+00  -0.349752E+02   0.197048E-08  -0.100705E-05   0.166337E-06
  1679   0.381108E+03   0.161833E+02   0.000000E+00  -0.350467E+02   0.196752E-08  -0.883692E-06   0.163676E-06
  1680   0.381736E+03   0.160395E+02   0.000000E+00  -0.351095E+02   0.196457E-08  -0.759187E-06   0.160987E-06
  1681   0.382368E+03   0.158954E+02   0.000000E+00  -0.351639E+02   0.196162E-08  -0.633797E-06   0.158274E-06
  1682   0.383000E+03   0.157510E+02   0.000000E+00  -0.352098E+02   0.195867E-08  -0.507789E-06   0.155541E-06
  1683   0.383634E+03   0.156063E+02   0.000000E+00  -0.352471E+02   0.195573E-08  -0.381428E-06   0.152793E-06
  1684   0.384268E+03   0.154613E+02   0.000000E+00  -0.352760E+02   0.195280E-08  -0.254981E-06   0.150031E-06
  1685   0.384902E+03   0.153162E+02   0.000000E+00  -0.352964E+02   0.194987E-08  -0.128713E-06   0.147262E-06
  1686   0.385535E+03   0.151710E+02   0.000000E+00  -0.353083E+02   0.194694E-08  -0.288991E-08   0.144488E-06
  1687   0.386167E+03   0.150257E+02   0.000000E+00  -0.353120E+02   0.194402E-08   0.122222E-06   0.141713E-06
  1688   0.386797E+03   0.148804E+02   0.000000E+00  -0.353073E+02   0.194111E-08   0.246356E-06   0.138941E-06
  1689   0.387424E+03   0.147351E+02   0.000000E+00  -0.352943E+02   0.193820E-08   0.369247E-06   0.136176E-06
  1690   0.388048E+03   0.145899E+02   0.000000E+00  -0.352730E+02   0.193529E-08   0.490629E-06   0.133422E-06
  1691   0.388668E+03   0.144449E+02   0.000000E+00  -0.352435E+02   0.193239E-08   0.610236E-06   0.130683E-06
  1692   0.389285E+03   0.143000E+02   0.000000E+00  -0.352058E+02   0.192949E-08   0.727802E-06   0.127962E-06
  1693   0.389895E+03   0.141553E+02   0.000000E+00  -0.351601E+02   0.192660E-08   0.843061E-06   0.125263E-06
  1694   0.390501E+03   0.140110E+02   0.000000E+00  -0.351062E+02   0.192372E-08   0.955746E-06   0.122591E-06
  1695   0.391099E+03   0.138669E+02   0.000000E+00  -0.350444E+02   0.192083E-08   0.106559E-05   0.119949E-06
  1696   0.391692E+03   0.137232E+02   0.000000E+00  -0.349745E+02   0.191796E-08   0.117233E-05   0.117340E-06
  1697   0.392277E+03   0.135799E+02   0.000000E+00  -0.348968E+02   0.191508E-08   0.127571E-05   0.114770E-06
  1698   0.392852E+03   0.134370E+02   0.000000E+00  -0.348112E+02   0.191222E-08   0.137544E-05   0.112240E-06
  1699   0.393420E+03   0.132947E+02   0.000000E+00  -0.347179E+02   0.190935E-08   0.147127E-05   0.109757E-06
  1700   0.393979E+03   0.131529E+02   0.000000E+00  -0.346168E+02   0.190650E-08   0.156293E-05   0.107322E-06
  1701   0.394528E+03   0.130117E+02   0.000000E+00  -0.345081E+02   0.190364E-08   0.165022E-05   0.104940E-06
  1702   0.395067E+03   0.128712E+02   0.000000E+00  -0.343919E+02   0.190080E-08   0.173317E-05   0.102608E-06
  1703   0.395595E+03   0.127314E+02   0.000000E+00  -0.342684E+02   0.189795E-08   0.181189E-05   0.100325E-06
  1704   0.396113E+03   0.125923E+02   0.000000E+00  -0.341375E+02   0.189511E-08   0.188646E-05   0.980882E-07
  1705   0.396619E+03   0.124540E+02   0.000000E+00  -0.339994E+02   0.189228E-08   0.195699E-05   0.958954E-07
  1706   0.397114E+03   0.123166E+02   0.000000E+00  -0.338542E+02   0.188945E-08   0.202357E-05   0.937442E-07
  1707   0.397595E+03   0.121800E+02   0.000000E+00  -0.337018E+02   0.188663E-08   0.208631E-05   0.916325E-07
  1708   0.398064E+03   0.120444E+02   0.000000E+00  -0.335426E+02   0.188381E-08   0.214530E-05   0.895578E-07
  1709   0.398521E+03   0.119097E+02   0.000000E+00  -0.333764E+02   0.188099E-08   0.220064E-05   0.875180E-07
  1710   0.398963E+03   0.117760E+02   0.000000E+00  -0.332034E+02   0.187818E-08   0.225243E-05   0.855107E-07
  1711   0.399392E+03   0.116433E+02   0.000000E+00  -0.330238E+02   0.187538E-08   0.230076E-05   0.835337E-07
  1712   0.399805E+03   0.115116E+02   0.000000E+00  -0.328375E+02   0.187258E-08   0.234573E-05   0.815846E-07
  1713   0.400204E+03   0.113811E+02   0.000000E+00  -0.326448E+02   0.186978E-08   0.238745E-05   0.796612E-07
  1714   0.400588E+03   0.112517E+02   0.000000E+00  -0.324456E+02   0.186699E-08   0.242601E-05   0.777612E-07
  1715   0.400956E+03   0.111234E+02   0.000000E+00  -0.322402E+02   0.186420E-08   0.246150E-05   0.758824E-07
  1716   0.401308E+03   0.109964E+02   0.000000E+00  -0.320287E+02   0.186142E-08   0.249403E-05   0.740223E-07
  1717   0.401644E+03   0.108707E+02   0.000000E+00  -0.318111E+02   0.185864E-08   0.252370E-05   0.721788E-07
  1718   0.401962E+03   0.107462E+02   0.000000E+00  -0.315876E+02   0.185587E-08   0.255059E-05   0.703496E-07
  1719   0.402265E+03   0.106230E+02   0.000000E+00  -0.313582E+02   0.185310E-08   0.257482E-05   0.685323E-07
  1720   0.402549E+03   0.105011E+02   0.000000E+00  -0.311232E+02   0.185033E-08   0.259647E-05   0.667248E-07
  1721   0.402816E+03   0.103807E+02   0.000000E+00  -0.308826E+02   0.184757E-08   0.261565E-05   0.649246E-07
  1722   0.403065E+03   0.102616E+02   0.000000E+00  -0.306365E+02   0.184482E-08   0.263245E-05   0.631295E-07
  1723   0.403296E+03   0.101441E+02   0.000000E+00  -0.303853E+02   0.184207E-08   0.264697E-05   0.613373E-07
  1724   0.403508E+03   0.100280E+02   0.000000E+00  -0.301287E+02   0.183932E-08   0.265931E-05   0.595456E-07
  1725   0.403702E+03   0.991344E+01   0.000000E+00  -0.298672E+02   0.183658E-08   0.266958E-05   0.577522E-07
  1726   0.403876E+03   0.980038E+01   0.000000E+00  -0.296008E+02   0.183385E-08   0.267785E-05   0.559548E-07
  1727   0.404031E+03   0.968898E+01   0.000000E+00  -0.293296E+02   0.183112E-08   0.268424E-05   0.541510E-07
  1728   0.404166E+03   0.957908E+01   0.000000E+00  -0.290537E+02   0.182839E-08   0.268884E-05   0.523387E-07
  1729   0.404281E+03   0.947090E+01   0.000000E+00  -0.287733E+02   0.182566E-08   0.269176E-05   0.505155E-07
  1730   0.404376E+03   0.936437E+01   0.000000E+00  -0.284885E+02   0.182295E-08   0.269308E-05   0.486791E-07
  1731   0.404450E+03   0.925947E+01   0.000000E+00  -0.281994E+02   0.182023E-08   0.269290E-05   0.468273E-07
  1732   0.404504E+03   0.915629E+01   0.000000E+00  -0.279062E+02   0.181752E-08   0.269133E-05   0.449577E-07
  1733   0.404536E+03   0.905489E+01   0.000000E+00  -0.276089E+02   0.181482E-08   0.268846E-05   0.430681E-07
  1734   0.404547E+03   0.895520E+01   0.000000E+00  -0.273078E+02   0.181212E-08   0.268440E-05   0.411563E-07
  1735   0.404536E+03   0.885728E+01   0.000000E+00  -0.270030E+02   0.180942E-08   0.267923E-05   0.392198E-07
  1736   0.404504E+03   0.876120E+01   0.000000E+00  -0.266946E+02   0.180673E-08   0.267305E-05   0.372564E-07
  1737   0.404451E+03   0.866697E+01   0.000000E+00  -0.263829E+02   0.180404E-08   0.266597E-05   0.352639E-07
  1738   0.404376E+03   0.857457E+01   0.000000E+00  -0.260679E+02   0.180136E-08   0.265808E-05   0.332400E-07
  1739   0.404279E+03   0.848408E+01   0.000000E+00  -0.257499E+02   0.179868E-08   0.264948E-05   0.311823E-07
  1740   0.404160E+03   0.839550E+01   0.000000E+00  -0.254290E+02   0.179601E-08   0.264027E-05   0.290886E-07
  1741   0.404020E+03   0.830881E+01   0.000000E+00  -0.251053E+02   0.179334E-08   0.263055E-05   0.269566E-07
  1742   0.403857E+03   0.822410E+01   0.000000E+00  -0.247791E+02   0.179067E-08   0.262041E-05   0.247840E-07
  1743   0.403672E+03   0.814128E+01   0.000000E+00  -0.244503E+02   0.178801E-08   0.260995E-05   0.225686E-07
  1744   0.403464E+03   0.806050E+01   0.000000E+00  -0.241192E+02   0.178536E-08   0.259927E-05   0.203080E-07
  1745   0.403235E+03   0.798168E+01   0.000000E+00  -0.237859E+02   0.178271E-08   0.258847E-05   0.179999E-07
  1746   0.402982E+03   0.790489E+01   0.000000E+00  -0.234506E+02   0.178006E-08   0.257765E-05   0.156421E-07
  1747   0.402706E+03   0.783005E+01   0.000000E+00  -0.231133E+02   0.177742E-08   0.256690E-05   0.132324E-07
  1748   0.402408E+03   0.775731E+01   0.000000E+00  -0.227744E+02   0.177478E-08   0.255632E-05   0.107683E-07
  1749   0.402086E+03   0.768659E+01   0.000000E+00  -0.224338E+02   0.177214E-08   0.254601E-05   0.824764E-08
  1750   0.401742E+03   0.761789E+01   0.000000E+00  -0.220918E+02   0.176951E-08   0.253607E-05   0.566812E-08
  1751   0.401374E+03   0.755127E+01   0.000000E+00  -0.217485E+02   0.176689E-08   0.252658E-05   0.302849E-08
  1752   0.400984E+03   0.748674E+01   0.000000E+00  -0.214041E+02   0.176427E-08   0.251751E-05   0.331614E-09
  1753   0.400572E+03   0.742428E+01   0.000000E+00  -0.210588E+02   0.176165E-08   0.250885E-05  -0.241859E-08
  1754   0.400136E+03   0.736389E+01   0.000000E+00  -0.207125E+02   0.175904E-08   0.250056E-05  -0.521821E-08
  1755   0.399677E+03   0.730565E+01   0.000000E+00  -0.203656E+02   0.175643E-08   0.249261E-05  -0.806333E-08
  1756   0.399196E+03   0.724947E+01   0.000000E+00  -0.200181E+02   0.175382E-08   0.248496E-05  -0.109500E-07
  1757   0.398692E+03   0.719542E+01   0.000000E+00  -0.196701E+02   0.175122E-08   0.247759E-05  -0.138744E-07
  1758   0.398165E+03   0.714343E+01   0.000000E+00  -0.193219E+02   0.174863E-08   0.247045E-05  -0.168326E-07
  1759   0.397614E+03   0.709361E+01   0.000000E+00  -0.189735E+02   0.174604E-08   0.246352E-05  -0.198206E-07
  1760   0.397042E+03   0.704588E+01   0.000000E+00  -0.186250E+02   0.174345E-08   0.245677E-05  -0.228346E-07
  1761   0.396447E+03   0.700027E+01   0.000000E+00  -0.182766E+02   0.174087E-08   0.245016E-05  -0.258706E-07
  1762   0.395829E+03   0.695677E+01   0.000000E+00  -0.179285E+02   0.173829E-08   0.244366E-05  -0.289248E-07
  1763   0.395189E+03   0.691538E+01   0.000000E+00  -0.175808E+02   0.173571E-08   0.243724E-05  -0.319931E-07
  1764   0.394526E+03   0.687610E+01   0.000000E+00  -0.172336E+02   0.173314E-08   0.243086E-05  -0.350718E-07
  1765   0.393842E+03   0.683894E+01   0.000000E+00  -0.168870E+02   0.173057E-08   0.242450E-05  -0.381568E-07
  1766   0.393136E+03   0.680390E+01   0.000000E+00  -0.165413E+02   0.172801E-08   0.241813E-05  -0.412444E-07
  1767   0.392409E+03   0.677096E+01   0.000000E+00  -0.161965E+02   0.172545E-08   0.241170E-05  -0.443305E-07
  1768   0.391660E+03   0.674013E+01   0.000000E+00  -0.158528E+02   0.172290E-08   0.240519E-05  -0.474112E-07
  1769   0.390891E+03   0.671141E+01   0.000000E+00  -0.155103E+02   0.172035E-08   0.239856E-05  -0.504827E-07
  1770   0.390100E+03   0.668478E+01   0.000000E+00  -0.151692E+02   0.171781E-08   0.239178E-05  -0.535410E-07
  1771   0.389289E+03   0.666024E+01   0.000000E+00  -0.148296E+02   0.171526E-08   0.238483E-05  -0.565823E-07
  1772   0.388457E+03   0.663777E+01   0.000000E+00  -0.144916E+02   0.171273E-08   0.237766E-05  -0.596026E-07
  1773   0.387605E+03   0.661738E+01   0.000000E+00  -0.141553E+02   0.171019E-08   0.237025E-05  -0.625980E-07
  1774   0.386732E+03   0.659904E+01   0.000000E+00  -0.138209E+02   0.170766E-08   0.236256E-05  -0.655645E-07
  1775   0.385840E+03   0.658276E+01   0.000000E+00  -0.134885E+02   0.170514E-08   0.235457E-05  -0.684984E-07
  1776   0.384927E+03   0.656852E+01   0.000000E+00  -0.131582E+02   0.170262E-08   0.234623E-05  -0.713956E-07
  1777   0.383996E+03   0.655632E+01   0.000000E+00  -0.128302E+02   0.170010E-08   0.233752E-05  -0.742523E-07
  1778   0.383045E+03   0.654612E+01   0.000000E+00  -0.125045E+02   0.169759E-08   0.232840E-05  -0.770645E-07
  1779   0.382074E+03   0.653793E+01   0.000000E+00  -0.121812E+02   0.169508E-08   0.231885E-05  -0.798283E-07
  1780   0.381086E+03   0.653174E+01   0.000000E+00  -0.118607E+02   0.169257E-08   0.230882E-05  -0.825399E-07
  1781   0.380079E+03   0.652751E+01   0.000000E+00  -0.115427E+02   0.169007E-08   0.229829E-05  -0.851953E-07
  1782   0.379053E+03   0.652525E+01   0.000000E+00  -0.112278E+02   0.168758E-08   0.228723E-05  -0.877906E-07
  1783   0.378010E+03   0.652494E+01   0.000000E+00  -0.109157E+02   0.168508E-08   0.227560E-05  -0.903219E-07
  1784   0.376949E+03   0.652655E+01   0.000000E+00  -0.106067E+02   0.168259E-08   0.226337E-05  -0.927853E-07
  1785   0.375870E+03   0.653008E+01   0.000000E+00  -0.103009E+02   0.168011E-08   0.225051E-05  -0.951768E-07
  1786   0.374775E+03   0.653550E+01   0.000000E+00  -0.999837E+01   0.167763E-08   0.223698E-05  -0.974926E-07
  1787   0.373664E+03   0.654279E+01   0.000000E+00  -0.969933E+01   0.167515E-08   0.222276E-05  -0.997287E-07
  1788   0.372535E+03   0.655194E+01   0.000000E+00  -0.940373E+01   0.167268E-08   0.220780E-05  -0.101881E-06
  1789   0.371392E+03   0.656292E+01   0.000000E+00  -0.911185E+01   0.167021E-08   0.219209E-05  -0.103946E-06
  1790   0.370232E+03   0.657571E+01   0.000000E+00  -0.882361E+01   0.166774E-08   0.217558E-05  -0.105920E-06
  1791   0.369057E+03   0.659030E+01   0.000000E+00  -0.853922E+01   0.166528E-08   0.215825E-05  -0.107798E-06
  1792   0.367867E+03   0.660665E+01   0.000000E+00  -0.825876E+01   0.166283E-08   0.214006E-05  -0.109578E-06
  1793   0.366662E+03   0.662475E+01   0.000000E+00  -0.798237E+01   0.166037E-08   0.212098E-05  -0.111254E-06
  1794   0.365442E+03   0.664456E+01   0.000000E+00  -0.771011E+01   0.165792E-08   0.210098E-05  -0.112823E-06
  1795   0.364209E+03   0.666607E+01   0.000000E+00  -0.744206E+01   0.165548E-08   0.208002E-05  -0.114281E-06
  1796   0.362961E+03   0.668926E+01   0.000000E+00  -0.717827E+01   0.165303E-08   0.205807E-05  -0.115624E-06
  1797   0.361700E+03   0.671409E+01   0.000000E+00  -0.691897E+01   0.165060E-08   0.203511E-05  -0.116849E-06
  1798   0.360426E+03   0.674053E+01   0.000000E+00  -0.666422E+01   0.164816E-08   0.201109E-05  -0.117950E-06
  1799   0.359140E+03   0.676857E+01   0.000000E+00  -0.641394E+01   0.164573E-08   0.198599E-05  -0.118926E-06
  1800   0.357841E+03   0.679817E+01   0.000000E+00  -0.616843E+01   0.164330E-08   0.195978E-05  -0.119770E-06
  1801   0.356531E+03   0.682931E+01   0.000000E+00  -0.592766E+01   0.164088E-08   0.193243E-05  -0.120482E-06
  1802   0.355210E+03   0.686197E+01   0.000000E+00  -0.569173E+01   0.163846E-08   0.190403E-05  -0.121065E-06
  1803   0.353877E+03   0.689611E+01   0.000000E+00  -0.546073E+01   0.163605E-08   0.187466E-05  -0.121525E-06
  1804   0.352534E+03   0.693172E+01   0.000000E+00  -0.523471E+01   0.163364E-08   0.184443E-05  -0.121867E-06
  1805   0.351182E+03   0.696875E+01   0.000000E+00  -0.501373E+01   0.163123E-08   0.181341E-05  -0.122097E-06
  1806   0.349820E+03   0.700719E+01   0.000000E+00  -0.479786E+01   0.162882E-08   0.178171E-05  -0.122220E-06
  1807   0.348448E+03   0.704700E+01   0.000000E+00  -0.458714E+01   0.162642E-08   0.174941E-05  -0.122242E-06
  1808   0.347067E+03   0.708816E+01   0.000000E+00  -0.438164E+01   0.162403E-08   0.171660E-05  -0.122168E-06
  1809   0.345677E+03   0.713064E+01   0.000000E+00  -0.418142E+01   0.162163E-08   0.168339E-05  -0.122005E-06
  1810   0.344280E+03   0.717441E+01   0.000000E+00  -0.398654E+01   0.161925E-08   0.164986E-05  -0.121757E-06
  1811   0.342874E+03   0.721943E+01   0.000000E+00  -0.379704E+01   0.161686E-08   0.161610E-05  -0.121430E-06
  1812   0.341460E+03   0.726568E+01   0.000000E+00  -0.361296E+01   0.161448E-08   0.158221E-05  -0.121029E-06
  1813   0.340039E+03   0.731313E+01   0.000000E+00  -0.343435E+01   0.161210E-08   0.154828E-05  -0.120561E-06
  1814   0.338612E+03   0.736174E+01   0.000000E+00  -0.326125E+01   0.160973E-08   0.151440E-05  -0.120031E-06
  1815   0.337178E+03   0.741149E+01   0.000000E+00  -0.309371E+01   0.160736E-08   0.148066E-05  -0.119443E-06
  1816   0.335739E+03   0.746234E+01   0.000000E+00  -0.293175E+01   0.160499E-08   0.144716E-05  -0.118805E-06
  1817   0.334294E+03   0.751426E+01   0.000000E+00  -0.277543E+01   0.160263E-08   0.141399E-05  -0.118121E-06
  1818   0.332845E+03   0.756723E+01   0.000000E+00  -0.262478E+01   0.160027E-08   0.138123E-05  -0.117397E-06
  1819   0.331390E+03   0.762119E+01   0.000000E+00  -0.247982E+01   0.159791E-08   0.134899E-05  -0.116638E-06
  1820   0.329932E+03   0.767613E+01   0.000000E+00  -0.234059E+01   0.159556E-08   0.131735E-05  -0.115851E-06
  1821   0.328469E+03   0.773197E+01   0.000000E+00  -0.220710E+01   0.159321E-08   0.128641E-05  -0.115040E-06
  1822   0.327004E+03   0.778877E+01   0.000000E+00  -0.207940E+01   0.159087E-08   0.125625E-05  -0.114211E-06
  1823   0.325535E+03   0.784643E+01   0.000000E+00  -0.195750E+01   0.158852E-08   0.122698E-05  -0.113370E-06
  1824   0.324063E+03   0.790489E+01   0.000000E+00  -0.184144E+01   0.158619E-08   0.119869E-05  -0.112522E-06
  1825   0.322590E+03   0.796412E+01   0.000000E+00  -0.173122E+01   0.158385E-08   0.117145E-05  -0.111673E-06
  1826   0.321114E+03   0.802422E+01   0.000000E+00  -0.162685E+01   0.158152E-08   0.114538E-05  -0.110828E-06
  1827   0.319637E+03   0.808495E+01   0.000000E+00  -0.152833E+01   0.157920E-08   0.112056E-05  -0.109993E-06
  1828   0.318160E+03   0.814639E+01   0.000000E+00  -0.143567E+01   0.157687E-08   0.109708E-05  -0.109173E-06
  1829   0.316682E+03   0.820853E+01   0.000000E+00  -0.134889E+01   0.157455E-08   0.107503E-05  -0.108374E-06
  1830   0.315204E+03   0.827131E+01   0.000000E+00  -0.126798E+01   0.157224E-08   0.105451E-05  -0.107602E-06
  1831   0.313727E+03   0.833464E+01   0.000000E+00  -0.119294E+01   0.156993E-08   0.103561E-05  -0.106862E-06
  1832   0.312251E+03   0.839852E+01   0.000000E+00  -0.112378E+01   0.156762E-08   0.101842E-05  -0.106159E-06
  1833   0.310776E+03   0.846288E+01   0.000000E+00  -0.106049E+01   0.156531E-08   0.100304E-05  -0.105500E-06
  1834   0.309303E+03   0.852779E+01   0.000000E+00  -0.100307E+01   0.156301E-08   0.989552E-06  -0.104889E-06
  1835   0.307833E+03   0.859310E+01   0.000000E+00  -0.951494E+00   0.156071E-08   0.978053E-06  -0.104333E-06
  1836   0.306365E+03   0.865882E+01   0.000000E+00  -0.905766E+00   0.155842E-08   0.968634E-06  -0.103836E-06
  1837   0.304899E+03   0.872493E+01   0.000000E+00  -0.865881E+00   0.155613E-08   0.961389E-06  -0.103405E-06
  1838   0.303438E+03   0.879136E+01   0.000000E+00  -0.831826E+00   0.155384E-08   0.956409E-06  -0.103045E-06
  1839   0.301979E+03   0.885811E+01   0.000000E+00  -0.803585E+00   0.155156E-08   0.953786E-06  -0.102761E-06
  1840   0.300525E+03   0.892511E+01   0.000000E+00  -0.781128E+00   0.154928E-08   0.953613E-06  -0.102559E-06
  1841   0.299076E+03   0.899236E+01   0.000000E+00  -0.764434E+00   0.154700E-08   0.955983E-06  -0.102445E-06
  1842   0.297631E+03   0.905969E+01   0.000000E+00  -0.753473E+00   0.154473E-08   0.960986E-06  -0.102423E-06
  1843   0.296192E+03   0.912727E+01   0.000000E+00  -0.748222E+00   0.154246E-08   0.968717E-06  -0.102501E-06
  1844   0.294758E+03   0.919494E+01   0.000000E+00  -0.748660E+00   0.154019E-08   0.979266E-06  -0.102682E-06
  1845   0.293330E+03   0.926263E+01   0.000000E+00  -0.754749E+00   0.153793E-08   0.992726E-06  -0.102974E-06
  1846   0.291909E+03   0.933041E+01   0.000000E+00  -0.766467E+00   0.153567E-08   0.100919E-05  -0.103380E-06
  1847   0.290496E+03   0.939819E+01   0.000000E+00  -0.783777E+00   0.153341E-08   0.102875E-05  -0.103908E-06
  1848   0.289088E+03   0.946592E+01   0.000000E+00  -0.806635E+00   0.153116E-08   0.105150E-05  -0.104561E-06
  1849   0.287689E+03   0.953358E+01   0.000000E+00  -0.835011E+00   0.152891E-08   0.107752E-05  -0.105347E-06
  1850   0.286297E+03   0.960110E+01   0.000000E+00  -0.868861E+00   0.152666E-08   0.110692E-05  -0.106270E-06
  1851   0.284914E+03   0.966848E+01   0.000000E+00  -0.908163E+00   0.152442E-08   0.113975E-05  -0.107335E-06
  1852   0.283539E+03   0.973565E+01   0.000000E+00  -0.952870E+00   0.152218E-08   0.117591E-05  -0.108537E-06
  1853   0.282173E+03   0.980268E+01   0.000000E+00  -0.100294E+01   0.151995E-08   0.121528E-05  -0.109871E-06
  1854   0.280816E+03   0.986936E+01   0.000000E+00  -0.105831E+01   0.151772E-08   0.125772E-05  -0.111333E-06
  1855   0.279469E+03   0.993583E+01   0.000000E+00  -0.111892E+01   0.151549E-08   0.130310E-05  -0.112916E-06
  1856   0.278132E+03   0.100019E+02   0.000000E+00  -0.118473E+01   0.151326E-08   0.135130E-05  -0.114615E-06
  1857   0.276805E+03   0.100678E+02   0.000000E+00  -0.125568E+01   0.151104E-08   0.140217E-05  -0.116425E-06
  1858   0.275488E+03   0.101332E+02   0.000000E+00  -0.133171E+01   0.150882E-08   0.145561E-05  -0.118341E-06
  1859   0.274182E+03   0.101982E+02   0.000000E+00  -0.141276E+01   0.150661E-08   0.151146E-05  -0.120357E-06
  1860   0.272888E+03   0.102628E+02   0.000000E+00  -0.149878E+01   0.150440E-08   0.156960E-05  -0.122467E-06
  1861   0.271604E+03   0.103270E+02   0.000000E+00  -0.158969E+01   0.150219E-08   0.162991E-05  -0.124668E-06
  1862   0.270333E+03   0.103906E+02   0.000000E+00  -0.168543E+01   0.149999E-08   0.169224E-05  -0.126952E-06
  1863   0.269073E+03   0.104538E+02   0.000000E+00  -0.178594E+01   0.149778E-08   0.175648E-05  -0.129315E-06
  1864   0.267826E+03   0.105164E+02   0.000000E+00  -0.189116E+01   0.149559E-08   0.182249E-05  -0.131752E-06
  1865   0.266591E+03   0.105784E+02   0.000000E+00  -0.200102E+01   0.149339E-08   0.189013E-05  -0.134256E-06
  1866   0.265368E+03   0.106398E+02   0.000000E+00  -0.211545E+01   0.149120E-08   0.195929E-05  -0.136823E-06
  1867   0.264158E+03   0.107006E+02   0.000000E+00  -0.223437E+01   0.148901E-08   0.202982E-05  -0.139448E-06
  1868   0.262962E+03   0.107607E+02   0.000000E+00  -0.235771E+01   0.148683E-08   0.210161E-05  -0.142125E-06
  1869   0.261779E+03   0.108201E+02   0.000000E+00  -0.248539E+01   0.148465E-08   0.217451E-05  -0.144848E-06
  1870   0.260610E+03   0.108788E+02   0.000000E+00  -0.261733E+01   0.148247E-08   0.224840E-05  -0.147612E-06
  1871   0.259455E+03   0.109368E+02   0.000000E+00  -0.275345E+01   0.148030E-08   0.232315E-05  -0.150413E-06
  1872   0.258313E+03   0.109940E+02   0.000000E+00  -0.289367E+01   0.147813E-08   0.239862E-05  -0.153244E-06
  1873   0.257186E+03   0.110504E+02   0.000000E+00  -0.303790E+01   0.147596E-08   0.247470E-05  -0.156100E-06
  1874   0.256073E+03   0.111060E+02   0.000000E+00  -0.318607E+01   0.147379E-08   0.255124E-05  -0.158976E-06
  1875   0.254975E+03   0.111607E+02   0.000000E+00  -0.333808E+01   0.147163E-08   0.262811E-05  -0.161867E-06
  1876   0.253892E+03   0.112145E+02   0.000000E+00  -0.349384E+01   0.146948E-08   0.270519E-05  -0.164766E-06
  1877   0.252825E+03   0.112675E+02   0.000000E+00  -0.365327E+01   0.146732E-08   0.278235E-05  -0.167670E-06
  1878   0.251772E+03   0.113196E+02   0.000000E+00  -0.381626E+01   0.146517E-08   0.285945E-05  -0.170572E-06
  1879   0.250735E+03   0.113707E+02   0.000000E+00  -0.398274E+01   0.146302E-08   0.293637E-05  -0.173467E-06
  1880   0.249713E+03   0.114209E+02   0.000000E+00  -0.415261E+01   0.146088E-08   0.301297E-05  -0.176350E-06
  1881   0.248708E+03   0.114700E+02   0.000000E+00  -0.432579E+01   0.145874E-08   0.308913E-05  -0.179215E-06
  1882   0.247719E+03   0.115181E+02   0.000000E+00  -0.450216E+01   0.145660E-08   0.316471E-05  -0.182057E-06
  1883   0.246745E+03   0.115652E+02   0.000000E+00  -0.468164E+01   0.145447E-08   0.323958E-05  -0.184871E-06
  1884   0.245788E+03   0.116113E+02   0.000000E+00  -0.486415E+01   0.145234E-08   0.331362E-05  -0.187651E-06
  1885   0.244847E+03   0.116563E+02   0.000000E+00  -0.504958E+01   0.145021E-08   0.338669E-05  -0.190392E-06
  1886   0.243923E+03   0.117001E+02   0.000000E+00  -0.523784E+01   0.144809E-08   0.345866E-05  -0.193089E-06
  1887   0.243014E+03   0.117428E+02   0.000000E+00  -0.542883E+01   0.144597E-08   0.352940E-05  -0.195736E-06
  1888   0.242123E+03   0.117844E+02   0.000000E+00  -0.562246E+01   0.144385E-08   0.359879E-05  -0.198328E-06
