#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1851   0.278848E+03  -0.115141E+01   0.114273E-05  -0.115141E+01   0.996616E+01  -0.110554E-06   0.114273E-05  -0.110554E-06   0.151253E-08
  1852   0.277512E+03  -0.121952E+01   0.117949E-05  -0.121952E+01   0.100324E+02  -0.111782E-06   0.117949E-05  -0.111782E-06   0.151031E-08
  1853   0.276186E+03  -0.129276E+01   0.121896E-05  -0.129276E+01   0.100982E+02  -0.113135E-06   0.121896E-05  -0.113135E-06   0.150809E-08
  1854   0.274871E+03  -0.137106E+01   0.126102E-05  -0.137106E+01   0.101636E+02  -0.114607E-06   0.126102E-05  -0.114607E-06   0.150588E-08
  1855   0.273566E+03  -0.145435E+01   0.130556E-05  -0.145435E+01   0.102286E+02  -0.116192E-06   0.130556E-05  -0.116192E-06   0.150367E-08
  1856   0.272274E+03  -0.154259E+01   0.135247E-05  -0.154259E+01   0.102932E+02  -0.117887E-06   0.135247E-05  -0.117887E-06   0.150146E-08
  1857   0.270993E+03  -0.163572E+01   0.140163E-05  -0.163572E+01   0.103573E+02  -0.119686E-06   0.140163E-05  -0.119686E-06   0.149926E-08
  1858   0.269724E+03  -0.173365E+01   0.145294E-05  -0.173365E+01   0.104208E+02  -0.121583E-06   0.145294E-05  -0.121583E-06   0.149706E-08
  1859   0.268466E+03  -0.183634E+01   0.150628E-05  -0.183634E+01   0.104837E+02  -0.123574E-06   0.150628E-05  -0.123574E-06   0.149486E-08
  1860   0.267223E+03  -0.194372E+01   0.156153E-05  -0.194372E+01   0.105461E+02  -0.125654E-06   0.156153E-05  -0.125654E-06   0.149267E-08
  1861   0.265990E+03  -0.205572E+01   0.161860E-05  -0.205572E+01   0.106080E+02  -0.127817E-06   0.161860E-05  -0.127817E-06   0.149048E-08
  1862   0.264772E+03  -0.217226E+01   0.167736E-05  -0.217226E+01   0.106691E+02  -0.130059E-06   0.167736E-05  -0.130059E-06   0.148829E-08
  1863   0.263566E+03  -0.229327E+01   0.173769E-05  -0.229327E+01   0.107297E+02  -0.132375E-06   0.173769E-05  -0.132375E-06   0.148611E-08
  1864   0.262374E+03  -0.241870E+01   0.179950E-05  -0.241870E+01   0.107896E+02  -0.134758E-06   0.179950E-05  -0.134758E-06   0.148393E-08
  1865   0.261196E+03  -0.254846E+01   0.186267E-05  -0.254846E+01   0.108487E+02  -0.137205E-06   0.186267E-05  -0.137205E-06   0.148176E-08
  1866   0.260030E+03  -0.268248E+01   0.192708E-05  -0.268248E+01   0.109071E+02  -0.139710E-06   0.192708E-05  -0.139710E-06   0.147958E-08
  1867   0.258880E+03  -0.282068E+01   0.199262E-05  -0.282068E+01   0.109647E+02  -0.142268E-06   0.199262E-05  -0.142268E-06   0.147741E-08
  1868   0.257744E+03  -0.296298E+01   0.205918E-05  -0.296298E+01   0.110215E+02  -0.144874E-06   0.205918E-05  -0.144874E-06   0.147525E-08
  1869   0.256621E+03  -0.310929E+01   0.212665E-05  -0.310929E+01   0.110776E+02  -0.147523E-06   0.212665E-05  -0.147523E-06   0.147309E-08
  1870   0.255514E+03  -0.325952E+01   0.219491E-05  -0.325952E+01   0.111328E+02  -0.150210E-06   0.219491E-05  -0.150210E-06   0.147093E-08
  1871   0.254422E+03  -0.341360E+01   0.226386E-05  -0.341360E+01   0.111871E+02  -0.152930E-06   0.226386E-05  -0.152930E-06   0.146877E-08
  1872   0.253345E+03  -0.357143E+01   0.233337E-05  -0.357143E+01   0.112406E+02  -0.155677E-06   0.233337E-05  -0.155677E-06   0.146662E-08
  1873   0.252283E+03  -0.373293E+01   0.240335E-05  -0.373293E+01   0.112932E+02  -0.158447E-06   0.240335E-05  -0.158447E-06   0.146447E-08
  1874   0.251236E+03  -0.389801E+01   0.247366E-05  -0.389801E+01   0.113448E+02  -0.161235E-06   0.247366E-05  -0.161235E-06   0.146233E-08
  1875   0.250205E+03  -0.406656E+01   0.254422E-05  -0.406656E+01   0.113954E+02  -0.164035E-06   0.254422E-05  -0.164035E-06   0.146018E-08
  1876   0.249190E+03  -0.423849E+01   0.261489E-05  -0.423849E+01   0.114450E+02  -0.166842E-06   0.261489E-05  -0.166842E-06   0.145804E-08
  1877   0.248191E+03  -0.441372E+01   0.268557E-05  -0.441372E+01   0.114938E+02  -0.169652E-06   0.268557E-05  -0.169652E-06   0.145591E-08
  1878   0.247208E+03  -0.459214E+01   0.275614E-05  -0.459214E+01   0.115414E+02  -0.172459E-06   0.275614E-05  -0.172459E-06   0.145378E-08
  1879   0.246241E+03  -0.477366E+01   0.282650E-05  -0.477366E+01   0.115880E+02  -0.175258E-06   0.282650E-05  -0.175258E-06   0.145165E-08
  1880   0.245290E+03  -0.495818E+01   0.289653E-05  -0.495818E+01   0.116336E+02  -0.178044E-06   0.289653E-05  -0.178044E-06   0.144952E-08
  1881   0.244356E+03  -0.514561E+01   0.296612E-05  -0.514561E+01   0.116780E+02  -0.180813E-06   0.296612E-05  -0.180813E-06   0.144740E-08
  1882   0.243439E+03  -0.533583E+01   0.303515E-05  -0.533583E+01   0.117214E+02  -0.183558E-06   0.303515E-05  -0.183558E-06   0.144528E-08
  1883   0.242538E+03  -0.552876E+01   0.310352E-05  -0.552876E+01   0.117636E+02  -0.186275E-06   0.310352E-05  -0.186275E-06   0.144317E-08
  1884   0.241654E+03  -0.572429E+01   0.317111E-05  -0.572429E+01   0.118047E+02  -0.188959E-06   0.317111E-05  -0.188959E-06   0.144105E-08
  1885   0.240786E+03  -0.592233E+01   0.323781E-05  -0.592233E+01   0.118446E+02  -0.191604E-06   0.323781E-05  -0.191604E-06   0.143895E-08
  1886   0.239937E+03  -0.612277E+01   0.330350E-05  -0.612277E+01   0.118832E+02  -0.194206E-06   0.330350E-05  -0.194206E-06   0.143684E-08
  1887   0.239104E+03  -0.632552E+01   0.336808E-05  -0.632552E+01   0.119208E+02  -0.196760E-06   0.336808E-05  -0.196760E-06   0.143474E-08
  1888   0.238288E+03  -0.653046E+01   0.343143E-05  -0.653046E+01   0.119570E+02  -0.199260E-06   0.343143E-05  -0.199260E-06   0.143264E-08
  1889   0.237489E+03  -0.673747E+01   0.349344E-05  -0.673747E+01   0.119920E+02  -0.201702E-06   0.349344E-05  -0.201702E-06   0.143054E-08
  1890   0.236707E+03  -0.694644E+01   0.355400E-05  -0.694644E+01   0.120258E+02  -0.204080E-06   0.355400E-05  -0.204080E-06   0.142845E-08
  1891   0.235943E+03  -0.715727E+01   0.361299E-05  -0.715727E+01   0.120583E+02  -0.206389E-06   0.361299E-05  -0.206389E-06   0.142636E-08
  1892   0.235197E+03  -0.736983E+01   0.367030E-05  -0.736983E+01   0.120895E+02  -0.208624E-06   0.367030E-05  -0.208624E-06   0.142428E-08
  1893   0.234468E+03  -0.758400E+01   0.372582E-05  -0.758400E+01   0.121194E+02  -0.210781E-06   0.372582E-05  -0.210781E-06   0.142219E-08
  1894   0.233756E+03  -0.779969E+01   0.377944E-05  -0.779969E+01   0.121480E+02  -0.212853E-06   0.377944E-05  -0.212853E-06   0.142011E-08
  1895   0.233062E+03  -0.801677E+01   0.383105E-05  -0.801677E+01   0.121753E+02  -0.214836E-06   0.383105E-05  -0.214836E-06   0.141804E-08
  1896   0.232386E+03  -0.823513E+01   0.388053E-05  -0.823513E+01   0.122013E+02  -0.216725E-06   0.388053E-05  -0.216725E-06   0.141597E-08
  1897   0.231727E+03  -0.845467E+01   0.392777E-05  -0.845467E+01   0.122259E+02  -0.218515E-06   0.392777E-05  -0.218515E-06   0.141390E-08
  1898   0.231086E+03  -0.867527E+01   0.397265E-05  -0.867527E+01   0.122491E+02  -0.220201E-06   0.397265E-05  -0.220201E-06   0.141183E-08
  1899   0.230463E+03  -0.889683E+01   0.401507E-05  -0.889683E+01   0.122709E+02  -0.221777E-06   0.401507E-05  -0.221777E-06   0.140977E-08
  1900   0.229858E+03  -0.911923E+01   0.405492E-05  -0.911923E+01   0.122914E+02  -0.223239E-06   0.405492E-05  -0.223239E-06   0.140771E-08
  1901   0.229269E+03  -0.934237E+01   0.409209E-05  -0.934237E+01   0.123104E+02  -0.224582E-06   0.409209E-05  -0.224582E-06   0.140565E-08
  1902   0.228698E+03  -0.956615E+01   0.412656E-05  -0.956615E+01   0.123280E+02  -0.225805E-06   0.412656E-05  -0.225805E-06   0.140360E-08
  1903   0.228145E+03  -0.979044E+01   0.415832E-05  -0.979044E+01   0.123442E+02  -0.226907E-06   0.415832E-05  -0.226907E-06   0.140154E-08
  1904   0.227609E+03  -0.100153E+02   0.418736E-05  -0.100153E+02   0.123590E+02  -0.227888E-06   0.418736E-05  -0.227888E-06   0.139950E-08
  1905   0.227091E+03  -0.102404E+02   0.421368E-05  -0.102404E+02   0.123723E+02  -0.228747E-06   0.421368E-05  -0.228747E-06   0.139745E-08
  1906   0.226590E+03  -0.104658E+02   0.423725E-05  -0.104658E+02   0.123842E+02  -0.229484E-06   0.423725E-05  -0.229484E-06   0.139541E-08
  1907   0.226107E+03  -0.106914E+02   0.425806E-05  -0.106914E+02   0.123946E+02  -0.230097E-06   0.425806E-05  -0.230097E-06   0.139337E-08
  1908   0.225640E+03  -0.109170E+02   0.427612E-05  -0.109170E+02   0.124036E+02  -0.230587E-06   0.427612E-05  -0.230587E-06   0.139134E-08
  1909   0.225192E+03  -0.111426E+02   0.429141E-05  -0.111426E+02   0.124112E+02  -0.230953E-06   0.429141E-05  -0.230953E-06   0.138931E-08
  1910   0.224760E+03  -0.113682E+02   0.430391E-05  -0.113682E+02   0.124173E+02  -0.231195E-06   0.430391E-05  -0.231195E-06   0.138728E-08
  1911   0.224346E+03  -0.115935E+02   0.431362E-05  -0.115935E+02   0.124219E+02  -0.231311E-06   0.431362E-05  -0.231311E-06   0.138525E-08
  1912   0.223948E+03  -0.118184E+02   0.432053E-05  -0.118184E+02   0.124251E+02  -0.231301E-06   0.432053E-05  -0.231301E-06   0.138323E-08
  1913   0.223567E+03  -0.120431E+02   0.432462E-05  -0.120431E+02   0.124268E+02  -0.231165E-06   0.432462E-05  -0.231165E-06   0.138121E-08
  1914   0.223203E+03  -0.122672E+02   0.432589E-05  -0.122672E+02   0.124271E+02  -0.230901E-06   0.432589E-05  -0.230901E-06   0.137920E-08
  1915   0.222856E+03  -0.124907E+02   0.432432E-05  -0.124907E+02   0.124258E+02  -0.230510E-06   0.432432E-05  -0.230510E-06   0.137718E-08
  1916   0.222525E+03  -0.127136E+02   0.431992E-05  -0.127136E+02   0.124231E+02  -0.229991E-06   0.431992E-05  -0.229991E-06   0.137517E-08
  1917   0.222211E+03  -0.129357E+02   0.431265E-05  -0.129357E+02   0.124190E+02  -0.229344E-06   0.431265E-05  -0.229344E-06   0.137317E-08
  1918   0.221913E+03  -0.131570E+02   0.430252E-05  -0.131570E+02   0.124133E+02  -0.228567E-06   0.430252E-05  -0.228567E-06   0.137116E-08
  1919   0.221632E+03  -0.133772E+02   0.428952E-05  -0.133772E+02   0.124063E+02  -0.227660E-06   0.428952E-05  -0.227660E-06   0.136916E-08
  1920   0.221366E+03  -0.135965E+02   0.427363E-05  -0.135965E+02   0.123978E+02  -0.226622E-06   0.427363E-05  -0.226622E-06   0.136717E-08
  1921   0.221116E+03  -0.138146E+02   0.425484E-05  -0.138146E+02   0.123878E+02  -0.225454E-06   0.425484E-05  -0.225454E-06   0.136517E-08
  1922   0.220883E+03  -0.140315E+02   0.423315E-05  -0.140315E+02   0.123764E+02  -0.224154E-06   0.423315E-05  -0.224154E-06   0.136318E-08
  1923   0.220664E+03  -0.142470E+02   0.420854E-05  -0.142470E+02   0.123636E+02  -0.222722E-06   0.420854E-05  -0.222722E-06   0.136119E-08
  1924   0.220463E+03  -0.144611E+02   0.418101E-05  -0.144611E+02   0.123495E+02  -0.221157E-06   0.418101E-05  -0.221157E-06   0.135921E-08
  1925   0.220275E+03  -0.146737E+02   0.415054E-05  -0.146737E+02   0.123338E+02  -0.219459E-06   0.415054E-05  -0.219459E-06   0.135722E-08
  1926   0.220103E+03  -0.148847E+02   0.411712E-05  -0.148847E+02   0.123168E+02  -0.217627E-06   0.411712E-05  -0.217627E-06   0.135524E-08
  1927   0.219946E+03  -0.150940E+02   0.408074E-05  -0.150940E+02   0.122983E+02  -0.215660E-06   0.408074E-05  -0.215660E-06   0.135327E-08
  1928   0.219804E+03  -0.153016E+02   0.404139E-05  -0.153016E+02   0.122785E+02  -0.213559E-06   0.404139E-05  -0.213559E-06   0.135129E-08
  1929   0.219676E+03  -0.155073E+02   0.399907E-05  -0.155073E+02   0.122573E+02  -0.211322E-06   0.399907E-05  -0.211322E-06   0.134932E-08
  1930   0.219563E+03  -0.157110E+02   0.395375E-05  -0.157110E+02   0.122346E+02  -0.208948E-06   0.395375E-05  -0.208948E-06   0.134736E-08
  1931   0.219464E+03  -0.159127E+02   0.390544E-05  -0.159127E+02   0.122107E+02  -0.206438E-06   0.390544E-05  -0.206438E-06   0.134539E-08
  1932   0.219378E+03  -0.161123E+02   0.385411E-05  -0.161123E+02   0.121854E+02  -0.203791E-06   0.385411E-05  -0.203791E-06   0.134343E-08
  1933   0.219307E+03  -0.163097E+02   0.379977E-05  -0.163097E+02   0.121587E+02  -0.201005E-06   0.379977E-05  -0.201005E-06   0.134147E-08
  1934   0.219248E+03  -0.165048E+02   0.374240E-05  -0.165048E+02   0.121307E+02  -0.198082E-06   0.374240E-05  -0.198082E-06   0.133951E-08
  1935   0.219204E+03  -0.166975E+02   0.368198E-05  -0.166975E+02   0.121013E+02  -0.195019E-06   0.368198E-05  -0.195019E-06   0.133756E-08
  1936   0.219172E+03  -0.168878E+02   0.361852E-05  -0.168878E+02   0.120706E+02  -0.191816E-06   0.361852E-05  -0.191816E-06   0.133561E-08
  1937   0.219153E+03  -0.170755E+02   0.355199E-05  -0.170755E+02   0.120387E+02  -0.188473E-06   0.355199E-05  -0.188473E-06   0.133366E-08
  1938   0.219147E+03  -0.172606E+02   0.348239E-05  -0.172606E+02   0.120054E+02  -0.184990E-06   0.348239E-05  -0.184990E-06   0.133172E-08
  1939   0.219153E+03  -0.174431E+02   0.340971E-05  -0.174431E+02   0.119709E+02  -0.181365E-06   0.340971E-05  -0.181365E-06   0.132978E-08
  1940   0.219170E+03  -0.176228E+02   0.333394E-05  -0.176228E+02   0.119351E+02  -0.177598E-06   0.333394E-05  -0.177598E-06   0.132784E-08
  1941   0.219200E+03  -0.177997E+02   0.325507E-05  -0.177997E+02   0.118981E+02  -0.173689E-06   0.325507E-05  -0.173689E-06   0.132591E-08
  1942   0.219241E+03  -0.179736E+02   0.317308E-05  -0.179736E+02   0.118599E+02  -0.169637E-06   0.317308E-05  -0.169637E-06   0.132397E-08
  1943   0.219294E+03  -0.181446E+02   0.308797E-05  -0.181446E+02   0.118204E+02  -0.165441E-06   0.308797E-05  -0.165441E-06   0.132204E-08
  1944   0.219357E+03  -0.183124E+02   0.299972E-05  -0.183124E+02   0.117798E+02  -0.161101E-06   0.299972E-05  -0.161101E-06   0.132012E-08
  1945   0.219431E+03  -0.184772E+02   0.290833E-05  -0.184772E+02   0.117380E+02  -0.156615E-06   0.290833E-05  -0.156615E-06   0.131819E-08
  1946   0.219516E+03  -0.186387E+02   0.281379E-05  -0.186387E+02   0.116949E+02  -0.151985E-06   0.281379E-05  -0.151985E-06   0.131627E-08
  1947   0.219610E+03  -0.187970E+02   0.271608E-05  -0.187970E+02   0.116508E+02  -0.147209E-06   0.271608E-05  -0.147209E-06   0.131435E-08
  1948   0.219715E+03  -0.189519E+02   0.261520E-05  -0.189519E+02   0.116055E+02  -0.142286E-06   0.261520E-05  -0.142286E-06   0.131244E-08
  1949   0.219828E+03  -0.191034E+02   0.251113E-05  -0.191034E+02   0.115591E+02  -0.137216E-06   0.251113E-05  -0.137216E-06   0.131052E-08
  1950   0.219951E+03  -0.192514E+02   0.240387E-05  -0.192514E+02   0.115115E+02  -0.131998E-06   0.240387E-05  -0.131998E-06   0.130861E-08
  1951   0.220083E+03  -0.193958E+02   0.229343E-05  -0.193958E+02   0.114628E+02  -0.126634E-06   0.229343E-05  -0.126634E-06   0.130671E-08
  1952   0.220224E+03  -0.195366E+02   0.217999E-05  -0.195366E+02   0.114131E+02  -0.121133E-06   0.217999E-05  -0.121133E-06   0.130480E-08
  1953   0.220373E+03  -0.196738E+02   0.206372E-05  -0.196738E+02   0.113623E+02  -0.115503E-06   0.206372E-05  -0.115503E-06   0.130290E-08
  1954   0.220529E+03  -0.198073E+02   0.194483E-05  -0.198073E+02   0.113106E+02  -0.109757E-06   0.194483E-05  -0.109757E-06   0.130100E-08
  1955   0.220695E+03  -0.199370E+02   0.182351E-05  -0.199370E+02   0.112578E+02  -0.103905E-06   0.182351E-05  -0.103905E-06   0.129911E-08
  1956   0.220867E+03  -0.200630E+02   0.169995E-05  -0.200630E+02   0.112039E+02  -0.979559E-07   0.169995E-05  -0.979559E-07   0.129721E-08
  1957   0.221047E+03  -0.201853E+02   0.157435E-05  -0.201853E+02   0.111492E+02  -0.919215E-07   0.157435E-05  -0.919215E-07   0.129532E-08
  1958   0.221234E+03  -0.203036E+02   0.144691E-05  -0.203036E+02   0.110935E+02  -0.858118E-07   0.144691E-05  -0.858118E-07   0.129344E-08
  1959   0.221428E+03  -0.204181E+02   0.131780E-05  -0.204181E+02   0.110370E+02  -0.796374E-07   0.131780E-05  -0.796374E-07   0.129155E-08
  1960   0.221629E+03  -0.205286E+02   0.118724E-05  -0.205286E+02   0.109794E+02  -0.734086E-07   0.118724E-05  -0.734086E-07   0.128967E-08
  1961   0.221837E+03  -0.206352E+02   0.105541E-05  -0.206352E+02   0.109210E+02  -0.671358E-07   0.105541E-05  -0.671358E-07   0.128779E-08
  1962   0.222049E+03  -0.207378E+02   0.922502E-06  -0.207378E+02   0.108618E+02  -0.608296E-07   0.922502E-06  -0.608296E-07   0.128591E-08
  1963   0.222268E+03  -0.208364E+02   0.788718E-06  -0.208364E+02   0.108016E+02  -0.545002E-07   0.788718E-06  -0.545002E-07   0.128404E-08
  1964   0.222493E+03  -0.209309E+02   0.654248E-06  -0.209309E+02   0.107407E+02  -0.481583E-07   0.654248E-06  -0.481583E-07   0.128217E-08
  1965   0.222722E+03  -0.210213E+02   0.519287E-06  -0.210213E+02   0.106789E+02  -0.418141E-07   0.519287E-06  -0.418141E-07   0.128030E-08
  1966   0.222956E+03  -0.211076E+02   0.384028E-06  -0.211076E+02   0.106163E+02  -0.354781E-07   0.384028E-06  -0.354781E-07   0.127843E-08
  1967   0.223196E+03  -0.211898E+02   0.248666E-06  -0.211898E+02   0.105529E+02  -0.291607E-07   0.248666E-06  -0.291607E-07   0.127657E-08
  1968   0.223438E+03  -0.212678E+02   0.113393E-06  -0.212678E+02   0.104889E+02  -0.228724E-07   0.113393E-06  -0.228724E-07   0.127471E-08
  1969   0.223686E+03  -0.213416E+02  -0.215957E-07  -0.213416E+02   0.104240E+02  -0.166237E-07  -0.215957E-07  -0.166237E-07   0.127285E-08
  1970   0.223937E+03  -0.214113E+02  -0.156107E-06  -0.214113E+02   0.103586E+02  -0.104248E-07  -0.156107E-06  -0.104248E-07   0.127100E-08
  1971   0.224192E+03  -0.214766E+02  -0.289946E-06  -0.214766E+02   0.102924E+02  -0.428633E-08  -0.289946E-06  -0.428633E-08   0.126915E-08
  1972   0.224450E+03  -0.215379E+02  -0.422920E-06  -0.215379E+02   0.102256E+02   0.178136E-08  -0.422920E-06   0.178136E-08   0.126730E-08
  1973   0.224710E+03  -0.215948E+02  -0.554834E-06  -0.215948E+02   0.101582E+02   0.776783E-08  -0.554834E-06   0.776783E-08   0.126545E-08
  1974   0.224974E+03  -0.216474E+02  -0.685495E-06  -0.216474E+02   0.100902E+02   0.136627E-07  -0.685495E-06   0.136627E-07   0.126361E-08
  1975   0.225240E+03  -0.216957E+02  -0.814709E-06  -0.216957E+02   0.100215E+02   0.194554E-07  -0.814709E-06   0.194554E-07   0.126177E-08
  1976   0.225507E+03  -0.217398E+02  -0.942282E-06  -0.217398E+02   0.995243E+01   0.251356E-07  -0.942282E-06   0.251356E-07   0.125993E-08
  1977   0.225776E+03  -0.217795E+02  -0.106802E-05  -0.217795E+02   0.988273E+01   0.306929E-07  -0.106802E-05   0.306929E-07   0.125809E-08
  1978   0.226046E+03  -0.218149E+02  -0.119173E-05  -0.218149E+02   0.981246E+01   0.361168E-07  -0.119173E-05   0.361168E-07   0.125626E-08
  1979   0.226317E+03  -0.218459E+02  -0.131321E-05  -0.218459E+02   0.974184E+01   0.413969E-07  -0.131321E-05   0.413969E-07   0.125443E-08
  1980   0.226590E+03  -0.218726E+02  -0.143228E-05  -0.218726E+02   0.967065E+01   0.465228E-07  -0.143228E-05   0.465228E-07   0.125260E-08
  1981   0.226862E+03  -0.218950E+02  -0.154874E-05  -0.218950E+02   0.959912E+01   0.514840E-07  -0.154874E-05   0.514840E-07   0.125078E-08
  1982   0.227135E+03  -0.219131E+02  -0.166240E-05  -0.219131E+02   0.952716E+01   0.562702E-07  -0.166240E-05   0.562702E-07   0.124896E-08
  1983   0.227407E+03  -0.219269E+02  -0.177306E-05  -0.219269E+02   0.945480E+01   0.608708E-07  -0.177306E-05   0.608708E-07   0.124714E-08
  1984   0.227679E+03  -0.219364E+02  -0.188052E-05  -0.219364E+02   0.938217E+01   0.652754E-07  -0.188052E-05   0.652754E-07   0.124532E-08
  1985   0.227951E+03  -0.219415E+02  -0.198460E-05  -0.219415E+02   0.930920E+01   0.694737E-07  -0.198460E-05   0.694737E-07   0.124351E-08
  1986   0.228221E+03  -0.219424E+02  -0.208510E-05  -0.219424E+02   0.923590E+01   0.734552E-07  -0.208510E-05   0.734552E-07   0.124169E-08
  1987   0.228490E+03  -0.219390E+02  -0.218182E-05  -0.219390E+02   0.916242E+01   0.772094E-07  -0.218182E-05   0.772094E-07   0.123989E-08
  1988   0.228757E+03  -0.219313E+02  -0.227458E-05  -0.219313E+02   0.908868E+01   0.807259E-07  -0.227458E-05   0.807259E-07   0.123808E-08
  1989   0.229023E+03  -0.219193E+02  -0.236318E-05  -0.219193E+02   0.901477E+01   0.839944E-07  -0.236318E-05   0.839944E-07   0.123628E-08
  1990   0.229286E+03  -0.219031E+02  -0.244742E-05  -0.219031E+02   0.894061E+01   0.870043E-07  -0.244742E-05   0.870043E-07   0.123448E-08
  1991   0.229547E+03  -0.218827E+02  -0.252711E-05  -0.218827E+02   0.886634E+01   0.897453E-07  -0.252711E-05   0.897453E-07   0.123268E-08
