#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1036   0.104619E+04  -0.741229E+02   0.978153E-06  -0.741229E+02   0.367097E+02   0.609241E-06   0.978153E-06   0.609241E-06   0.555069E-08
  1037   0.104878E+04  -0.748932E+02   0.953265E-06  -0.748932E+02   0.364368E+02   0.606042E-06   0.953265E-06   0.606042E-06   0.554048E-08
  1038   0.105145E+04  -0.756386E+02   0.928709E-06  -0.756386E+02   0.361608E+02   0.602792E-06   0.928709E-06   0.602792E-06   0.553030E-08
  1039   0.105417E+04  -0.763585E+02   0.904487E-06  -0.763585E+02   0.358820E+02   0.599493E-06   0.904487E-06   0.599493E-06   0.552014E-08
  1040   0.105695E+04  -0.770523E+02   0.880600E-06  -0.770523E+02   0.356002E+02   0.596143E-06   0.880600E-06   0.596143E-06   0.551001E-08
  1041   0.105979E+04  -0.777200E+02   0.857048E-06  -0.777200E+02   0.353158E+02   0.592744E-06   0.857048E-06   0.592744E-06   0.549989E-08
  1042   0.106269E+04  -0.783615E+02   0.833833E-06  -0.783615E+02   0.350286E+02   0.589295E-06   0.833833E-06   0.589295E-06   0.548981E-08
  1043   0.106563E+04  -0.789767E+02   0.810955E-06  -0.789767E+02   0.347388E+02   0.585798E-06   0.810955E-06   0.585798E-06   0.547974E-08
  1044   0.106862E+04  -0.795661E+02   0.788415E-06  -0.795661E+02   0.344463E+02   0.582251E-06   0.788415E-06   0.582251E-06   0.546970E-08
  1045   0.107167E+04  -0.801291E+02   0.766215E-06  -0.801291E+02   0.341512E+02   0.578657E-06   0.766215E-06   0.578657E-06   0.545968E-08
  1046   0.107475E+04  -0.806665E+02   0.744355E-06  -0.806665E+02   0.338536E+02   0.575014E-06   0.744355E-06   0.575014E-06   0.544969E-08
  1047   0.107789E+04  -0.811775E+02   0.722837E-06  -0.811775E+02   0.335534E+02   0.571324E-06   0.722837E-06   0.571324E-06   0.543972E-08
  1048   0.108106E+04  -0.816623E+02   0.701661E-06  -0.816623E+02   0.332509E+02   0.567587E-06   0.701661E-06   0.567587E-06   0.542977E-08
  1049   0.108427E+04  -0.821201E+02   0.680829E-06  -0.821201E+02   0.329464E+02   0.563803E-06   0.680829E-06   0.563803E-06   0.541984E-08
  1050   0.108752E+04  -0.825525E+02   0.660341E-06  -0.825525E+02   0.326399E+02   0.559972E-06   0.660341E-06   0.559972E-06   0.540994E-08
  1051   0.109080E+04  -0.829587E+02   0.640198E-06  -0.829587E+02   0.323318E+02   0.556095E-06   0.640198E-06   0.556095E-06   0.540006E-08
  1052   0.109411E+04  -0.833382E+02   0.620399E-06  -0.833382E+02   0.320221E+02   0.552172E-06   0.620399E-06   0.552172E-06   0.539021E-08
  1053   0.109744E+04  -0.836909E+02   0.600942E-06  -0.836909E+02   0.317113E+02   0.548205E-06   0.600942E-06   0.548205E-06   0.538038E-08
  1054   0.110081E+04  -0.840170E+02   0.581826E-06  -0.840170E+02   0.313993E+02   0.544193E-06   0.581826E-06   0.544193E-06   0.537057E-08
  1055   0.110419E+04  -0.843172E+02   0.563049E-06  -0.843172E+02   0.310864E+02   0.540138E-06   0.563049E-06   0.540138E-06   0.536078E-08
  1056   0.110759E+04  -0.845909E+02   0.544611E-06  -0.845909E+02   0.307726E+02   0.536041E-06   0.544611E-06   0.536041E-06   0.535101E-08
  1057   0.111100E+04  -0.848373E+02   0.526508E-06  -0.848373E+02   0.304579E+02   0.531902E-06   0.526508E-06   0.531902E-06   0.534127E-08
  1058   0.111443E+04  -0.850581E+02   0.508741E-06  -0.850581E+02   0.301426E+02   0.527722E-06   0.508741E-06   0.527722E-06   0.533155E-08
  1059   0.111787E+04  -0.852518E+02   0.491306E-06  -0.852518E+02   0.298267E+02   0.523501E-06   0.491306E-06   0.523501E-06   0.532186E-08
  1060   0.112132E+04  -0.854185E+02   0.474203E-06  -0.854185E+02   0.295103E+02   0.519241E-06   0.474203E-06   0.519241E-06   0.531218E-08
  1061   0.112478E+04  -0.855598E+02   0.457431E-06  -0.855598E+02   0.291935E+02   0.514943E-06   0.457431E-06   0.514943E-06   0.530253E-08
  1062   0.112825E+04  -0.856733E+02   0.440987E-06  -0.856733E+02   0.288764E+02   0.510606E-06   0.440987E-06   0.510606E-06   0.529290E-08
  1063   0.113172E+04  -0.857616E+02   0.424870E-06  -0.857616E+02   0.285591E+02   0.506231E-06   0.424870E-06   0.506231E-06   0.528330E-08
  1064   0.113519E+04  -0.858231E+02   0.409079E-06  -0.858231E+02   0.282417E+02   0.501820E-06   0.409079E-06   0.501820E-06   0.527371E-08
  1065   0.113865E+04  -0.858579E+02   0.393613E-06  -0.858579E+02   0.279243E+02   0.497374E-06   0.393613E-06   0.497374E-06   0.526415E-08
  1066   0.114211E+04  -0.858675E+02   0.378468E-06  -0.858675E+02   0.276071E+02   0.492892E-06   0.378468E-06   0.492892E-06   0.525461E-08
  1067   0.114556E+04  -0.858506E+02   0.363645E-06  -0.858506E+02   0.272901E+02   0.488376E-06   0.363645E-06   0.488376E-06   0.524509E-08
  1068   0.114901E+04  -0.858079E+02   0.349141E-06  -0.858079E+02   0.269735E+02   0.483826E-06   0.349141E-06   0.483826E-06   0.523559E-08
  1069   0.115244E+04  -0.857395E+02   0.334956E-06  -0.857395E+02   0.266573E+02   0.479243E-06   0.334956E-06   0.479243E-06   0.522612E-08
  1070   0.115586E+04  -0.856455E+02   0.321087E-06  -0.856455E+02   0.263418E+02   0.474628E-06   0.321087E-06   0.474628E-06   0.521667E-08
  1071   0.115926E+04  -0.855259E+02   0.307533E-06  -0.855259E+02   0.260270E+02   0.469982E-06   0.307533E-06   0.469982E-06   0.520724E-08
  1072   0.116265E+04  -0.853816E+02   0.294292E-06  -0.853816E+02   0.257130E+02   0.465305E-06   0.294292E-06   0.465305E-06   0.519783E-08
  1073   0.116601E+04  -0.852118E+02   0.281363E-06  -0.852118E+02   0.254001E+02   0.460598E-06   0.281363E-06   0.460598E-06   0.518844E-08
  1074   0.116934E+04  -0.850174E+02   0.268745E-06  -0.850174E+02   0.250883E+02   0.455862E-06   0.268745E-06   0.455862E-06   0.517908E-08
  1075   0.117265E+04  -0.847985E+02   0.256436E-06  -0.847985E+02   0.247777E+02   0.451098E-06   0.256436E-06   0.451098E-06   0.516973E-08
  1076   0.117594E+04  -0.845543E+02   0.244434E-06  -0.845543E+02   0.244685E+02   0.446306E-06   0.244434E-06   0.446306E-06   0.516041E-08
  1077   0.117920E+04  -0.842864E+02   0.232738E-06  -0.842864E+02   0.241607E+02   0.441487E-06   0.232738E-06   0.441487E-06   0.515111E-08
  1078   0.118243E+04  -0.839948E+02   0.221346E-06  -0.839948E+02   0.238545E+02   0.436641E-06   0.221346E-06   0.436641E-06   0.514183E-08
  1079   0.118561E+04  -0.836790E+02   0.210257E-06  -0.836790E+02   0.235501E+02   0.431771E-06   0.210257E-06   0.431771E-06   0.513258E-08
  1080   0.118877E+04  -0.833404E+02   0.199469E-06  -0.833404E+02   0.232474E+02   0.426875E-06   0.199469E-06   0.426875E-06   0.512334E-08
  1081   0.119188E+04  -0.829777E+02   0.188982E-06  -0.829777E+02   0.229468E+02   0.421956E-06   0.188982E-06   0.421956E-06   0.511412E-08
  1082   0.119496E+04  -0.825923E+02   0.178792E-06  -0.825923E+02   0.226481E+02   0.417013E-06   0.178792E-06   0.417013E-06   0.510493E-08
  1083   0.119799E+04  -0.821844E+02   0.168899E-06  -0.821844E+02   0.223516E+02   0.412048E-06   0.168899E-06   0.412048E-06   0.509576E-08
  1084   0.120098E+04  -0.817539E+02   0.159302E-06  -0.817539E+02   0.220573E+02   0.407061E-06   0.159302E-06   0.407061E-06   0.508661E-08
  1085   0.120392E+04  -0.813018E+02   0.149998E-06  -0.813018E+02   0.217654E+02   0.402054E-06   0.149998E-06   0.402054E-06   0.507748E-08
  1086   0.120681E+04  -0.808266E+02   0.140986E-06  -0.808266E+02   0.214760E+02   0.397026E-06   0.140986E-06   0.397026E-06   0.506837E-08
  1087   0.120965E+04  -0.803305E+02   0.132265E-06  -0.803305E+02   0.211891E+02   0.391978E-06   0.132265E-06   0.391978E-06   0.505928E-08
  1088   0.121244E+04  -0.798130E+02   0.123833E-06  -0.798130E+02   0.209049E+02   0.386912E-06   0.123833E-06   0.386912E-06   0.505021E-08
  1089   0.121517E+04  -0.792740E+02   0.115689E-06  -0.792740E+02   0.206235E+02   0.381828E-06   0.115689E-06   0.381828E-06   0.504117E-08
  1090   0.121784E+04  -0.787144E+02   0.107831E-06  -0.787144E+02   0.203449E+02   0.376726E-06   0.107831E-06   0.376726E-06   0.503214E-08
  1091   0.122046E+04  -0.781350E+02   0.100257E-06  -0.781350E+02   0.200693E+02   0.371608E-06   0.100257E-06   0.371608E-06   0.502313E-08
  1092   0.122301E+04  -0.775351E+02   0.929669E-07  -0.775351E+02   0.197968E+02   0.366474E-06   0.929669E-07   0.366474E-06   0.501415E-08
  1093   0.122550E+04  -0.769163E+02   0.859580E-07  -0.769163E+02   0.195276E+02   0.361325E-06   0.859580E-07   0.361325E-06   0.500519E-08
  1094   0.122793E+04  -0.762778E+02   0.792290E-07  -0.762778E+02   0.192616E+02   0.356162E-06   0.792290E-07   0.356162E-06   0.499624E-08
  1095   0.123030E+04  -0.756213E+02   0.727786E-07  -0.756213E+02   0.189992E+02   0.350985E-06   0.727786E-07   0.350985E-06   0.498732E-08
  1096   0.123259E+04  -0.749460E+02   0.666051E-07  -0.749460E+02   0.187402E+02   0.345795E-06   0.666051E-07   0.345795E-06   0.497842E-08
  1097   0.123483E+04  -0.742528E+02   0.607071E-07  -0.742528E+02   0.184849E+02   0.340594E-06   0.607071E-07   0.340594E-06   0.496953E-08
  1098   0.123699E+04  -0.735425E+02   0.550830E-07  -0.735425E+02   0.182333E+02   0.335381E-06   0.550830E-07   0.335381E-06   0.496067E-08
  1099   0.123908E+04  -0.728151E+02   0.497313E-07  -0.728151E+02   0.179856E+02   0.330157E-06   0.497313E-07   0.330157E-06   0.495183E-08
  1100   0.124110E+04  -0.720714E+02   0.446505E-07  -0.720714E+02   0.177418E+02   0.324924E-06   0.446505E-07   0.324924E-06   0.494301E-08
  1101   0.124304E+04  -0.713108E+02   0.398392E-07  -0.713108E+02   0.175018E+02   0.319681E-06   0.398392E-07   0.319681E-06   0.493421E-08
  1102   0.124491E+04  -0.705347E+02   0.352963E-07  -0.705347E+02   0.172660E+02   0.314430E-06   0.352963E-07   0.314430E-06   0.492543E-08
  1103   0.124669E+04  -0.697425E+02   0.310208E-07  -0.697425E+02   0.170343E+02   0.309171E-06   0.310208E-07   0.309171E-06   0.491667E-08
  1104   0.124841E+04  -0.689355E+02   0.270118E-07  -0.689355E+02   0.168068E+02   0.303904E-06   0.270118E-07   0.303904E-06   0.490792E-08
  1105   0.125004E+04  -0.681138E+02   0.232682E-07  -0.681138E+02   0.165836E+02   0.298630E-06   0.232682E-07   0.298630E-06   0.489920E-08
  1106   0.125159E+04  -0.672778E+02   0.197892E-07  -0.672778E+02   0.163647E+02   0.293350E-06   0.197892E-07   0.293350E-06   0.489050E-08
  1107   0.125307E+04  -0.664279E+02   0.165736E-07  -0.664279E+02   0.161501E+02   0.288064E-06   0.165736E-07   0.288064E-06   0.488182E-08
  1108   0.125445E+04  -0.655646E+02   0.136206E-07  -0.655646E+02   0.159401E+02   0.282773E-06   0.136206E-07   0.282773E-06   0.487316E-08
  1109   0.125576E+04  -0.646882E+02   0.109293E-07  -0.646882E+02   0.157346E+02   0.277476E-06   0.109293E-07   0.277476E-06   0.486452E-08
  1110   0.125698E+04  -0.637993E+02   0.849846E-08  -0.637993E+02   0.155337E+02   0.272175E-06   0.849846E-08   0.272175E-06   0.485589E-08
  1111   0.125812E+04  -0.628983E+02   0.632731E-08  -0.628983E+02   0.153375E+02   0.266870E-06   0.632731E-08   0.266870E-06   0.484729E-08
  1112   0.125917E+04  -0.619854E+02   0.441482E-08  -0.619854E+02   0.151460E+02   0.261562E-06   0.441482E-08   0.261562E-06   0.483871E-08
  1113   0.126014E+04  -0.610615E+02   0.276001E-08  -0.610615E+02   0.149592E+02   0.256251E-06   0.276001E-08   0.256251E-06   0.483014E-08
  1114   0.126102E+04  -0.601267E+02   0.136192E-08  -0.601267E+02   0.147774E+02   0.250938E-06   0.136192E-08   0.250938E-06   0.482160E-08
  1115   0.126182E+04  -0.591815E+02   0.219564E-09  -0.591815E+02   0.146004E+02   0.245623E-06   0.219564E-09   0.245623E-06   0.481308E-08
  1116   0.126252E+04  -0.582265E+02  -0.668026E-09  -0.582265E+02   0.144284E+02   0.240307E-06  -0.668026E-09   0.240307E-06   0.480457E-08
  1117   0.126314E+04  -0.572620E+02  -0.130182E-08  -0.572620E+02   0.142613E+02   0.234990E-06  -0.130182E-08   0.234990E-06   0.479608E-08
  1118   0.126367E+04  -0.562885E+02  -0.168280E-08  -0.562885E+02   0.140993E+02   0.229673E-06  -0.168280E-08   0.229673E-06   0.478762E-08
  1119   0.126411E+04  -0.553066E+02  -0.181194E-08  -0.553066E+02   0.139424E+02   0.224356E-06  -0.181194E-08   0.224356E-06   0.477917E-08
  1120   0.126445E+04  -0.543164E+02  -0.169021E-08  -0.543164E+02   0.137905E+02   0.219040E-06  -0.169021E-08   0.219040E-06   0.477074E-08
  1121   0.126471E+04  -0.533187E+02  -0.131858E-08  -0.533187E+02   0.136439E+02   0.213725E-06  -0.131858E-08   0.213725E-06   0.476233E-08
  1122   0.126487E+04  -0.523138E+02  -0.698023E-09  -0.523138E+02   0.135024E+02   0.208412E-06  -0.698023E-09   0.208412E-06   0.475394E-08
  1123   0.126494E+04  -0.513022E+02   0.170478E-09  -0.513022E+02   0.133662E+02   0.203102E-06   0.170478E-09   0.203102E-06   0.474557E-08
  1124   0.126493E+04  -0.502843E+02   0.128595E-08  -0.502843E+02   0.132353E+02   0.197794E-06   0.128595E-08   0.197794E-06   0.473722E-08
  1125   0.126482E+04  -0.492605E+02   0.264743E-08  -0.492605E+02   0.131096E+02   0.192490E-06   0.264743E-08   0.192490E-06   0.472888E-08
  1126   0.126460E+04  -0.482316E+02   0.425394E-08  -0.482316E+02   0.129893E+02   0.187190E-06   0.425394E-08   0.187190E-06   0.472057E-08
  1127   0.126430E+04  -0.471979E+02   0.610450E-08  -0.471979E+02   0.128743E+02   0.181895E-06   0.610450E-08   0.181895E-06   0.471227E-08
  1128   0.126391E+04  -0.461601E+02   0.819813E-08  -0.461601E+02   0.127648E+02   0.176604E-06   0.819813E-08   0.176604E-06   0.470399E-08
  1129   0.126342E+04  -0.451185E+02   0.105339E-07  -0.451185E+02   0.126607E+02   0.171319E-06   0.105339E-07   0.171319E-06   0.469574E-08
  1130   0.126285E+04  -0.440738E+02   0.131108E-07  -0.440738E+02   0.125621E+02   0.166040E-06   0.131108E-07   0.166040E-06   0.468750E-08
  1131   0.126218E+04  -0.430264E+02   0.159278E-07  -0.430264E+02   0.124689E+02   0.160768E-06   0.159278E-07   0.160768E-06   0.467927E-08
  1132   0.126142E+04  -0.419769E+02   0.189840E-07  -0.419769E+02   0.123812E+02   0.155502E-06   0.189840E-07   0.155502E-06   0.467107E-08
  1133   0.126056E+04  -0.409257E+02   0.222784E-07  -0.409257E+02   0.122990E+02   0.150245E-06   0.222784E-07   0.150245E-06   0.466289E-08
  1134   0.125961E+04  -0.398732E+02   0.258101E-07  -0.398732E+02   0.122224E+02   0.144995E-06   0.258101E-07   0.144995E-06   0.465472E-08
  1135   0.125858E+04  -0.388200E+02   0.295780E-07  -0.388200E+02   0.121512E+02   0.139754E-06   0.295780E-07   0.139754E-06   0.464657E-08
  1136   0.125745E+04  -0.377664E+02   0.335813E-07  -0.377664E+02   0.120856E+02   0.134523E-06   0.335813E-07   0.134523E-06   0.463844E-08
  1137   0.125622E+04  -0.367130E+02   0.378188E-07  -0.367130E+02   0.120256E+02   0.129301E-06   0.378188E-07   0.129301E-06   0.463033E-08
  1138   0.125491E+04  -0.356603E+02   0.422897E-07  -0.356603E+02   0.119710E+02   0.124089E-06   0.422897E-07   0.124089E-06   0.462224E-08
  1139   0.125351E+04  -0.346086E+02   0.469929E-07  -0.346086E+02   0.119220E+02   0.118888E-06   0.469929E-07   0.118888E-06   0.461416E-08
  1140   0.125200E+04  -0.335585E+02   0.519276E-07  -0.335585E+02   0.118785E+02   0.113699E-06   0.519276E-07   0.113699E-06   0.460611E-08
  1141   0.125042E+04  -0.325106E+02   0.570926E-07  -0.325106E+02   0.118405E+02   0.108521E-06   0.570926E-07   0.108521E-06   0.459807E-08
  1142   0.124874E+04  -0.314653E+02   0.624871E-07  -0.314653E+02   0.118080E+02   0.103356E-06   0.624871E-07   0.103356E-06   0.459005E-08
  1143   0.124697E+04  -0.304230E+02   0.681101E-07  -0.304230E+02   0.117811E+02   0.982032E-07   0.681101E-07   0.982032E-07   0.458204E-08
  1144   0.124511E+04  -0.293844E+02   0.739606E-07  -0.293844E+02   0.117597E+02   0.930640E-07   0.739606E-07   0.930640E-07   0.457406E-08
  1145   0.124316E+04  -0.283498E+02   0.800376E-07  -0.283498E+02   0.117438E+02   0.879387E-07   0.800376E-07   0.879387E-07   0.456609E-08
  1146   0.124112E+04  -0.273198E+02   0.863402E-07  -0.273198E+02   0.117333E+02   0.828278E-07   0.863402E-07   0.828278E-07   0.455814E-08
  1147   0.123900E+04  -0.262948E+02   0.928673E-07  -0.262948E+02   0.117284E+02   0.777319E-07   0.928673E-07   0.777319E-07   0.455021E-08
  1148   0.123678E+04  -0.252752E+02   0.996181E-07  -0.252752E+02   0.117289E+02   0.726515E-07   0.996181E-07   0.726515E-07   0.454230E-08
  1149   0.123448E+04  -0.242616E+02   0.106591E-06  -0.242616E+02   0.117347E+02   0.675871E-07   0.106591E-06   0.675871E-07   0.453440E-08
  1150   0.123209E+04  -0.232544E+02   0.113786E-06  -0.232544E+02   0.117459E+02   0.625391E-07   0.113786E-06   0.625391E-07   0.452652E-08
  1151   0.122962E+04  -0.222539E+02   0.121201E-06  -0.222539E+02   0.117626E+02   0.575082E-07   0.121201E-06   0.575082E-07   0.451866E-08
  1152   0.122707E+04  -0.212608E+02   0.128831E-06  -0.212608E+02   0.117845E+02   0.524945E-07   0.128831E-06   0.524945E-07   0.451082E-08
  1153   0.122443E+04  -0.202753E+02   0.136670E-06  -0.202753E+02   0.118118E+02   0.474981E-07   0.136670E-06   0.474981E-07   0.450299E-08
  1154   0.122171E+04  -0.192978E+02   0.144711E-06  -0.192978E+02   0.118443E+02   0.425193E-07   0.144711E-06   0.425193E-07   0.449518E-08
  1155   0.121890E+04  -0.183288E+02   0.152950E-06  -0.183288E+02   0.118820E+02   0.375581E-07   0.152950E-06   0.375581E-07   0.448739E-08
  1156   0.121602E+04  -0.173686E+02   0.161381E-06  -0.173686E+02   0.119250E+02   0.326149E-07   0.161381E-06   0.326149E-07   0.447962E-08
  1157   0.121305E+04  -0.164176E+02   0.169997E-06  -0.164176E+02   0.119731E+02   0.276897E-07   0.169997E-06   0.276897E-07   0.447186E-08
  1158   0.121001E+04  -0.154763E+02   0.178792E-06  -0.154763E+02   0.120264E+02   0.227826E-07   0.178792E-06   0.227826E-07   0.446412E-08
  1159   0.120690E+04  -0.145450E+02   0.187761E-06  -0.145450E+02   0.120847E+02   0.178940E-07   0.187761E-06   0.178940E-07   0.445640E-08
  1160   0.120370E+04  -0.136241E+02   0.196898E-06  -0.136241E+02   0.121481E+02   0.130238E-07   0.196898E-06   0.130238E-07   0.444870E-08
  1161   0.120044E+04  -0.127139E+02   0.206197E-06  -0.127139E+02   0.122165E+02   0.817236E-08   0.206197E-06   0.817236E-08   0.444101E-08
  1162   0.119710E+04  -0.118148E+02   0.215653E-06  -0.118148E+02   0.122898E+02   0.333977E-08   0.215653E-06   0.333977E-08   0.443334E-08
  1163   0.119369E+04  -0.109270E+02   0.225258E-06  -0.109270E+02   0.123680E+02  -0.147380E-08   0.225258E-06  -0.147380E-08   0.442568E-08
  1164   0.119021E+04  -0.100510E+02   0.235008E-06  -0.100510E+02   0.124511E+02  -0.626818E-08   0.235008E-06  -0.626818E-08   0.441804E-08
  1165   0.118666E+04  -0.918712E+01   0.244896E-06  -0.918712E+01   0.125389E+02  -0.110432E-07   0.244896E-06  -0.110432E-07   0.441042E-08
  1166   0.118303E+04  -0.833566E+01   0.254918E-06  -0.833566E+01   0.126314E+02  -0.157987E-07   0.254918E-06  -0.157987E-07   0.440282E-08
  1167   0.117934E+04  -0.749691E+01   0.265066E-06  -0.749691E+01   0.127287E+02  -0.205345E-07   0.265066E-06  -0.205345E-07   0.439523E-08
  1168   0.117558E+04  -0.667127E+01   0.275335E-06  -0.667127E+01   0.128305E+02  -0.252505E-07   0.275335E-06  -0.252505E-07   0.438766E-08
  1169   0.117177E+04  -0.585899E+01   0.285719E-06  -0.585899E+01   0.129369E+02  -0.299465E-07   0.285719E-06  -0.299465E-07   0.438011E-08
  1170   0.116788E+04  -0.506039E+01   0.296212E-06  -0.506039E+01   0.130477E+02  -0.346222E-07   0.296212E-06  -0.346222E-07   0.437257E-08
  1171   0.116393E+04  -0.427587E+01   0.306809E-06  -0.427587E+01   0.131630E+02  -0.392777E-07   0.306809E-06  -0.392777E-07   0.436505E-08
  1172   0.115993E+04  -0.350562E+01   0.317503E-06  -0.350562E+01   0.132827E+02  -0.439126E-07   0.317503E-06  -0.439126E-07   0.435755E-08
  1173   0.115587E+04  -0.275003E+01   0.328288E-06  -0.275003E+01   0.134065E+02  -0.485268E-07   0.328288E-06  -0.485268E-07   0.435006E-08
  1174   0.115174E+04  -0.200939E+01   0.339160E-06  -0.200939E+01   0.135347E+02  -0.531202E-07   0.339160E-06  -0.531202E-07   0.434259E-08
  1175   0.114756E+04  -0.128392E+01   0.350111E-06  -0.128392E+01   0.136670E+02  -0.576926E-07   0.350111E-06  -0.576926E-07   0.433514E-08
  1176   0.114333E+04  -0.573904E+00   0.361137E-06  -0.573904E+00   0.138033E+02  -0.622439E-07   0.361137E-06  -0.622439E-07   0.432770E-08
  1177   0.113905E+04   0.120414E+00   0.372230E-06   0.120414E+00   0.139436E+02  -0.667738E-07   0.372230E-06  -0.667738E-07   0.432028E-08
  1178   0.113471E+04   0.798751E+00   0.383386E-06   0.798751E+00   0.140878E+02  -0.712822E-07   0.383386E-06  -0.712822E-07   0.431287E-08
  1179   0.113032E+04   0.146086E+01   0.394598E-06   0.146086E+01   0.142359E+02  -0.757689E-07   0.394598E-06  -0.757689E-07   0.430548E-08
  1180   0.112589E+04   0.210646E+01   0.405861E-06   0.210646E+01   0.143877E+02  -0.802338E-07   0.405861E-06  -0.802338E-07   0.429811E-08
  1181   0.112140E+04   0.273534E+01   0.417169E-06   0.273534E+01   0.145431E+02  -0.846766E-07   0.417169E-06  -0.846766E-07   0.429075E-08
  1182   0.111687E+04   0.334726E+01   0.428515E-06   0.334726E+01   0.147022E+02  -0.890974E-07   0.428515E-06  -0.890974E-07   0.428341E-08
  1183   0.111230E+04   0.394198E+01   0.439894E-06   0.394198E+01   0.148647E+02  -0.934958E-07   0.439894E-06  -0.934958E-07   0.427609E-08
  1184   0.110769E+04   0.451930E+01   0.451301E-06   0.451930E+01   0.150307E+02  -0.978717E-07   0.451301E-06  -0.978717E-07   0.426878E-08
  1185   0.110303E+04   0.507896E+01   0.462728E-06   0.507896E+01   0.151999E+02  -0.102225E-06   0.462728E-06  -0.102225E-06   0.426148E-08
  1186   0.109833E+04   0.562075E+01   0.474171E-06   0.562075E+01   0.153724E+02  -0.106555E-06   0.474171E-06  -0.106555E-06   0.425421E-08
  1187   0.109360E+04   0.614445E+01   0.485624E-06   0.614445E+01   0.155480E+02  -0.110863E-06   0.485624E-06  -0.110863E-06   0.424695E-08
  1188   0.108883E+04   0.664990E+01   0.497080E-06   0.664990E+01   0.157267E+02  -0.115147E-06   0.497080E-06  -0.115147E-06   0.423970E-08
  1189   0.108403E+04   0.713693E+01   0.508534E-06   0.713693E+01   0.159083E+02  -0.119408E-06   0.508534E-06  -0.119408E-06   0.423247E-08
  1190   0.107919E+04   0.760538E+01   0.519980E-06   0.760538E+01   0.160928E+02  -0.123645E-06   0.519980E-06  -0.123645E-06   0.422526E-08
  1191   0.107433E+04   0.805512E+01   0.531411E-06   0.805512E+01   0.162799E+02  -0.127859E-06   0.531411E-06  -0.127859E-06   0.421806E-08
  1192   0.106943E+04   0.848596E+01   0.542823E-06   0.848596E+01   0.164698E+02  -0.132049E-06   0.542823E-06  -0.132049E-06   0.421088E-08
  1193   0.106451E+04   0.889778E+01   0.554210E-06   0.889778E+01   0.166622E+02  -0.136215E-06   0.554210E-06  -0.136215E-06   0.420371E-08
  1194   0.105957E+04   0.929041E+01   0.565564E-06   0.929041E+01   0.168571E+02  -0.140357E-06   0.565564E-06  -0.140357E-06   0.419656E-08
  1195   0.105461E+04   0.966373E+01   0.576882E-06   0.966373E+01   0.170543E+02  -0.144475E-06   0.576882E-06  -0.144475E-06   0.418942E-08
  1196   0.104962E+04   0.100177E+02   0.588156E-06   0.100177E+02   0.172537E+02  -0.148568E-06   0.588156E-06  -0.148568E-06   0.418230E-08
  1197   0.104461E+04   0.103521E+02   0.599380E-06   0.103521E+02   0.174554E+02  -0.152636E-06   0.599380E-06  -0.152636E-06   0.417520E-08
  1198   0.103959E+04   0.106669E+02   0.610550E-06   0.106669E+02   0.176589E+02  -0.156680E-06   0.610550E-06  -0.156680E-06   0.416811E-08
  1199   0.103455E+04   0.109619E+02   0.621659E-06   0.109619E+02   0.178646E+02  -0.160699E-06   0.621659E-06  -0.160699E-06   0.416103E-08
  1200   0.102950E+04   0.112371E+02   0.632701E-06   0.112371E+02   0.180719E+02  -0.164692E-06   0.632701E-06  -0.164692E-06   0.415397E-08
  1201   0.102444E+04   0.114924E+02   0.643670E-06   0.114924E+02   0.182811E+02  -0.168660E-06   0.643670E-06  -0.168660E-06   0.414693E-08
  1202   0.101936E+04   0.117278E+02   0.654559E-06   0.117278E+02   0.184918E+02  -0.172602E-06   0.654559E-06  -0.172602E-06   0.413990E-08
  1203   0.101428E+04   0.119432E+02   0.665360E-06   0.119432E+02   0.187041E+02  -0.176518E-06   0.665360E-06  -0.176518E-06   0.413288E-08
  1204   0.100919E+04   0.121385E+02   0.676065E-06   0.121385E+02   0.189179E+02  -0.180405E-06   0.676065E-06  -0.180405E-06   0.412589E-08
  1205   0.100409E+04   0.123139E+02   0.686667E-06   0.123139E+02   0.191329E+02  -0.184265E-06   0.686667E-06  -0.184265E-06   0.411890E-08
  1206   0.998993E+03   0.124692E+02   0.697158E-06   0.124692E+02   0.193493E+02  -0.188095E-06   0.697158E-06  -0.188095E-06   0.411193E-08
  1207   0.993890E+03   0.126044E+02   0.707530E-06   0.126044E+02   0.195667E+02  -0.191895E-06   0.707530E-06  -0.191895E-06   0.410498E-08
  1208   0.988791E+03   0.127196E+02   0.717776E-06   0.127196E+02   0.197852E+02  -0.195665E-06   0.717776E-06  -0.195665E-06   0.409804E-08
  1209   0.983697E+03   0.128148E+02   0.727888E-06   0.128148E+02   0.200047E+02  -0.199403E-06   0.727888E-06  -0.199403E-06   0.409112E-08
  1210   0.978599E+03   0.128899E+02   0.737859E-06   0.128899E+02   0.202250E+02  -0.203109E-06   0.737859E-06  -0.203109E-06   0.408421E-08
  1211   0.973506E+03   0.129451E+02   0.747680E-06   0.129451E+02   0.204461E+02  -0.206782E-06   0.747680E-06  -0.206782E-06   0.407731E-08
  1212   0.968424E+03   0.129804E+02   0.757344E-06   0.129804E+02   0.206679E+02  -0.210422E-06   0.757344E-06  -0.210422E-06   0.407043E-08
  1213   0.963345E+03   0.129959E+02   0.766843E-06   0.129959E+02   0.208902E+02  -0.214027E-06   0.766843E-06  -0.214027E-06   0.406357E-08
