#    L    TT             EE             TE             PP             TP          
   873   0.219236E+04   0.173741E+02   0.444715E+02   0.353494E+06   0.139628E+03
   874   0.218096E+04   0.176298E+02   0.456597E+02   0.352786E+06   0.138784E+03
   875   0.216946E+04   0.178898E+02   0.468186E+02   0.352080E+06   0.137938E+03
   876   0.215786E+04   0.181538E+02   0.479478E+02   0.351376E+06   0.137088E+03
   877   0.214616E+04   0.184217E+02   0.490466E+02   0.350673E+06   0.136236E+03
   878   0.213439E+04   0.186934E+02   0.501147E+02   0.349973E+06   0.135382E+03
   879   0.212253E+04   0.189688E+02   0.511514E+02   0.349274E+06   0.134525E+03
   880   0.211060E+04   0.192477E+02   0.521565E+02   0.348577E+06   0.133666E+03
   881   0.209859E+04   0.195301E+02   0.531293E+02   0.347882E+06   0.132805E+03
   882   0.208651E+04   0.198159E+02   0.540696E+02   0.347188E+06   0.131942E+03
   883   0.207436E+04   0.201049E+02   0.549768E+02   0.346497E+06   0.131076E+03
   884   0.206213E+04   0.203973E+02   0.558505E+02   0.345807E+06   0.130209E+03
   885   0.204984E+04   0.206927E+02   0.566903E+02   0.345119E+06   0.129340E+03
   886   0.203748E+04   0.209911E+02   0.574959E+02   0.344433E+06   0.128468E+03
   887   0.202506E+04   0.212924E+02   0.582670E+02   0.343749E+06   0.127595E+03
   888   0.201259E+04   0.215966E+02   0.590038E+02   0.343066E+06   0.126720E+03
   889   0.200006E+04   0.219033E+02   0.597063E+02   0.342385E+06   0.125844E+03
   890   0.198748E+04   0.222125E+02   0.603744E+02   0.341706E+06   0.124966E+03
   891   0.197485E+04   0.225241E+02   0.610083E+02   0.341028E+06   0.124086E+03
   892   0.196219E+04   0.228379E+02   0.616077E+02   0.340353E+06   0.123206E+03
   893   0.194948E+04   0.231539E+02   0.621728E+02   0.339679E+06   0.122323E+03
   894   0.193674E+04   0.234717E+02   0.627035E+02   0.339007E+06   0.121440E+03
   895   0.192397E+04   0.237914E+02   0.631997E+02   0.338336E+06   0.120555E+03
   896   0.191117E+04   0.241127E+02   0.636613E+02   0.337667E+06   0.119669E+03
   897   0.189835E+04   0.244355E+02   0.640882E+02   0.337000E+06   0.118782E+03
   898   0.188551E+04   0.247596E+02   0.644803E+02   0.336335E+06   0.117894E+03
   899   0.187266E+04   0.250848E+02   0.648376E+02   0.335671E+06   0.117005E+03
   900   0.185980E+04   0.254111E+02   0.651600E+02   0.335009E+06   0.116115E+03
   901   0.184693E+04   0.257382E+02   0.654474E+02   0.334349E+06   0.115225E+03
   902   0.183407E+04   0.260661E+02   0.656998E+02   0.333690E+06   0.114334E+03
   903   0.182120E+04   0.263946E+02   0.659171E+02   0.333033E+06   0.113442E+03
   904   0.180835E+04   0.267237E+02   0.660992E+02   0.332378E+06   0.112550E+03
   905   0.179550E+04   0.270531E+02   0.662463E+02   0.331724E+06   0.111657E+03
   906   0.178267E+04   0.273828E+02   0.663581E+02   0.331072E+06   0.110764E+03
   907   0.176986E+04   0.277126E+02   0.664346E+02   0.330421E+06   0.109870E+03
   908   0.175707E+04   0.280424E+02   0.664761E+02   0.329772E+06   0.108977E+03
   909   0.174431E+04   0.283721E+02   0.664826E+02   0.329125E+06   0.108083E+03
   910   0.173157E+04   0.287016E+02   0.664542E+02   0.328480E+06   0.107189E+03
   911   0.171887E+04   0.290308E+02   0.663910E+02   0.327836E+06   0.106296E+03
   912   0.170620E+04   0.293595E+02   0.662932E+02   0.327194E+06   0.105402E+03
   913   0.169358E+04   0.296877E+02   0.661610E+02   0.326553E+06   0.104509E+03
   914   0.168099E+04   0.300151E+02   0.659945E+02   0.325914E+06   0.103615E+03
   915   0.166845E+04   0.303417E+02   0.657937E+02   0.325276E+06   0.102723E+03
   916   0.165596E+04   0.306675E+02   0.655590E+02   0.324640E+06   0.101830E+03
   917   0.164351E+04   0.309920E+02   0.652905E+02   0.324006E+06   0.100938E+03
   918   0.163112E+04   0.313154E+02   0.649884E+02   0.323374E+06   0.100047E+03
   919   0.161878E+04   0.316373E+02   0.646529E+02   0.322742E+06   0.991564E+02
   920   0.160651E+04   0.319578E+02   0.642842E+02   0.322113E+06   0.982666E+02
   921   0.159429E+04   0.322766E+02   0.638825E+02   0.321485E+06   0.973776E+02
   922   0.158213E+04   0.325937E+02   0.634482E+02   0.320858E+06   0.964895E+02
   923   0.157006E+04   0.329089E+02   0.629816E+02   0.320234E+06   0.956023E+02
   924   0.155804E+04   0.332221E+02   0.624832E+02   0.319610E+06   0.947163E+02
   925   0.154611E+04   0.335331E+02   0.619534E+02   0.318989E+06   0.938314E+02
   926   0.153425E+04   0.338420E+02   0.613926E+02   0.318368E+06   0.929478E+02
   927   0.152247E+04   0.341484E+02   0.608012E+02   0.317750E+06   0.920654E+02
   928   0.151079E+04   0.344523E+02   0.601795E+02   0.317133E+06   0.911845E+02
   929   0.149919E+04   0.347537E+02   0.595280E+02   0.316517E+06   0.903050E+02
   930   0.148768E+04   0.350522E+02   0.588469E+02   0.315903E+06   0.894270E+02
   931   0.147627E+04   0.353479E+02   0.581367E+02   0.315291E+06   0.885507E+02
   932   0.146495E+04   0.356406E+02   0.573975E+02   0.314680E+06   0.876762E+02
   933   0.145374E+04   0.359302E+02   0.566299E+02   0.314070E+06   0.868034E+02
   934   0.144262E+04   0.362165E+02   0.558341E+02   0.313462E+06   0.859324E+02
   935   0.143161E+04   0.364994E+02   0.550105E+02   0.312856E+06   0.850635E+02
   936   0.142070E+04   0.367787E+02   0.541594E+02   0.312251E+06   0.841965E+02
   937   0.140991E+04   0.370544E+02   0.532814E+02   0.311647E+06   0.833317E+02
   938   0.139922E+04   0.373264E+02   0.523769E+02   0.311045E+06   0.824690E+02
   939   0.138865E+04   0.375944E+02   0.514463E+02   0.310445E+06   0.816087E+02
   940   0.137820E+04   0.378584E+02   0.504902E+02   0.309846E+06   0.807506E+02
   941   0.136786E+04   0.381184E+02   0.495088E+02   0.309248E+06   0.798950E+02
   942   0.135765E+04   0.383742E+02   0.485027E+02   0.308652E+06   0.790420E+02
   943   0.134756E+04   0.386255E+02   0.474724E+02   0.308057E+06   0.781915E+02
   944   0.133759E+04   0.388725E+02   0.464185E+02   0.307464E+06   0.773437E+02
   945   0.132775E+04   0.391149E+02   0.453415E+02   0.306872E+06   0.764986E+02
   946   0.131804E+04   0.393527E+02   0.442418E+02   0.306282E+06   0.756563E+02
   947   0.130847E+04   0.395857E+02   0.431202E+02   0.305693E+06   0.748170E+02
   948   0.129903E+04   0.398140E+02   0.419771E+02   0.305106E+06   0.739807E+02
   949   0.128972E+04   0.400373E+02   0.408130E+02   0.304520E+06   0.731474E+02
   950   0.128055E+04   0.402556E+02   0.396286E+02   0.303935E+06   0.723173E+02
   951   0.127153E+04   0.404688E+02   0.384242E+02   0.303352E+06   0.714904E+02
   952   0.126264E+04   0.406767E+02   0.372005E+02   0.302770E+06   0.706668E+02
   953   0.125390E+04   0.408794E+02   0.359579E+02   0.302190E+06   0.698464E+02
   954   0.124529E+04   0.410767E+02   0.346970E+02   0.301611E+06   0.690294E+02
   955   0.123683E+04   0.412684E+02   0.334181E+02   0.301034E+06   0.682158E+02
   956   0.122852E+04   0.414547E+02   0.321220E+02   0.300458E+06   0.674056E+02
   957   0.122036E+04   0.416353E+02   0.308090E+02   0.299883E+06   0.665989E+02
   958   0.121235E+04   0.418103E+02   0.294800E+02   0.299310E+06   0.657956E+02
   959   0.120448E+04   0.419795E+02   0.281357E+02   0.298738E+06   0.649959E+02
   960   0.119677E+04   0.421431E+02   0.267765E+02   0.298167E+06   0.641997E+02
   961   0.118921E+04   0.423009E+02   0.254033E+02   0.297598E+06   0.634071E+02
   962   0.118181E+04   0.424529E+02   0.240166E+02   0.297030E+06   0.626181E+02
   963   0.117456E+04   0.425990E+02   0.226172E+02   0.296464E+06   0.618328E+02
   964   0.116747E+04   0.427392E+02   0.212055E+02   0.295899E+06   0.610512E+02
   965   0.116053E+04   0.428735E+02   0.197822E+02   0.295335E+06   0.602734E+02
   966   0.115375E+04   0.430017E+02   0.183479E+02   0.294773E+06   0.594993E+02
   967   0.114713E+04   0.431239E+02   0.169031E+02   0.294212E+06   0.587291E+02
   968   0.114066E+04   0.432399E+02   0.154485E+02   0.293652E+06   0.579627E+02
   969   0.113436E+04   0.433498E+02   0.139845E+02   0.293094E+06   0.572001E+02
   970   0.112822E+04   0.434533E+02   0.125118E+02   0.292537E+06   0.564415E+02
   971   0.112223E+04   0.435506E+02   0.110310E+02   0.291982E+06   0.556869E+02
   972   0.111640E+04   0.436416E+02   0.954276E+01   0.291427E+06   0.549363E+02
   973   0.111073E+04   0.437262E+02   0.804769E+01   0.290875E+06   0.541897E+02
   974   0.110523E+04   0.438046E+02   0.654644E+01   0.290323E+06   0.534471E+02
   975   0.109988E+04   0.438765E+02   0.503976E+01   0.289773E+06   0.527087E+02
   976   0.109469E+04   0.439421E+02   0.352811E+01   0.289224E+06   0.519744E+02
   977   0.108966E+04   0.440011E+02   0.201233E+01   0.288676E+06   0.512443E+02
   978   0.108480E+04   0.440538E+02   0.492860E+00   0.288130E+06   0.505184E+02
   979   0.108009E+04   0.441001E+02  -0.102958E+01   0.287585E+06   0.497968E+02
   980   0.107555E+04   0.441399E+02  -0.255440E+01   0.287042E+06   0.490794E+02
   981   0.107116E+04   0.441733E+02  -0.408102E+01   0.286499E+06   0.483664E+02
   982   0.106693E+04   0.442002E+02  -0.560880E+01   0.285958E+06   0.476577E+02
   983   0.106286E+04   0.442207E+02  -0.713713E+01   0.285418E+06   0.469534E+02
   984   0.105895E+04   0.442348E+02  -0.866543E+01   0.284880E+06   0.462536E+02
   985   0.105519E+04   0.442424E+02  -0.101931E+02   0.284343E+06   0.455582E+02
   986   0.105159E+04   0.442435E+02  -0.117197E+02   0.283807E+06   0.448674E+02
   987   0.104816E+04   0.442381E+02  -0.132445E+02   0.283272E+06   0.441810E+02
   988   0.104487E+04   0.442262E+02  -0.147671E+02   0.282739E+06   0.434993E+02
   989   0.104175E+04   0.442079E+02  -0.162869E+02   0.282207E+06   0.428222E+02
   990   0.103877E+04   0.441829E+02  -0.178033E+02   0.281676E+06   0.421497E+02
   991   0.103595E+04   0.441514E+02  -0.193159E+02   0.281147E+06   0.414819E+02
   992   0.103329E+04   0.441134E+02  -0.208239E+02   0.280619E+06   0.408189E+02
   993   0.103078E+04   0.440689E+02  -0.223266E+02   0.280092E+06   0.401606E+02
   994   0.102842E+04   0.440179E+02  -0.238234E+02   0.279566E+06   0.395071E+02
   995   0.102621E+04   0.439605E+02  -0.253138E+02   0.279041E+06   0.388585E+02
   996   0.102416E+04   0.438968E+02  -0.267968E+02   0.278518E+06   0.382147E+02
   997   0.102225E+04   0.438266E+02  -0.282720E+02   0.277996E+06   0.375758E+02
   998   0.102050E+04   0.437500E+02  -0.297387E+02   0.277475E+06   0.369419E+02
   999   0.101888E+04   0.436671E+02  -0.311960E+02   0.276956E+06   0.363130E+02
  1000   0.101742E+04   0.435779E+02  -0.326433E+02   0.276438E+06   0.356890E+02
  1001   0.101610E+04   0.434824E+02  -0.340799E+02   0.275921E+06   0.350702E+02
  1002   0.101492E+04   0.433806E+02  -0.355050E+02   0.275405E+06   0.344564E+02
  1003   0.101388E+04   0.432725E+02  -0.369181E+02   0.274890E+06   0.338477E+02
  1004   0.101298E+04   0.431580E+02  -0.383184E+02   0.274377E+06   0.332441E+02
  1005   0.101220E+04   0.430374E+02  -0.397054E+02   0.273865E+06   0.326456E+02
  1006   0.101157E+04   0.429106E+02  -0.410786E+02   0.273354E+06   0.320522E+02
  1007   0.101107E+04   0.427778E+02  -0.424379E+02   0.272844E+06   0.314640E+02
  1008   0.101070E+04   0.426393E+02  -0.437830E+02   0.272335E+06   0.308810E+02
  1009   0.101046E+04   0.424951E+02  -0.451135E+02   0.271828E+06   0.303032E+02
  1010   0.101034E+04   0.423455E+02  -0.464293E+02   0.271322E+06   0.297306E+02
  1011   0.101035E+04   0.421906E+02  -0.477299E+02   0.270817E+06   0.291632E+02
  1012   0.101048E+04   0.420305E+02  -0.490152E+02   0.270313E+06   0.286011E+02
  1013   0.101073E+04   0.418651E+02  -0.502849E+02   0.269810E+06   0.280442E+02
  1014   0.101112E+04   0.416946E+02  -0.515383E+02   0.269309E+06   0.274926E+02
  1015   0.101161E+04   0.415188E+02  -0.527752E+02   0.268809E+06   0.269463E+02
  1016   0.101223E+04   0.413376E+02  -0.539951E+02   0.268310E+06   0.264053E+02
  1017   0.101297E+04   0.411511E+02  -0.551978E+02   0.267812E+06   0.258696E+02
  1018   0.101382E+04   0.409590E+02  -0.563826E+02   0.267315E+06   0.253392E+02
  1019   0.101479E+04   0.407616E+02  -0.575492E+02   0.266820E+06   0.248143E+02
  1020   0.101587E+04   0.405588E+02  -0.586969E+02   0.266325E+06   0.242947E+02
  1021   0.101707E+04   0.403509E+02  -0.598252E+02   0.265832E+06   0.237805E+02
  1022   0.101837E+04   0.401380E+02  -0.609333E+02   0.265340E+06   0.232717E+02
  1023   0.101977E+04   0.399203E+02  -0.620205E+02   0.264849E+06   0.227683E+02
  1024   0.102127E+04   0.396980E+02  -0.630864E+02   0.264360E+06   0.222704E+02
  1025   0.102286E+04   0.394712E+02  -0.641300E+02   0.263871E+06   0.217780E+02
  1026   0.102455E+04   0.392401E+02  -0.651509E+02   0.263384E+06   0.212910E+02
  1027   0.102633E+04   0.390048E+02  -0.661492E+02   0.262897E+06   0.208095E+02
  1028   0.102819E+04   0.387654E+02  -0.671248E+02   0.262412E+06   0.203336E+02
  1029   0.103015E+04   0.385219E+02  -0.680780E+02   0.261928E+06   0.198631E+02
  1030   0.103219E+04   0.382743E+02  -0.690087E+02   0.261445E+06   0.193983E+02
  1031   0.103432E+04   0.380229E+02  -0.699173E+02   0.260964E+06   0.189389E+02
  1032   0.103653E+04   0.377676E+02  -0.708037E+02   0.260483E+06   0.184852E+02
  1033   0.103883E+04   0.375085E+02  -0.716680E+02   0.260004E+06   0.180371E+02
  1034   0.104120E+04   0.372456E+02  -0.725097E+02   0.259525E+06   0.175946E+02
  1035   0.104366E+04   0.369793E+02  -0.733282E+02   0.259048E+06   0.171577E+02
  1036   0.104619E+04   0.367097E+02  -0.741229E+02   0.258572E+06   0.167265E+02
  1037   0.104878E+04   0.364368E+02  -0.748932E+02   0.258097E+06   0.163009E+02
  1038   0.105145E+04   0.361608E+02  -0.756386E+02   0.257623E+06   0.158810E+02
  1039   0.105417E+04   0.358820E+02  -0.763585E+02   0.257150E+06   0.154669E+02
  1040   0.105695E+04   0.356002E+02  -0.770523E+02   0.256678E+06   0.150584E+02
  1041   0.105979E+04   0.353158E+02  -0.777200E+02   0.256208E+06   0.146557E+02
  1042   0.106269E+04   0.350286E+02  -0.783615E+02   0.255738E+06   0.142587E+02
  1043   0.106563E+04   0.347388E+02  -0.789767E+02   0.255270E+06   0.138675E+02
  1044   0.106862E+04   0.344463E+02  -0.795661E+02   0.254803E+06   0.134821E+02
  1045   0.107167E+04   0.341512E+02  -0.801291E+02   0.254337E+06   0.131025E+02
  1046   0.107475E+04   0.338536E+02  -0.806665E+02   0.253871E+06   0.127287E+02
  1047   0.107789E+04   0.335534E+02  -0.811775E+02   0.253407E+06   0.123607E+02
  1048   0.108106E+04   0.332509E+02  -0.816623E+02   0.252944E+06   0.119986E+02
  1049   0.108427E+04   0.329464E+02  -0.821201E+02   0.252483E+06   0.116424E+02
  1050   0.108752E+04   0.326399E+02  -0.825525E+02   0.252022E+06   0.112921E+02
  1051   0.109080E+04   0.323318E+02  -0.829587E+02   0.251562E+06   0.109476E+02
  1052   0.109411E+04   0.320221E+02  -0.833382E+02   0.251103E+06   0.106091E+02
  1053   0.109744E+04   0.317113E+02  -0.836909E+02   0.250646E+06   0.102764E+02
  1054   0.110081E+04   0.313993E+02  -0.840170E+02   0.250189E+06   0.994950E+01
  1055   0.110419E+04   0.310864E+02  -0.843172E+02   0.249734E+06   0.962843E+01
  1056   0.110759E+04   0.307726E+02  -0.845909E+02   0.249279E+06   0.931313E+01
  1057   0.111100E+04   0.304579E+02  -0.848373E+02   0.248826E+06   0.900358E+01
  1058   0.111443E+04   0.301426E+02  -0.850581E+02   0.248374E+06   0.869976E+01
  1059   0.111787E+04   0.298267E+02  -0.852518E+02   0.247922E+06   0.840163E+01
  1060   0.112132E+04   0.295103E+02  -0.854185E+02   0.247472E+06   0.810918E+01
  1061   0.112478E+04   0.291935E+02  -0.855598E+02   0.247023E+06   0.782237E+01
  1062   0.112825E+04   0.288764E+02  -0.856733E+02   0.246575E+06   0.754118E+01
  1063   0.113172E+04   0.285591E+02  -0.857616E+02   0.246128E+06   0.726558E+01
  1064   0.113519E+04   0.282417E+02  -0.858231E+02   0.245682E+06   0.699555E+01
  1065   0.113865E+04   0.279243E+02  -0.858579E+02   0.245237E+06   0.673107E+01
  1066   0.114211E+04   0.276071E+02  -0.858675E+02   0.244793E+06   0.647210E+01
  1067   0.114556E+04   0.272901E+02  -0.858506E+02   0.244350E+06   0.621862E+01
  1068   0.114901E+04   0.269735E+02  -0.858079E+02   0.243908E+06   0.597060E+01
  1069   0.115244E+04   0.266573E+02  -0.857395E+02   0.243467E+06   0.572802E+01
  1070   0.115586E+04   0.263418E+02  -0.856455E+02   0.243027E+06   0.549086E+01
  1071   0.115926E+04   0.260270E+02  -0.855259E+02   0.242588E+06   0.525908E+01
  1072   0.116265E+04   0.257130E+02  -0.853816E+02   0.242150E+06   0.503266E+01
  1073   0.116601E+04   0.254001E+02  -0.852118E+02   0.241713E+06   0.481157E+01
  1074   0.116934E+04   0.250883E+02  -0.850174E+02   0.241277E+06   0.459580E+01
  1075   0.117265E+04   0.247777E+02  -0.847985E+02   0.240842E+06   0.438530E+01
  1076   0.117594E+04   0.244685E+02  -0.845543E+02   0.240408E+06   0.418006E+01
  1077   0.117920E+04   0.241607E+02  -0.842864E+02   0.239976E+06   0.398005E+01
  1078   0.118243E+04   0.238545E+02  -0.839948E+02   0.239544E+06   0.378525E+01
  1079   0.118561E+04   0.235501E+02  -0.836790E+02   0.239113E+06   0.359562E+01
  1080   0.118877E+04   0.232474E+02  -0.833404E+02   0.238683E+06   0.341115E+01
  1081   0.119188E+04   0.229468E+02  -0.829777E+02   0.238254E+06   0.323180E+01
  1082   0.119496E+04   0.226481E+02  -0.825923E+02   0.237826E+06   0.305755E+01
  1083   0.119799E+04   0.223516E+02  -0.821844E+02   0.237399E+06   0.288837E+01
  1084   0.120098E+04   0.220573E+02  -0.817539E+02   0.236973E+06   0.272425E+01
  1085   0.120392E+04   0.217655E+02  -0.813018E+02   0.236548E+06   0.256515E+01
  1086   0.120681E+04   0.214760E+02  -0.808266E+02   0.236124E+06   0.241104E+01
  1087   0.120965E+04   0.211891E+02  -0.803305E+02   0.235701E+06   0.226190E+01
  1088   0.121244E+04   0.209049E+02  -0.798130E+02   0.235279E+06   0.211771E+01
  1089   0.121517E+04   0.206235E+02  -0.792740E+02   0.234858E+06   0.197843E+01
  1090   0.121784E+04   0.203449E+02  -0.787144E+02   0.234438E+06   0.184405E+01
  1091   0.122046E+04   0.200693E+02  -0.781350E+02   0.234019E+06   0.171454E+01
  1092   0.122301E+04   0.197968E+02  -0.775351E+02   0.233601E+06   0.158986E+01
  1093   0.122550E+04   0.195276E+02  -0.769163E+02   0.233184E+06   0.147000E+01
  1094   0.122793E+04   0.192616E+02  -0.762778E+02   0.232767E+06   0.135493E+01
  1095   0.123030E+04   0.189992E+02  -0.756213E+02   0.232352E+06   0.124462E+01
  1096   0.123259E+04   0.187402E+02  -0.749460E+02   0.231938E+06   0.113904E+01
  1097   0.123483E+04   0.184849E+02  -0.742528E+02   0.231524E+06   0.103818E+01
  1098   0.123699E+04   0.182333E+02  -0.735425E+02   0.231112E+06   0.942000E+00
  1099   0.123908E+04   0.179856E+02  -0.728151E+02   0.230700E+06   0.850479E+00
  1100   0.124110E+04   0.177418E+02  -0.720714E+02   0.230290E+06   0.763591E+00
