#    L    TT             EE             TE             PP             TP          
  1102   0.124491E+04   0.172660E+02  -0.705347E+02   0.229471E+06   0.603621E+00
  1103   0.124669E+04   0.170343E+02  -0.697425E+02   0.229063E+06   0.530504E+00
  1104   0.124841E+04   0.168068E+02  -0.689355E+02   0.228657E+06   0.461943E+00
  1105   0.125004E+04   0.165836E+02  -0.681138E+02   0.228251E+06   0.397923E+00
  1106   0.125159E+04   0.163647E+02  -0.672778E+02   0.227846E+06   0.338426E+00
  1107   0.125307E+04   0.161501E+02  -0.664279E+02   0.227442E+06   0.283435E+00
  1108   0.125445E+04   0.159401E+02  -0.655646E+02   0.227038E+06   0.232935E+00
  1109   0.125576E+04   0.157346E+02  -0.646882E+02   0.226636E+06   0.186908E+00
  1110   0.125698E+04   0.155337E+02  -0.637993E+02   0.226235E+06   0.145337E+00
  1111   0.125812E+04   0.153375E+02  -0.628983E+02   0.225834E+06   0.108207E+00
  1112   0.125917E+04   0.151460E+02  -0.619854E+02   0.225435E+06   0.755002E-01
  1113   0.126014E+04   0.149592E+02  -0.610615E+02   0.225036E+06   0.472002E-01
  1114   0.126102E+04   0.147774E+02  -0.601267E+02   0.224638E+06   0.232904E-01
  1115   0.126182E+04   0.146004E+02  -0.591815E+02   0.224242E+06   0.375409E-02
  1116   0.126252E+04   0.144284E+02  -0.582265E+02   0.223846E+06  -0.114253E-01
  1117   0.126314E+04   0.142613E+02  -0.572620E+02   0.223451E+06  -0.222644E-01
  1118   0.126367E+04   0.140993E+02  -0.562885E+02   0.223057E+06  -0.287798E-01
  1119   0.126411E+04   0.139424E+02  -0.553066E+02   0.222663E+06  -0.309883E-01
  1120   0.126445E+04   0.137905E+02  -0.543164E+02   0.222271E+06  -0.289064E-01
  1121   0.126471E+04   0.136439E+02  -0.533187E+02   0.221880E+06  -0.225508E-01
  1122   0.126487E+04   0.135024E+02  -0.523138E+02   0.221489E+06  -0.119382E-01
  1123   0.126494E+04   0.133662E+02  -0.513022E+02   0.221099E+06   0.291490E-02
  1124   0.126493E+04   0.132353E+02  -0.502843E+02   0.220711E+06   0.219918E-01
  1125   0.126482E+04   0.131096E+02  -0.492605E+02   0.220323E+06   0.452758E-01
  1126   0.126460E+04   0.129893E+02  -0.482316E+02   0.219936E+06   0.727504E-01
  1127   0.126430E+04   0.128743E+02  -0.471979E+02   0.219549E+06   0.104399E+00
  1128   0.126391E+04   0.127648E+02  -0.461601E+02   0.219164E+06   0.140205E+00
  1129   0.126342E+04   0.126607E+02  -0.451185E+02   0.218780E+06   0.180151E+00
  1130   0.126285E+04   0.125621E+02  -0.440738E+02   0.218396E+06   0.224221E+00
  1131   0.126218E+04   0.124689E+02  -0.430264E+02   0.218013E+06   0.272399E+00
  1132   0.126142E+04   0.123812E+02  -0.419769E+02   0.217631E+06   0.324667E+00
  1133   0.126056E+04   0.122990E+02  -0.409257E+02   0.217250E+06   0.381009E+00
  1134   0.125961E+04   0.122224E+02  -0.398732E+02   0.216870E+06   0.441409E+00
  1135   0.125858E+04   0.121512E+02  -0.388200E+02   0.216491E+06   0.505849E+00
  1136   0.125745E+04   0.120856E+02  -0.377664E+02   0.216113E+06   0.574314E+00
  1137   0.125622E+04   0.120256E+02  -0.367130E+02   0.215735E+06   0.646786E+00
  1138   0.125491E+04   0.119710E+02  -0.356603E+02   0.215358E+06   0.723249E+00
  1139   0.125351E+04   0.119220E+02  -0.346086E+02   0.214982E+06   0.803686E+00
  1140   0.125200E+04   0.118785E+02  -0.335585E+02   0.214607E+06   0.888081E+00
  1141   0.125042E+04   0.118405E+02  -0.325106E+02   0.214233E+06   0.976416E+00
  1142   0.124874E+04   0.118080E+02  -0.314653E+02   0.213860E+06   0.106868E+01
  1143   0.124697E+04   0.117811E+02  -0.304230E+02   0.213487E+06   0.116484E+01
  1144   0.124511E+04   0.117597E+02  -0.293844E+02   0.213116E+06   0.126490E+01
  1145   0.124316E+04   0.117438E+02  -0.283498E+02   0.212745E+06   0.136884E+01
  1146   0.124112E+04   0.117333E+02  -0.273198E+02   0.212375E+06   0.147663E+01
  1147   0.123900E+04   0.117284E+02  -0.262948E+02   0.212005E+06   0.158826E+01
  1148   0.123678E+04   0.117289E+02  -0.252752E+02   0.211637E+06   0.170371E+01
  1149   0.123448E+04   0.117347E+02  -0.242616E+02   0.211269E+06   0.182298E+01
  1150   0.123209E+04   0.117459E+02  -0.232544E+02   0.210903E+06   0.194603E+01
  1151   0.122962E+04   0.117626E+02  -0.222539E+02   0.210537E+06   0.207285E+01
  1152   0.122707E+04   0.117845E+02  -0.212608E+02   0.210172E+06   0.220334E+01
  1153   0.122443E+04   0.118118E+02  -0.202753E+02   0.209807E+06   0.233740E+01
  1154   0.122171E+04   0.118443E+02  -0.192978E+02   0.209444E+06   0.247494E+01
  1155   0.121890E+04   0.118820E+02  -0.183288E+02   0.209081E+06   0.261585E+01
  1156   0.121602E+04   0.119250E+02  -0.173686E+02   0.208719E+06   0.276004E+01
  1157   0.121305E+04   0.119731E+02  -0.164176E+02   0.208358E+06   0.290739E+01
  1158   0.121001E+04   0.120264E+02  -0.154763E+02   0.207998E+06   0.305782E+01
  1159   0.120690E+04   0.120847E+02  -0.145450E+02   0.207638E+06   0.321122E+01
  1160   0.120370E+04   0.121481E+02  -0.136241E+02   0.207280E+06   0.336749E+01
  1161   0.120044E+04   0.122165E+02  -0.127139E+02   0.206922E+06   0.352654E+01
  1162   0.119710E+04   0.122898E+02  -0.118148E+02   0.206564E+06   0.368825E+01
  1163   0.119369E+04   0.123680E+02  -0.109270E+02   0.206208E+06   0.385254E+01
  1164   0.119021E+04   0.124511E+02  -0.100510E+02   0.205853E+06   0.401929E+01
  1165   0.118666E+04   0.125389E+02  -0.918712E+01   0.205498E+06   0.418842E+01
  1166   0.118303E+04   0.126314E+02  -0.833566E+01   0.205144E+06   0.435981E+01
  1167   0.117934E+04   0.127287E+02  -0.749691E+01   0.204791E+06   0.453338E+01
  1168   0.117558E+04   0.128305E+02  -0.667127E+01   0.204438E+06   0.470901E+01
  1169   0.117176E+04   0.129369E+02  -0.585899E+01   0.204087E+06   0.488661E+01
  1170   0.116788E+04   0.130477E+02  -0.506039E+01   0.203736E+06   0.506608E+01
  1171   0.116393E+04   0.131630E+02  -0.427587E+01   0.203386E+06   0.524732E+01
  1172   0.115993E+04   0.132827E+02  -0.350562E+01   0.203036E+06   0.543023E+01
  1173   0.115587E+04   0.134065E+02  -0.275003E+01   0.202688E+06   0.561470E+01
  1174   0.115174E+04   0.135347E+02  -0.200939E+01   0.202340E+06   0.580064E+01
  1175   0.114756E+04   0.136670E+02  -0.128392E+01   0.201993E+06   0.598795E+01
  1176   0.114333E+04   0.138033E+02  -0.573904E+00   0.201647E+06   0.617652E+01
  1177   0.113905E+04   0.139436E+02   0.120414E+00   0.201301E+06   0.636626E+01
  1178   0.113471E+04   0.140878E+02   0.798751E+00   0.200956E+06   0.655707E+01
  1179   0.113032E+04   0.142359E+02   0.146086E+01   0.200612E+06   0.674884E+01
  1180   0.112589E+04   0.143877E+02   0.210646E+01   0.200269E+06   0.694147E+01
  1181   0.112140E+04   0.145431E+02   0.273534E+01   0.199927E+06   0.713487E+01
  1182   0.111687E+04   0.147022E+02   0.334726E+01   0.199585E+06   0.732894E+01
  1183   0.111230E+04   0.148647E+02   0.394198E+01   0.199244E+06   0.752357E+01
  1184   0.110769E+04   0.150307E+02   0.451930E+01   0.198903E+06   0.771866E+01
  1185   0.110303E+04   0.151999E+02   0.507896E+01   0.198564E+06   0.791412E+01
  1186   0.109833E+04   0.153724E+02   0.562075E+01   0.198225E+06   0.810984E+01
  1187   0.109360E+04   0.155480E+02   0.614445E+01   0.197887E+06   0.830572E+01
  1188   0.108883E+04   0.157267E+02   0.664990E+01   0.197550E+06   0.850167E+01
  1189   0.108403E+04   0.159083E+02   0.713693E+01   0.197213E+06   0.869757E+01
  1190   0.107919E+04   0.160928E+02   0.760538E+01   0.196877E+06   0.889334E+01
  1191   0.107433E+04   0.162799E+02   0.805512E+01   0.196542E+06   0.908887E+01
  1192   0.106943E+04   0.164698E+02   0.848596E+01   0.196208E+06   0.928406E+01
  1193   0.106451E+04   0.166622E+02   0.889778E+01   0.195874E+06   0.947882E+01
  1194   0.105957E+04   0.168571E+02   0.929041E+01   0.195541E+06   0.967303E+01
  1195   0.105461E+04   0.170543E+02   0.966373E+01   0.195209E+06   0.986660E+01
  1196   0.104962E+04   0.172537E+02   0.100177E+02   0.194877E+06   0.100594E+02
  1197   0.104461E+04   0.174554E+02   0.103521E+02   0.194547E+06   0.102514E+02
  1198   0.103959E+04   0.176589E+02   0.106669E+02   0.194217E+06   0.104425E+02
  1199   0.103455E+04   0.178646E+02   0.109619E+02   0.193887E+06   0.106325E+02
  1200   0.102950E+04   0.180719E+02   0.112371E+02   0.193559E+06   0.108214E+02
  1201   0.102444E+04   0.182811E+02   0.114924E+02   0.193231E+06   0.110090E+02
  1202   0.101936E+04   0.184918E+02   0.117278E+02   0.192903E+06   0.111952E+02
  1203   0.101428E+04   0.187041E+02   0.119432E+02   0.192577E+06   0.113800E+02
  1204   0.100919E+04   0.189179E+02   0.121385E+02   0.192251E+06   0.115631E+02
  1205   0.100409E+04   0.191329E+02   0.123139E+02   0.191926E+06   0.117444E+02
  1206   0.998993E+03   0.193493E+02   0.124692E+02   0.191601E+06   0.119239E+02
  1207   0.993890E+03   0.195667E+02   0.126044E+02   0.191277E+06   0.121013E+02
  1208   0.988791E+03   0.197852E+02   0.127196E+02   0.190954E+06   0.122766E+02
  1209   0.983697E+03   0.200047E+02   0.128148E+02   0.190632E+06   0.124495E+02
  1210   0.978599E+03   0.202250E+02   0.128899E+02   0.190310E+06   0.126201E+02
  1211   0.973506E+03   0.204461E+02   0.129451E+02   0.189989E+06   0.127881E+02
  1212   0.968424E+03   0.206679E+02   0.129804E+02   0.189669E+06   0.129534E+02
  1213   0.963345E+03   0.208902E+02   0.129959E+02   0.189349E+06   0.131159E+02
  1214   0.958279E+03   0.211131E+02   0.129915E+02   0.189030E+06   0.132754E+02
  1215   0.953231E+03   0.213363E+02   0.129673E+02   0.188712E+06   0.134319E+02
  1216   0.948186E+03   0.215597E+02   0.129235E+02   0.188395E+06   0.135851E+02
  1217   0.943160E+03   0.217834E+02   0.128600E+02   0.188078E+06   0.137350E+02
  1218   0.938152E+03   0.220071E+02   0.127770E+02   0.187761E+06   0.138815E+02
  1219   0.933163E+03   0.222307E+02   0.126745E+02   0.187446E+06   0.140243E+02
  1220   0.928185E+03   0.224542E+02   0.125526E+02   0.187131E+06   0.141634E+02
  1221   0.923239E+03   0.226775E+02   0.124114E+02   0.186817E+06   0.142987E+02
  1222   0.918304E+03   0.229004E+02   0.122509E+02   0.186503E+06   0.144299E+02
  1223   0.913402E+03   0.231228E+02   0.120714E+02   0.186190E+06   0.145570E+02
  1224   0.908517E+03   0.233448E+02   0.118730E+02   0.185878E+06   0.146799E+02
  1225   0.903666E+03   0.235661E+02   0.116559E+02   0.185567E+06   0.147984E+02
  1226   0.898839E+03   0.237866E+02   0.114203E+02   0.185256E+06   0.149123E+02
  1227   0.894045E+03   0.240063E+02   0.111662E+02   0.184945E+06   0.150216E+02
  1228   0.889283E+03   0.242251E+02   0.108941E+02   0.184636E+06   0.151261E+02
  1229   0.884561E+03   0.244429E+02   0.106040E+02   0.184327E+06   0.152257E+02
  1230   0.879871E+03   0.246597E+02   0.102960E+02   0.184019E+06   0.153203E+02
  1231   0.875213E+03   0.248751E+02   0.997037E+01   0.183711E+06   0.154097E+02
  1232   0.870595E+03   0.250894E+02   0.962741E+01   0.183404E+06   0.154937E+02
  1233   0.866023E+03   0.253021E+02   0.926711E+01   0.183098E+06   0.155724E+02
  1234   0.861483E+03   0.255134E+02   0.888982E+01   0.182792E+06   0.156454E+02
  1235   0.856990E+03   0.257230E+02   0.849560E+01   0.182487E+06   0.157128E+02
  1236   0.852536E+03   0.259310E+02   0.808474E+01   0.182182E+06   0.157743E+02
  1237   0.848129E+03   0.261371E+02   0.765743E+01   0.181879E+06   0.158299E+02
  1238   0.843767E+03   0.263414E+02   0.721396E+01   0.181576E+06   0.158793E+02
  1239   0.839452E+03   0.265437E+02   0.675454E+01   0.181273E+06   0.159226E+02
  1240   0.835184E+03   0.267438E+02   0.627944E+01   0.180971E+06   0.159594E+02
  1241   0.830968E+03   0.269418E+02   0.578894E+01   0.180670E+06   0.159898E+02
  1242   0.826807E+03   0.271376E+02   0.528333E+01   0.180369E+06   0.160136E+02
  1243   0.822691E+03   0.273309E+02   0.476282E+01   0.180069E+06   0.160306E+02
  1244   0.818628E+03   0.275219E+02   0.422760E+01   0.179770E+06   0.160408E+02
  1245   0.814619E+03   0.277102E+02   0.367809E+01   0.179471E+06   0.160439E+02
  1246   0.810670E+03   0.278960E+02   0.311453E+01   0.179173E+06   0.160399E+02
  1247   0.806774E+03   0.280790E+02   0.253719E+01   0.178876E+06   0.160286E+02
  1248   0.802939E+03   0.282592E+02   0.194636E+01   0.178579E+06   0.160099E+02
  1249   0.799156E+03   0.284364E+02   0.134233E+01   0.178283E+06   0.159837E+02
  1250   0.795441E+03   0.286107E+02   0.725387E+00   0.177987E+06   0.159498E+02
  1251   0.791778E+03   0.287820E+02   0.958809E-01   0.177692E+06   0.159081E+02
  1252   0.788176E+03   0.289500E+02  -0.545859E+00   0.177398E+06   0.158591E+02
  1253   0.784640E+03   0.291149E+02  -0.119951E+01   0.177104E+06   0.158029E+02
  1254   0.781164E+03   0.292766E+02  -0.186475E+01   0.176811E+06   0.157401E+02
  1255   0.777755E+03   0.294350E+02  -0.254124E+01   0.176518E+06   0.156709E+02
  1256   0.774411E+03   0.295901E+02  -0.322868E+01   0.176226E+06   0.155957E+02
  1257   0.771134E+03   0.297417E+02  -0.392674E+01   0.175935E+06   0.155149E+02
  1258   0.767923E+03   0.298899E+02  -0.463509E+01   0.175644E+06   0.154288E+02
  1259   0.764770E+03   0.300346E+02  -0.535341E+01   0.175354E+06   0.153377E+02
  1260   0.761698E+03   0.301758E+02  -0.608138E+01   0.175064E+06   0.152422E+02
  1261   0.758683E+03   0.303132E+02  -0.681867E+01   0.174775E+06   0.151425E+02
  1262   0.755741E+03   0.304470E+02  -0.756497E+01   0.174487E+06   0.150389E+02
  1263   0.752871E+03   0.305770E+02  -0.831996E+01   0.174199E+06   0.149319E+02
  1264   0.750065E+03   0.307034E+02  -0.908329E+01   0.173912E+06   0.148218E+02
  1265   0.747331E+03   0.308257E+02  -0.985461E+01   0.173626E+06   0.147089E+02
  1266   0.744661E+03   0.309442E+02  -0.106336E+02   0.173340E+06   0.145937E+02
  1267   0.742070E+03   0.310588E+02  -0.114198E+02   0.173054E+06   0.144764E+02
  1268   0.739550E+03   0.311695E+02  -0.122129E+02   0.172769E+06   0.143575E+02
  1269   0.737100E+03   0.312761E+02  -0.130126E+02   0.172485E+06   0.142373E+02
  1270   0.734722E+03   0.313787E+02  -0.138184E+02   0.172201E+06   0.141162E+02
  1271   0.732413E+03   0.314771E+02  -0.146301E+02   0.171918E+06   0.139945E+02
  1272   0.730182E+03   0.315715E+02  -0.154472E+02   0.171636E+06   0.138726E+02
  1273   0.728021E+03   0.316616E+02  -0.162693E+02   0.171354E+06   0.137509E+02
  1274   0.725929E+03   0.317476E+02  -0.170962E+02   0.171073E+06   0.136297E+02
  1275   0.723913E+03   0.318294E+02  -0.179274E+02   0.170792E+06   0.135093E+02
  1276   0.721971E+03   0.319069E+02  -0.187625E+02   0.170512E+06   0.133902E+02
  1277   0.720101E+03   0.319802E+02  -0.196012E+02   0.170232E+06   0.132727E+02
  1278   0.718306E+03   0.320491E+02  -0.204431E+02   0.169953E+06   0.131572E+02
  1279   0.716583E+03   0.321137E+02  -0.212879E+02   0.169674E+06   0.130440E+02
  1280   0.714933E+03   0.321739E+02  -0.221350E+02   0.169397E+06   0.129334E+02
  1281   0.713357E+03   0.322297E+02  -0.229843E+02   0.169119E+06   0.128259E+02
  1282   0.711854E+03   0.322810E+02  -0.238353E+02   0.168842E+06   0.127219E+02
  1283   0.710423E+03   0.323280E+02  -0.246876E+02   0.168566E+06   0.126216E+02
  1284   0.709065E+03   0.323704E+02  -0.255408E+02   0.168290E+06   0.125254E+02
  1285   0.707780E+03   0.324082E+02  -0.263946E+02   0.168015E+06   0.124337E+02
  1286   0.706568E+03   0.324416E+02  -0.272486E+02   0.167741E+06   0.123469E+02
  1287   0.705427E+03   0.324705E+02  -0.281023E+02   0.167467E+06   0.122653E+02
  1288   0.704359E+03   0.324948E+02  -0.289554E+02   0.167193E+06   0.121893E+02
  1289   0.703361E+03   0.325146E+02  -0.298075E+02   0.166920E+06   0.121192E+02
  1290   0.702437E+03   0.325299E+02  -0.306582E+02   0.166648E+06   0.120554E+02
  1291   0.701583E+03   0.325406E+02  -0.315071E+02   0.166376E+06   0.119983E+02
  1292   0.700800E+03   0.325469E+02  -0.323539E+02   0.166105E+06   0.119482E+02
  1293   0.700087E+03   0.325487E+02  -0.331980E+02   0.165834E+06   0.119055E+02
  1294   0.699446E+03   0.325459E+02  -0.340393E+02   0.165564E+06   0.118706E+02
  1295   0.698873E+03   0.325387E+02  -0.348772E+02   0.165294E+06   0.118437E+02
  1296   0.698369E+03   0.325269E+02  -0.357114E+02   0.165025E+06   0.118254E+02
  1297   0.697934E+03   0.325106E+02  -0.365416E+02   0.164757E+06   0.118158E+02
  1298   0.697567E+03   0.324898E+02  -0.373673E+02   0.164489E+06   0.118155E+02
  1299   0.697267E+03   0.324644E+02  -0.381883E+02   0.164221E+06   0.118247E+02
  1300   0.697034E+03   0.324346E+02  -0.390041E+02   0.163954E+06   0.118438E+02
  1301   0.696867E+03   0.324002E+02  -0.398144E+02   0.163688E+06   0.118731E+02
  1302   0.696766E+03   0.323615E+02  -0.406188E+02   0.163422E+06   0.119122E+02
  1303   0.696729E+03   0.323183E+02  -0.414172E+02   0.163156E+06   0.119606E+02
  1304   0.696756E+03   0.322706E+02  -0.422090E+02   0.162891E+06   0.120178E+02
  1305   0.696848E+03   0.322187E+02  -0.429941E+02   0.162627E+06   0.120834E+02
  1306   0.697002E+03   0.321623E+02  -0.437720E+02   0.162363E+06   0.121569E+02
  1307   0.697218E+03   0.321016E+02  -0.445426E+02   0.162100E+06   0.122378E+02
  1308   0.697496E+03   0.320367E+02  -0.453056E+02   0.161837E+06   0.123256E+02
  1309   0.697835E+03   0.319674E+02  -0.460606E+02   0.161575E+06   0.124198E+02
  1310   0.698234E+03   0.318938E+02  -0.468072E+02   0.161313E+06   0.125200E+02
  1311   0.698691E+03   0.318160E+02  -0.475453E+02   0.161052E+06   0.126257E+02
  1312   0.699207E+03   0.317340E+02  -0.482745E+02   0.160791E+06   0.127364E+02
  1313   0.699781E+03   0.316478E+02  -0.489945E+02   0.160531E+06   0.128516E+02
  1314   0.700410E+03   0.315575E+02  -0.497052E+02   0.160271E+06   0.129709E+02
  1315   0.701095E+03   0.314631E+02  -0.504060E+02   0.160012E+06   0.130937E+02
  1316   0.701835E+03   0.313646E+02  -0.510969E+02   0.159753E+06   0.132196E+02
  1317   0.702629E+03   0.312622E+02  -0.517776E+02   0.159495E+06   0.133481E+02
  1318   0.703475E+03   0.311558E+02  -0.524477E+02   0.159238E+06   0.134788E+02
  1319   0.704373E+03   0.310457E+02  -0.531071E+02   0.158980E+06   0.136110E+02
  1320   0.705321E+03   0.309317E+02  -0.537555E+02   0.158724E+06   0.137445E+02
  1321   0.706320E+03   0.308140E+02  -0.543926E+02   0.158468E+06   0.138786E+02
  1322   0.707368E+03   0.306926E+02  -0.550183E+02   0.158212E+06   0.140129E+02
  1323   0.708463E+03   0.305676E+02  -0.556321E+02   0.157957E+06   0.141470E+02
  1324   0.709605E+03   0.304390E+02  -0.562340E+02   0.157702E+06   0.142803E+02
  1325   0.710791E+03   0.303067E+02  -0.568236E+02   0.157448E+06   0.144124E+02
  1326   0.712022E+03   0.301710E+02  -0.574008E+02   0.157194E+06   0.145427E+02
  1327   0.713297E+03   0.300319E+02  -0.579653E+02   0.156941E+06   0.146709E+02
  1328   0.714613E+03   0.298893E+02  -0.585168E+02   0.156689E+06   0.147964E+02
  1329   0.715969E+03   0.297434E+02  -0.590552E+02   0.156436E+06   0.149187E+02
  1330   0.717366E+03   0.295942E+02  -0.595804E+02   0.156185E+06   0.150374E+02
  1331   0.718800E+03   0.294419E+02  -0.600920E+02   0.155933E+06   0.151520E+02
  1332   0.720271E+03   0.292863E+02  -0.605899E+02   0.155683E+06   0.152620E+02
  1333   0.721778E+03   0.291277E+02  -0.610739E+02   0.155432E+06   0.153669E+02
  1334   0.723320E+03   0.289662E+02  -0.615438E+02   0.155183E+06   0.154663E+02
  1335   0.724894E+03   0.288016E+02  -0.619993E+02   0.154933E+06   0.155597E+02
  1336   0.726500E+03   0.286342E+02  -0.624404E+02   0.154685E+06   0.156465E+02
  1337   0.728137E+03   0.284640E+02  -0.628670E+02   0.154436E+06   0.157263E+02
  1338   0.729803E+03   0.282912E+02  -0.632787E+02   0.154188E+06   0.157987E+02
  1339   0.731497E+03   0.281156E+02  -0.636755E+02   0.153941E+06   0.158631E+02
  1340   0.733217E+03   0.279375E+02  -0.640573E+02   0.153694E+06   0.159191E+02
  1341   0.734963E+03   0.277568E+02  -0.644238E+02   0.153448E+06   0.159662E+02
  1342   0.736732E+03   0.275738E+02  -0.647749E+02   0.153202E+06   0.160039E+02
  1343   0.738524E+03   0.273883E+02  -0.651105E+02   0.152956E+06   0.160317E+02
  1344   0.740336E+03   0.272006E+02  -0.654304E+02   0.152711E+06   0.160492E+02
  1345   0.742167E+03   0.270106E+02  -0.657345E+02   0.152467E+06   0.160558E+02
  1346   0.744017E+03   0.268185E+02  -0.660226E+02   0.152223E+06   0.160511E+02
  1347   0.745883E+03   0.266243E+02  -0.662948E+02   0.151979E+06   0.160347E+02
  1348   0.747764E+03   0.264281E+02  -0.665507E+02   0.151736E+06   0.160060E+02
  1349   0.749659E+03   0.262300E+02  -0.667903E+02   0.151493E+06   0.159645E+02
  1350   0.751566E+03   0.260301E+02  -0.670137E+02   0.151251E+06   0.159098E+02
  1351   0.753484E+03   0.258284E+02  -0.672207E+02   0.151009E+06   0.158416E+02
  1352   0.755412E+03   0.256251E+02  -0.674113E+02   0.150768E+06   0.157607E+02
  1353   0.757350E+03   0.254202E+02  -0.675856E+02   0.150527E+06   0.156679E+02
  1354   0.759289E+03   0.252140E+02  -0.677435E+02   0.150287E+06   0.155641E+02
  1355   0.761240E+03   0.250063E+02  -0.678848E+02   0.150047E+06   0.154504E+02
  1356   0.763197E+03   0.247973E+02  -0.680098E+02   0.149807E+06   0.153276E+02
  1357   0.765157E+03   0.245872E+02  -0.681182E+02   0.149568E+06   0.151967E+02
  1358   0.767123E+03   0.243758E+02  -0.682101E+02   0.149330E+06   0.150586E+02
  1359   0.769086E+03   0.241634E+02  -0.682856E+02   0.149092E+06   0.149142E+02
  1360   0.771046E+03   0.239500E+02  -0.683444E+02   0.148854E+06   0.147644E+02
  1361   0.773004E+03   0.237357E+02  -0.683867E+02   0.148617E+06   0.146102E+02
  1362   0.774968E+03   0.235205E+02  -0.684125E+02   0.148380E+06   0.144525E+02
  1363   0.776921E+03   0.233045E+02  -0.684217E+02   0.148143E+06   0.142922E+02
  1364   0.778872E+03   0.230878E+02  -0.684144E+02   0.147908E+06   0.141303E+02
  1365   0.780821E+03   0.228706E+02  -0.683906E+02   0.147672E+06   0.139677E+02
  1366   0.782752E+03   0.226528E+02  -0.683504E+02   0.147437E+06   0.138053E+02
  1367   0.784682E+03   0.224345E+02  -0.682938E+02   0.147203E+06   0.136441E+02
  1368   0.786603E+03   0.222158E+02  -0.682209E+02   0.146968E+06   0.134849E+02
  1369   0.788506E+03   0.219970E+02  -0.681316E+02   0.146735E+06   0.133287E+02
  1370   0.790408E+03   0.217779E+02  -0.680262E+02   0.146501E+06   0.131764E+02
  1371   0.792285E+03   0.215586E+02  -0.679046E+02   0.146269E+06   0.130290E+02
  1372   0.794154E+03   0.213395E+02  -0.677670E+02   0.146036E+06   0.128874E+02
  1373   0.796005E+03   0.211203E+02  -0.676134E+02   0.145804E+06   0.127525E+02
  1374   0.797841E+03   0.209012E+02  -0.674440E+02   0.145573E+06   0.126253E+02
  1375   0.799652E+03   0.206824E+02  -0.672588E+02   0.145342E+06   0.125066E+02
  1376   0.801447E+03   0.204640E+02  -0.670579E+02   0.145111E+06   0.123974E+02
  1377   0.803226E+03   0.202458E+02  -0.668415E+02   0.144881E+06   0.122986E+02
  1378   0.804981E+03   0.200282E+02  -0.666096E+02   0.144651E+06   0.122112E+02
  1379   0.806713E+03   0.198111E+02  -0.663623E+02   0.144422E+06   0.121361E+02
  1380   0.808414E+03   0.195946E+02  -0.660997E+02   0.144193E+06   0.120742E+02
  1381   0.810098E+03   0.193787E+02  -0.658220E+02   0.143964E+06   0.120264E+02
  1382   0.811752E+03   0.191637E+02  -0.655292E+02   0.143736E+06   0.119937E+02
  1383   0.813375E+03   0.189494E+02  -0.652213E+02   0.143508E+06   0.119770E+02
  1384   0.814968E+03   0.187361E+02  -0.648987E+02   0.143281E+06   0.119772E+02
  1385   0.816537E+03   0.185238E+02  -0.645614E+02   0.143054E+06   0.119953E+02
  1386   0.818076E+03   0.183125E+02  -0.642099E+02   0.142828E+06   0.120321E+02
  1387   0.819576E+03   0.181025E+02  -0.638441E+02   0.142602E+06   0.120887E+02
  1388   0.821047E+03   0.178937E+02  -0.634643E+02   0.142376E+06   0.121659E+02
  1389   0.822479E+03   0.176863E+02  -0.630708E+02   0.142151E+06   0.122646E+02
  1390   0.823881E+03   0.174803E+02  -0.626636E+02   0.141926E+06   0.123859E+02
  1391   0.825246E+03   0.172758E+02  -0.622431E+02   0.141702E+06   0.125306E+02
  1392   0.826573E+03   0.170729E+02  -0.618094E+02   0.141478E+06   0.126996E+02
  1393   0.827870E+03   0.168717E+02  -0.613626E+02   0.141255E+06   0.128939E+02
  1394   0.829122E+03   0.166721E+02  -0.609030E+02   0.141031E+06   0.131144E+02
  1395   0.830329E+03   0.164744E+02  -0.604307E+02   0.140809E+06   0.133620E+02
  1396   0.831498E+03   0.162784E+02  -0.599459E+02   0.140586E+06   0.136378E+02
  1397   0.832631E+03   0.160845E+02  -0.594489E+02   0.140365E+06   0.139424E+02
  1398   0.833711E+03   0.158925E+02  -0.589398E+02   0.140143E+06   0.142771E+02
  1399   0.834755E+03   0.157026E+02  -0.584189E+02   0.139922E+06   0.146425E+02
  1400   0.835746E+03   0.155149E+02  -0.578865E+02   0.139701E+06   0.150398E+02
  1401   0.836700E+03   0.153293E+02  -0.573428E+02   0.139481E+06   0.154694E+02
  1402   0.837603E+03   0.151460E+02  -0.567880E+02   0.139261E+06   0.159308E+02
  1403   0.838462E+03   0.149650E+02  -0.562223E+02   0.139042E+06   0.164231E+02
  1404   0.839276E+03   0.147864E+02  -0.556461E+02   0.138823E+06   0.169453E+02
  1405   0.840040E+03   0.146103E+02  -0.550594E+02   0.138604E+06   0.174966E+02
  1406   0.840753E+03   0.144366E+02  -0.544625E+02   0.138386E+06   0.180760E+02
  1407   0.841414E+03   0.142655E+02  -0.538557E+02   0.138168E+06   0.186825E+02
  1408   0.842033E+03   0.140969E+02  -0.532390E+02   0.137951E+06   0.193154E+02
  1409   0.842594E+03   0.139310E+02  -0.526129E+02   0.137733E+06   0.199735E+02
  1410   0.843112E+03   0.137677E+02  -0.519776E+02   0.137517E+06   0.206561E+02
  1411   0.843573E+03   0.136072E+02  -0.513331E+02   0.137301E+06   0.213623E+02
  1412   0.843984E+03   0.134495E+02  -0.506799E+02   0.137085E+06   0.220910E+02
  1413   0.844338E+03   0.132946E+02  -0.500181E+02   0.136869E+06   0.228414E+02
