#    L    TT             EE             BB             TE             PP             TP             EP          
  1658   0.371412E+03   0.185230E+02   0.000000E+00  -0.326694E+02   0.201504E-08  -0.287158E-05   0.209102E-06
  1659   0.371903E+03   0.183930E+02   0.000000E+00  -0.328773E+02   0.201201E-08  -0.282716E-05   0.207670E-06
  1660   0.372407E+03   0.182618E+02   0.000000E+00  -0.330768E+02   0.200899E-08  -0.277623E-05   0.206125E-06
  1661   0.372923E+03   0.181294E+02   0.000000E+00  -0.332680E+02   0.200596E-08  -0.271907E-05   0.204471E-06
  1662   0.373451E+03   0.179959E+02   0.000000E+00  -0.334506E+02   0.200295E-08  -0.265593E-05   0.202712E-06
  1663   0.373990E+03   0.178614E+02   0.000000E+00  -0.336249E+02   0.199993E-08  -0.258707E-05   0.200852E-06
  1664   0.374540E+03   0.177258E+02   0.000000E+00  -0.337907E+02   0.199693E-08  -0.251278E-05   0.198895E-06
  1665   0.375100E+03   0.175893E+02   0.000000E+00  -0.339479E+02   0.199392E-08  -0.243330E-05   0.196846E-06
  1666   0.375670E+03   0.174517E+02   0.000000E+00  -0.340965E+02   0.199093E-08  -0.234889E-05   0.194709E-06
  1667   0.376248E+03   0.173134E+02   0.000000E+00  -0.342366E+02   0.198794E-08  -0.225984E-05   0.192487E-06
  1668   0.376835E+03   0.171742E+02   0.000000E+00  -0.343681E+02   0.198495E-08  -0.216639E-05   0.190186E-06
  1669   0.377428E+03   0.170341E+02   0.000000E+00  -0.344909E+02   0.198197E-08  -0.206882E-05   0.187809E-06
  1670   0.378029E+03   0.168933E+02   0.000000E+00  -0.346050E+02   0.197899E-08  -0.196738E-05   0.185360E-06
  1671   0.378636E+03   0.167518E+02   0.000000E+00  -0.347105E+02   0.197602E-08  -0.186234E-05   0.182845E-06
  1672   0.379248E+03   0.166096E+02   0.000000E+00  -0.348074E+02   0.197305E-08  -0.175397E-05   0.180266E-06
  1673   0.379865E+03   0.164668E+02   0.000000E+00  -0.348957E+02   0.197008E-08  -0.164252E-05   0.177628E-06
  1674   0.380487E+03   0.163235E+02   0.000000E+00  -0.349753E+02   0.196713E-08  -0.152827E-05   0.174935E-06
  1675   0.381112E+03   0.161797E+02   0.000000E+00  -0.350463E+02   0.196417E-08  -0.141147E-05   0.172191E-06
  1676   0.381741E+03   0.160355E+02   0.000000E+00  -0.351088E+02   0.196123E-08  -0.129240E-05   0.169401E-06
  1677   0.382372E+03   0.158911E+02   0.000000E+00  -0.351627E+02   0.195828E-08  -0.117130E-05   0.166569E-06
  1678   0.383005E+03   0.157462E+02   0.000000E+00  -0.352081E+02   0.195534E-08  -0.104846E-05   0.163699E-06
  1679   0.383640E+03   0.156011E+02   0.000000E+00  -0.352449E+02   0.195241E-08  -0.924129E-06   0.160795E-06
  1680   0.384274E+03   0.154558E+02   0.000000E+00  -0.352732E+02   0.194948E-08  -0.798573E-06   0.157861E-06
  1681   0.384910E+03   0.153103E+02   0.000000E+00  -0.352931E+02   0.194656E-08  -0.672057E-06   0.154901E-06
  1682   0.385544E+03   0.151647E+02   0.000000E+00  -0.353046E+02   0.194364E-08  -0.544845E-06   0.151921E-06
  1683   0.386177E+03   0.150191E+02   0.000000E+00  -0.353076E+02   0.194072E-08  -0.417201E-06   0.148923E-06
  1684   0.386808E+03   0.148733E+02   0.000000E+00  -0.353022E+02   0.193781E-08  -0.289389E-06   0.145912E-06
  1685   0.387436E+03   0.147277E+02   0.000000E+00  -0.352885E+02   0.193491E-08  -0.161673E-06   0.142892E-06
  1686   0.388062E+03   0.145821E+02   0.000000E+00  -0.352664E+02   0.193201E-08  -0.343162E-07   0.139868E-06
  1687   0.388683E+03   0.144365E+02   0.000000E+00  -0.352361E+02   0.192911E-08   0.924168E-07   0.136843E-06
  1688   0.389301E+03   0.142912E+02   0.000000E+00  -0.351977E+02   0.192622E-08   0.218262E-06   0.133821E-06
  1689   0.389914E+03   0.141461E+02   0.000000E+00  -0.351511E+02   0.192334E-08   0.342956E-06   0.130808E-06
  1690   0.390521E+03   0.140013E+02   0.000000E+00  -0.350964E+02   0.192046E-08   0.466234E-06   0.127807E-06
  1691   0.391121E+03   0.138569E+02   0.000000E+00  -0.350338E+02   0.191758E-08   0.587833E-06   0.124822E-06
  1692   0.391716E+03   0.137128E+02   0.000000E+00  -0.349631E+02   0.191471E-08   0.707489E-06   0.121857E-06
  1693   0.392302E+03   0.135690E+02   0.000000E+00  -0.348846E+02   0.191184E-08   0.824937E-06   0.118918E-06
  1694   0.392882E+03   0.134259E+02   0.000000E+00  -0.347983E+02   0.190898E-08   0.939914E-06   0.116006E-06
  1695   0.393451E+03   0.132832E+02   0.000000E+00  -0.347042E+02   0.190612E-08   0.105216E-05   0.113128E-06
  1696   0.394013E+03   0.131410E+02   0.000000E+00  -0.346024E+02   0.190327E-08   0.116140E-05   0.110287E-06
  1697   0.394565E+03   0.129995E+02   0.000000E+00  -0.344930E+02   0.190042E-08   0.126738E-05   0.107488E-06
  1698   0.395105E+03   0.128586E+02   0.000000E+00  -0.343759E+02   0.189758E-08   0.136983E-05   0.104734E-06
  1699   0.395635E+03   0.127184E+02   0.000000E+00  -0.342515E+02   0.189474E-08   0.146849E-05   0.102029E-06
  1700   0.396154E+03   0.125790E+02   0.000000E+00  -0.341197E+02   0.189191E-08   0.156310E-05   0.993786E-07
  1701   0.396661E+03   0.124403E+02   0.000000E+00  -0.339807E+02   0.188908E-08   0.165345E-05   0.967850E-07
  1702   0.397156E+03   0.123025E+02   0.000000E+00  -0.338344E+02   0.188625E-08   0.173956E-05   0.942473E-07
  1703   0.397638E+03   0.121657E+02   0.000000E+00  -0.336812E+02   0.188343E-08   0.182153E-05   0.917633E-07
  1704   0.398107E+03   0.120297E+02   0.000000E+00  -0.335210E+02   0.188062E-08   0.189944E-05   0.893309E-07
  1705   0.398563E+03   0.118949E+02   0.000000E+00  -0.333540E+02   0.187781E-08   0.197339E-05   0.869477E-07
  1706   0.399004E+03   0.117609E+02   0.000000E+00  -0.331802E+02   0.187500E-08   0.204345E-05   0.846117E-07
  1707   0.399432E+03   0.116280E+02   0.000000E+00  -0.329997E+02   0.187220E-08   0.210972E-05   0.823206E-07
  1708   0.399844E+03   0.114962E+02   0.000000E+00  -0.328127E+02   0.186940E-08   0.217227E-05   0.800723E-07
  1709   0.400242E+03   0.113656E+02   0.000000E+00  -0.326191E+02   0.186661E-08   0.223121E-05   0.778645E-07
  1710   0.400624E+03   0.112361E+02   0.000000E+00  -0.324192E+02   0.186382E-08   0.228662E-05   0.756952E-07
  1711   0.400991E+03   0.111078E+02   0.000000E+00  -0.322130E+02   0.186104E-08   0.233857E-05   0.735621E-07
  1712   0.401341E+03   0.109807E+02   0.000000E+00  -0.320006E+02   0.185826E-08   0.238717E-05   0.714630E-07
  1713   0.401674E+03   0.108549E+02   0.000000E+00  -0.317822E+02   0.185549E-08   0.243250E-05   0.693958E-07
  1714   0.401991E+03   0.107303E+02   0.000000E+00  -0.315577E+02   0.185272E-08   0.247464E-05   0.673582E-07
  1715   0.402290E+03   0.106071E+02   0.000000E+00  -0.313275E+02   0.184995E-08   0.251369E-05   0.653481E-07
  1716   0.402573E+03   0.104853E+02   0.000000E+00  -0.310915E+02   0.184719E-08   0.254972E-05   0.633633E-07
  1717   0.402836E+03   0.103649E+02   0.000000E+00  -0.308499E+02   0.184444E-08   0.258284E-05   0.614016E-07
  1718   0.403082E+03   0.102458E+02   0.000000E+00  -0.306030E+02   0.184169E-08   0.261312E-05   0.594608E-07
  1719   0.403310E+03   0.101283E+02   0.000000E+00  -0.303505E+02   0.183894E-08   0.264065E-05   0.575388E-07
  1720   0.403518E+03   0.100121E+02   0.000000E+00  -0.300930E+02   0.183620E-08   0.266552E-05   0.556334E-07
  1721   0.403708E+03   0.989760E+01   0.000000E+00  -0.298303E+02   0.183346E-08   0.268781E-05   0.537423E-07
  1722   0.403879E+03   0.978458E+01   0.000000E+00  -0.295626E+02   0.183073E-08   0.270762E-05   0.518634E-07
  1723   0.404029E+03   0.967322E+01   0.000000E+00  -0.292903E+02   0.182800E-08   0.272504E-05   0.499945E-07
  1724   0.404161E+03   0.956342E+01   0.000000E+00  -0.290131E+02   0.182527E-08   0.274013E-05   0.481334E-07
  1725   0.404272E+03   0.945527E+01   0.000000E+00  -0.287315E+02   0.182255E-08   0.275301E-05   0.462780E-07
  1726   0.404363E+03   0.934875E+01   0.000000E+00  -0.284455E+02   0.181984E-08   0.276375E-05   0.444260E-07
  1727   0.404433E+03   0.924401E+01   0.000000E+00  -0.281551E+02   0.181713E-08   0.277243E-05   0.425753E-07
  1728   0.404483E+03   0.914088E+01   0.000000E+00  -0.278607E+02   0.181442E-08   0.277916E-05   0.407237E-07
  1729   0.404512E+03   0.903959E+01   0.000000E+00  -0.275623E+02   0.181172E-08   0.278401E-05   0.388690E-07
  1730   0.404520E+03   0.894005E+01   0.000000E+00  -0.272600E+02   0.180902E-08   0.278707E-05   0.370090E-07
  1731   0.404506E+03   0.884226E+01   0.000000E+00  -0.269539E+02   0.180633E-08   0.278843E-05   0.351416E-07
  1732   0.404470E+03   0.874629E+01   0.000000E+00  -0.266443E+02   0.180364E-08   0.278818E-05   0.332644E-07
  1733   0.404413E+03   0.865220E+01   0.000000E+00  -0.263312E+02   0.180095E-08   0.278640E-05   0.313755E-07
  1734   0.404333E+03   0.855991E+01   0.000000E+00  -0.260147E+02   0.179827E-08   0.278318E-05   0.294725E-07
  1735   0.404231E+03   0.846948E+01   0.000000E+00  -0.256952E+02   0.179559E-08   0.277861E-05   0.275534E-07
  1736   0.404108E+03   0.838100E+01   0.000000E+00  -0.253727E+02   0.179292E-08   0.277278E-05   0.256158E-07
  1737   0.403962E+03   0.829444E+01   0.000000E+00  -0.250473E+02   0.179025E-08   0.276577E-05   0.236577E-07
  1738   0.403794E+03   0.820981E+01   0.000000E+00  -0.247194E+02   0.178759E-08   0.275767E-05   0.216768E-07
  1739   0.403603E+03   0.812716E+01   0.000000E+00  -0.243890E+02   0.178493E-08   0.274856E-05   0.196710E-07
  1740   0.403390E+03   0.804650E+01   0.000000E+00  -0.240563E+02   0.178228E-08   0.273854E-05   0.176381E-07
  1741   0.403156E+03   0.796782E+01   0.000000E+00  -0.237214E+02   0.177963E-08   0.272770E-05   0.155759E-07
  1742   0.402898E+03   0.789118E+01   0.000000E+00  -0.233846E+02   0.177698E-08   0.271611E-05   0.134821E-07
  1743   0.402618E+03   0.781650E+01   0.000000E+00  -0.230458E+02   0.177434E-08   0.270387E-05   0.113547E-07
  1744   0.402315E+03   0.774393E+01   0.000000E+00  -0.227054E+02   0.177170E-08   0.269106E-05   0.919149E-08
  1745   0.401989E+03   0.767338E+01   0.000000E+00  -0.223634E+02   0.176907E-08   0.267777E-05   0.699019E-08
  1746   0.401640E+03   0.760492E+01   0.000000E+00  -0.220200E+02   0.176644E-08   0.266409E-05   0.474867E-08
  1747   0.401268E+03   0.753847E+01   0.000000E+00  -0.216753E+02   0.176382E-08   0.265011E-05   0.246474E-08
  1748   0.400874E+03   0.747417E+01   0.000000E+00  -0.213296E+02   0.176120E-08   0.263590E-05   0.136218E-09
  1749   0.400456E+03   0.741195E+01   0.000000E+00  -0.209829E+02   0.175858E-08   0.262157E-05  -0.223908E-08
  1750   0.400016E+03   0.735178E+01   0.000000E+00  -0.206355E+02   0.175597E-08   0.260720E-05  -0.466334E-08
  1751   0.399552E+03   0.729375E+01   0.000000E+00  -0.202874E+02   0.175336E-08   0.259285E-05  -0.713781E-08
  1752   0.399066E+03   0.723784E+01   0.000000E+00  -0.199389E+02   0.175076E-08   0.257854E-05  -0.965998E-08
  1753   0.398557E+03   0.718405E+01   0.000000E+00  -0.195901E+02   0.174816E-08   0.256424E-05  -0.122264E-07
  1754   0.398025E+03   0.713236E+01   0.000000E+00  -0.192410E+02   0.174556E-08   0.254996E-05  -0.148336E-07
  1755   0.397471E+03   0.708285E+01   0.000000E+00  -0.188920E+02   0.174297E-08   0.253567E-05  -0.174782E-07
  1756   0.396894E+03   0.703543E+01   0.000000E+00  -0.185429E+02   0.174038E-08   0.252137E-05  -0.201568E-07
  1757   0.396294E+03   0.699016E+01   0.000000E+00  -0.181941E+02   0.173780E-08   0.250704E-05  -0.228658E-07
  1758   0.395672E+03   0.694697E+01   0.000000E+00  -0.178456E+02   0.173522E-08   0.249267E-05  -0.256018E-07
  1759   0.395026E+03   0.690597E+01   0.000000E+00  -0.174975E+02   0.173265E-08   0.247825E-05  -0.283614E-07
  1760   0.394360E+03   0.686708E+01   0.000000E+00  -0.171500E+02   0.173008E-08   0.246377E-05  -0.311412E-07
  1761   0.393670E+03   0.683031E+01   0.000000E+00  -0.168032E+02   0.172751E-08   0.244921E-05  -0.339377E-07
  1762   0.392958E+03   0.679566E+01   0.000000E+00  -0.164572E+02   0.172495E-08   0.243457E-05  -0.367474E-07
  1763   0.392225E+03   0.676313E+01   0.000000E+00  -0.161123E+02   0.172239E-08   0.241983E-05  -0.395669E-07
  1764   0.391470E+03   0.673270E+01   0.000000E+00  -0.157684E+02   0.171984E-08   0.240498E-05  -0.423929E-07
  1765   0.390693E+03   0.670440E+01   0.000000E+00  -0.154258E+02   0.171729E-08   0.239000E-05  -0.452217E-07
  1766   0.389896E+03   0.667820E+01   0.000000E+00  -0.150846E+02   0.171474E-08   0.237489E-05  -0.480500E-07
  1767   0.389077E+03   0.665409E+01   0.000000E+00  -0.147449E+02   0.171220E-08   0.235964E-05  -0.508743E-07
  1768   0.388238E+03   0.663209E+01   0.000000E+00  -0.144068E+02   0.170966E-08   0.234423E-05  -0.536913E-07
  1769   0.387379E+03   0.661217E+01   0.000000E+00  -0.140705E+02   0.170713E-08   0.232865E-05  -0.564973E-07
  1770   0.386499E+03   0.659432E+01   0.000000E+00  -0.137362E+02   0.170460E-08   0.231289E-05  -0.592891E-07
  1771   0.385599E+03   0.657854E+01   0.000000E+00  -0.134039E+02   0.170208E-08   0.229693E-05  -0.620632E-07
  1772   0.384680E+03   0.656481E+01   0.000000E+00  -0.130737E+02   0.169955E-08   0.228077E-05  -0.648160E-07
  1773   0.383741E+03   0.655311E+01   0.000000E+00  -0.127458E+02   0.169704E-08   0.226439E-05  -0.675442E-07
  1774   0.382782E+03   0.654345E+01   0.000000E+00  -0.124203E+02   0.169452E-08   0.224779E-05  -0.702443E-07
  1775   0.381805E+03   0.653579E+01   0.000000E+00  -0.120973E+02   0.169201E-08   0.223094E-05  -0.729130E-07
  1776   0.380808E+03   0.653015E+01   0.000000E+00  -0.117770E+02   0.168951E-08   0.221384E-05  -0.755466E-07
  1777   0.379793E+03   0.652648E+01   0.000000E+00  -0.114593E+02   0.168701E-08   0.219647E-05  -0.781419E-07
  1778   0.378760E+03   0.652479E+01   0.000000E+00  -0.111445E+02   0.168451E-08   0.217883E-05  -0.806952E-07
  1779   0.377709E+03   0.652504E+01   0.000000E+00  -0.108327E+02   0.168202E-08   0.216090E-05  -0.832033E-07
  1780   0.376640E+03   0.652724E+01   0.000000E+00  -0.105240E+02   0.167953E-08   0.214267E-05  -0.856627E-07
  1781   0.375553E+03   0.653134E+01   0.000000E+00  -0.102185E+02   0.167704E-08   0.212413E-05  -0.880698E-07
  1782   0.374450E+03   0.653736E+01   0.000000E+00  -0.991640E+01   0.167456E-08   0.210526E-05  -0.904214E-07
  1783   0.373330E+03   0.654525E+01   0.000000E+00  -0.961763E+01   0.167209E-08   0.208606E-05  -0.927138E-07
  1784   0.372193E+03   0.655500E+01   0.000000E+00  -0.932242E+01   0.166961E-08   0.206651E-05  -0.949437E-07
  1785   0.371040E+03   0.656660E+01   0.000000E+00  -0.903089E+01   0.166714E-08   0.204659E-05  -0.971077E-07
  1786   0.369872E+03   0.658000E+01   0.000000E+00  -0.874303E+01   0.166468E-08   0.202631E-05  -0.992023E-07
  1787   0.368689E+03   0.659520E+01   0.000000E+00  -0.845912E+01   0.166222E-08   0.200564E-05  -0.101224E-06
  1788   0.367490E+03   0.661218E+01   0.000000E+00  -0.817909E+01   0.165976E-08   0.198458E-05  -0.103169E-06
  1789   0.366278E+03   0.663090E+01   0.000000E+00  -0.790320E+01   0.165730E-08   0.196311E-05  -0.105035E-06
  1790   0.365051E+03   0.665135E+01   0.000000E+00  -0.763138E+01   0.165485E-08   0.194122E-05  -0.106818E-06
  1791   0.363809E+03   0.667350E+01   0.000000E+00  -0.736383E+01   0.165241E-08   0.191890E-05  -0.108513E-06
  1792   0.362554E+03   0.669732E+01   0.000000E+00  -0.710062E+01   0.164997E-08   0.189614E-05  -0.110119E-06
  1793   0.361287E+03   0.672278E+01   0.000000E+00  -0.684188E+01   0.164753E-08   0.187292E-05  -0.111631E-06
  1794   0.360005E+03   0.674986E+01   0.000000E+00  -0.658768E+01   0.164509E-08   0.184924E-05  -0.113047E-06
  1795   0.358712E+03   0.677853E+01   0.000000E+00  -0.633806E+01   0.164266E-08   0.182507E-05  -0.114362E-06
  1796   0.357406E+03   0.680876E+01   0.000000E+00  -0.609310E+01   0.164024E-08   0.180042E-05  -0.115573E-06
  1797   0.356088E+03   0.684053E+01   0.000000E+00  -0.585300E+01   0.163782E-08   0.177526E-05  -0.116676E-06
  1798   0.354759E+03   0.687379E+01   0.000000E+00  -0.561783E+01   0.163540E-08   0.174959E-05  -0.117669E-06
  1799   0.353420E+03   0.690853E+01   0.000000E+00  -0.538750E+01   0.163298E-08   0.172339E-05  -0.118548E-06
  1800   0.352069E+03   0.694471E+01   0.000000E+00  -0.516229E+01   0.163057E-08   0.169666E-05  -0.119310E-06
  1801   0.350709E+03   0.698230E+01   0.000000E+00  -0.494218E+01   0.162816E-08   0.166939E-05  -0.119951E-06
  1802   0.349340E+03   0.702128E+01   0.000000E+00  -0.472725E+01   0.162576E-08   0.164163E-05  -0.120477E-06
  1803   0.347962E+03   0.706161E+01   0.000000E+00  -0.451757E+01   0.162336E-08   0.161347E-05  -0.120891E-06
  1804   0.346575E+03   0.710328E+01   0.000000E+00  -0.431320E+01   0.162096E-08   0.158497E-05  -0.121200E-06
  1805   0.345180E+03   0.714625E+01   0.000000E+00  -0.411418E+01   0.161857E-08   0.155619E-05  -0.121409E-06
  1806   0.343777E+03   0.719049E+01   0.000000E+00  -0.392056E+01   0.161618E-08   0.152721E-05  -0.121522E-06
  1807   0.342366E+03   0.723598E+01   0.000000E+00  -0.373238E+01   0.161380E-08   0.149810E-05  -0.121544E-06
  1808   0.340948E+03   0.728268E+01   0.000000E+00  -0.354968E+01   0.161142E-08   0.146893E-05  -0.121481E-06
  1809   0.339523E+03   0.733057E+01   0.000000E+00  -0.337254E+01   0.160904E-08   0.143976E-05  -0.121338E-06
  1810   0.338092E+03   0.737961E+01   0.000000E+00  -0.320098E+01   0.160667E-08   0.141067E-05  -0.121120E-06
  1811   0.336654E+03   0.742978E+01   0.000000E+00  -0.303503E+01   0.160430E-08   0.138172E-05  -0.120832E-06
  1812   0.335211E+03   0.748103E+01   0.000000E+00  -0.287474E+01   0.160193E-08   0.135299E-05  -0.120478E-06
  1813   0.333762E+03   0.753335E+01   0.000000E+00  -0.272012E+01   0.159957E-08   0.132455E-05  -0.120066E-06
  1814   0.332308E+03   0.758670E+01   0.000000E+00  -0.257123E+01   0.159721E-08   0.129646E-05  -0.119598E-06
  1815   0.330850E+03   0.764105E+01   0.000000E+00  -0.242808E+01   0.159486E-08   0.126880E-05  -0.119081E-06
  1816   0.329388E+03   0.769636E+01   0.000000E+00  -0.229070E+01   0.159251E-08   0.124163E-05  -0.118520E-06
  1817   0.327922E+03   0.775260E+01   0.000000E+00  -0.215912E+01   0.159016E-08   0.121502E-05  -0.117919E-06
  1818   0.326453E+03   0.780975E+01   0.000000E+00  -0.203337E+01   0.158782E-08   0.118905E-05  -0.117284E-06
  1819   0.324981E+03   0.786776E+01   0.000000E+00  -0.191346E+01   0.158548E-08   0.116378E-05  -0.116619E-06
  1820   0.323507E+03   0.792660E+01   0.000000E+00  -0.179941E+01   0.158314E-08   0.113928E-05  -0.115931E-06
  1821   0.322030E+03   0.798620E+01   0.000000E+00  -0.169123E+01   0.158081E-08   0.111562E-05  -0.115224E-06
  1822   0.320553E+03   0.804662E+01   0.000000E+00  -0.158894E+01   0.157848E-08   0.109288E-05  -0.114503E-06
  1823   0.319073E+03   0.810776E+01   0.000000E+00  -0.149256E+01   0.157616E-08   0.107111E-05  -0.113774E-06
  1824   0.317592E+03   0.816954E+01   0.000000E+00  -0.140211E+01   0.157384E-08   0.105040E-05  -0.113040E-06
  1825   0.316112E+03   0.823197E+01   0.000000E+00  -0.131756E+01   0.157152E-08   0.103081E-05  -0.112309E-06
  1826   0.314631E+03   0.829510E+01   0.000000E+00  -0.123894E+01   0.156920E-08   0.101241E-05  -0.111584E-06
  1827   0.313150E+03   0.835873E+01   0.000000E+00  -0.116623E+01   0.156689E-08   0.995268E-06  -0.110870E-06
  1828   0.311671E+03   0.842292E+01   0.000000E+00  -0.109941E+01   0.156459E-08   0.979455E-06  -0.110174E-06
  1829   0.310193E+03   0.848767E+01   0.000000E+00  -0.103850E+01   0.156229E-08   0.965042E-06  -0.109499E-06
  1830   0.308716E+03   0.855290E+01   0.000000E+00  -0.983482E+00   0.155999E-08   0.952097E-06  -0.108852E-06
  1831   0.307242E+03   0.861853E+01   0.000000E+00  -0.934348E+00   0.155769E-08   0.940690E-06  -0.108237E-06
  1832   0.305771E+03   0.868458E+01   0.000000E+00  -0.891083E+00   0.155540E-08   0.930891E-06  -0.107659E-06
  1833   0.304303E+03   0.875094E+01   0.000000E+00  -0.853676E+00   0.155311E-08   0.922770E-06  -0.107123E-06
  1834   0.302838E+03   0.881771E+01   0.000000E+00  -0.822100E+00   0.155083E-08   0.916395E-06  -0.106635E-06
  1835   0.301378E+03   0.888473E+01   0.000000E+00  -0.796343E+00   0.154854E-08   0.911837E-06  -0.106200E-06
  1836   0.299922E+03   0.895199E+01   0.000000E+00  -0.776380E+00   0.154627E-08   0.909165E-06  -0.105822E-06
  1837   0.298470E+03   0.901950E+01   0.000000E+00  -0.762200E+00   0.154399E-08   0.908449E-06  -0.105507E-06
  1838   0.297023E+03   0.908718E+01   0.000000E+00  -0.753775E+00   0.154172E-08   0.909759E-06  -0.105260E-06
  1839   0.295582E+03   0.915503E+01   0.000000E+00  -0.751080E+00   0.153946E-08   0.913163E-06  -0.105086E-06
  1840   0.294146E+03   0.922296E+01   0.000000E+00  -0.754073E+00   0.153719E-08   0.918732E-06  -0.104990E-06
  1841   0.292717E+03   0.929098E+01   0.000000E+00  -0.762721E+00   0.153493E-08   0.926536E-06  -0.104978E-06
  1842   0.291293E+03   0.935894E+01   0.000000E+00  -0.776982E+00   0.153268E-08   0.936643E-06  -0.105054E-06
  1843   0.289878E+03   0.942699E+01   0.000000E+00  -0.796823E+00   0.153042E-08   0.949123E-06  -0.105223E-06
  1844   0.288469E+03   0.949497E+01   0.000000E+00  -0.822211E+00   0.152818E-08   0.964047E-06  -0.105491E-06
  1845   0.287068E+03   0.956280E+01   0.000000E+00  -0.853096E+00   0.152593E-08   0.981483E-06  -0.105863E-06
  1846   0.285676E+03   0.963056E+01   0.000000E+00  -0.889444E+00   0.152369E-08   0.100150E-05  -0.106343E-06
  1847   0.284293E+03   0.969818E+01   0.000000E+00  -0.931208E+00   0.152145E-08   0.102417E-05  -0.106937E-06
  1848   0.282917E+03   0.976557E+01   0.000000E+00  -0.978332E+00   0.151921E-08   0.104956E-05  -0.107650E-06
  1849   0.281551E+03   0.983274E+01   0.000000E+00  -0.103077E+01   0.151698E-08   0.107775E-05  -0.108488E-06
  1850   0.280195E+03   0.989960E+01   0.000000E+00  -0.108848E+01   0.151476E-08   0.110879E-05  -0.109454E-06
  1851   0.278848E+03   0.996616E+01   0.000000E+00  -0.115141E+01   0.151253E-08   0.114273E-05  -0.110554E-06
  1852   0.277512E+03   0.100324E+02   0.000000E+00  -0.121952E+01   0.151031E-08   0.117949E-05  -0.111782E-06
  1853   0.276186E+03   0.100982E+02   0.000000E+00  -0.129276E+01   0.150809E-08   0.121896E-05  -0.113135E-06
  1854   0.274871E+03   0.101636E+02   0.000000E+00  -0.137106E+01   0.150588E-08   0.126102E-05  -0.114607E-06
  1855   0.273566E+03   0.102286E+02   0.000000E+00  -0.145435E+01   0.150367E-08   0.130556E-05  -0.116193E-06
  1856   0.272274E+03   0.102932E+02   0.000000E+00  -0.154259E+01   0.150146E-08   0.135247E-05  -0.117887E-06
  1857   0.270993E+03   0.103573E+02   0.000000E+00  -0.163572E+01   0.149926E-08   0.140163E-05  -0.119686E-06
  1858   0.269724E+03   0.104208E+02   0.000000E+00  -0.173365E+01   0.149706E-08   0.145294E-05  -0.121583E-06
  1859   0.268466E+03   0.104837E+02   0.000000E+00  -0.183634E+01   0.149486E-08   0.150628E-05  -0.123575E-06
  1860   0.267223E+03   0.105461E+02   0.000000E+00  -0.194372E+01   0.149267E-08   0.156154E-05  -0.125654E-06
  1861   0.265990E+03   0.106080E+02   0.000000E+00  -0.205572E+01   0.149048E-08   0.161860E-05  -0.127818E-06
  1862   0.264772E+03   0.106691E+02   0.000000E+00  -0.217226E+01   0.148829E-08   0.167736E-05  -0.130060E-06
  1863   0.263566E+03   0.107297E+02   0.000000E+00  -0.229327E+01   0.148611E-08   0.173770E-05  -0.132375E-06
  1864   0.262374E+03   0.107896E+02   0.000000E+00  -0.241870E+01   0.148393E-08   0.179951E-05  -0.134758E-06
  1865   0.261196E+03   0.108487E+02   0.000000E+00  -0.254846E+01   0.148176E-08   0.186268E-05  -0.137205E-06
  1866   0.260030E+03   0.109071E+02   0.000000E+00  -0.268248E+01   0.147958E-08   0.192709E-05  -0.139710E-06
  1867   0.258880E+03   0.109647E+02   0.000000E+00  -0.282068E+01   0.147741E-08   0.199263E-05  -0.142268E-06
  1868   0.257744E+03   0.110215E+02   0.000000E+00  -0.296298E+01   0.147525E-08   0.205919E-05  -0.144874E-06
  1869   0.256621E+03   0.110776E+02   0.000000E+00  -0.310929E+01   0.147309E-08   0.212666E-05  -0.147523E-06
  1870   0.255514E+03   0.111328E+02   0.000000E+00  -0.325952E+01   0.147093E-08   0.219492E-05  -0.150210E-06
  1871   0.254422E+03   0.111871E+02   0.000000E+00  -0.341360E+01   0.146877E-08   0.226387E-05  -0.152930E-06
  1872   0.253345E+03   0.112406E+02   0.000000E+00  -0.357143E+01   0.146662E-08   0.233338E-05  -0.155677E-06
  1873   0.252283E+03   0.112932E+02   0.000000E+00  -0.373293E+01   0.146447E-08   0.240335E-05  -0.158447E-06
  1874   0.251236E+03   0.113448E+02   0.000000E+00  -0.389801E+01   0.146233E-08   0.247367E-05  -0.161235E-06
  1875   0.250205E+03   0.113954E+02   0.000000E+00  -0.406656E+01   0.146018E-08   0.254422E-05  -0.164035E-06
  1876   0.249190E+03   0.114450E+02   0.000000E+00  -0.423850E+01   0.145804E-08   0.261490E-05  -0.166843E-06
  1877   0.248191E+03   0.114938E+02   0.000000E+00  -0.441372E+01   0.145591E-08   0.268558E-05  -0.169652E-06
  1878   0.247208E+03   0.115414E+02   0.000000E+00  -0.459214E+01   0.145378E-08   0.275615E-05  -0.172459E-06
  1879   0.246241E+03   0.115880E+02   0.000000E+00  -0.477366E+01   0.145165E-08   0.282651E-05  -0.175258E-06
  1880   0.245290E+03   0.116336E+02   0.000000E+00  -0.495818E+01   0.144952E-08   0.289654E-05  -0.178045E-06
  1881   0.244356E+03   0.116780E+02   0.000000E+00  -0.514561E+01   0.144740E-08   0.296613E-05  -0.180813E-06
  1882   0.243439E+03   0.117214E+02   0.000000E+00  -0.533583E+01   0.144528E-08   0.303516E-05  -0.183558E-06
  1883   0.242538E+03   0.117636E+02   0.000000E+00  -0.552876E+01   0.144317E-08   0.310353E-05  -0.186275E-06
